# #runID ohdu lambdaBGbin
12176 10 0.205498
12176 13 0.286815
12176 14 0.298665
12176 15 0.025763
12175 2 0.455033
12175 3 0.343122
12175 4 0.307476
12175 5 0.377155
12175 6 0.432279
12175 7 0.245352
12175 8 0.398399
12175 9 0.274177
12175 10 0.208302
12175 13 0.290046
12175 14 0.304687
12175 15 0.026137
12174 2 0.448973
12174 3 0.334292
12174 4 0.303808
12174 5 0.362776
12174 6 0.355736
12174 7 0.254999
12174 8 0.365899
12174 9 0.272206
12174 10 0.222258
12174 13 0.288239
12174 14 0.297569
12174 15 0.025454
12173 2 0.440185
12173 3 0.334078
12173 4 0.336703
12173 5 0.370230
12173 6 0.407815
12173 7 0.248161
12173 8 0.419920
12173 9 0.292604
12173 10 0.231705
12173 13 0.306694
12173 14 0.292695
12173 15 0.034876
12172 2 0.449037
12172 3 0.337744
12172 4 0.310192
12172 5 0.373579
12172 6 0.328575
12172 7 0.259340
12172 8 0.405266
12172 9 0.278966
12172 10 0.206850
12172 13 0.288346
12172 14 0.292515
12172 15 0.029494
12171 2 0.405352
12171 3 0.338599
12171 4 0.326453
12171 5 0.365942
12171 6 0.374656
12171 7 0.225837
12171 8 0.377648
12171 9 0.276469
12171 10 0.206472
12171 13 0.297609
12171 14 0.266837
12171 15 0.046760
12170 2 0.430725
12170 3 0.323572
12170 4 0.290783
12170 5 0.383413
12170 6 0.357738
12170 7 0.262016
12170 8 0.394904
12170 9 0.255519
12170 10 0.208575
12170 13 0.305906
12170 14 0.259043
12170 15 0.022978
12169 2 0.421031
12169 3 0.335981
12169 4 0.310003
12169 5 0.367841
12169 6 0.383380
12169 7 0.257864
12169 8 0.364338
12169 9 0.291185
12169 10 0.194838
12169 13 0.295089
12169 14 0.271734
12169 15 0.026796
12168 2 0.417388
12168 3 0.327755
12168 4 0.313109
12168 5 0.388515
12168 6 0.346478
12168 7 0.235635
12168 8 0.415124
12168 9 0.276180
12168 10 0.206119
12168 13 0.284573
12168 14 0.302627
12168 15 0.038665
12167 2 0.449800
12167 3 0.329716
12167 4 0.323236
12167 5 0.356172
12167 6 0.406195
12167 7 0.218507
12167 8 0.404161
12167 9 0.264681
12167 10 0.187201
12167 13 0.272724
12167 14 0.257581
12167 15 0.027270
12166 2 0.423843
12166 3 0.350702
12166 4 0.313745
12166 5 0.359945
12166 6 0.426604
12166 7 0.256951
12166 8 0.411247
12166 9 0.253918
12166 10 0.200685
12166 13 0.292581
12166 14 0.268642
12166 15 0.032796
12165 2 0.388375
12165 3 0.334157
12165 4 0.282732
12165 5 0.375628
12165 6 0.362873
12165 7 0.231455
12165 8 0.394704
12165 9 0.259101
12165 10 0.196033
12165 13 0.295874
12165 14 0.245460
12165 15 0.031829
12164 2 0.436092
12164 3 0.318167
12164 4 0.293127
12164 5 0.370227
12164 6 0.396967
12164 7 0.249495
12164 8 0.386467
12164 9 0.273912
12164 10 0.196499
12164 13 0.283363
12164 14 0.299755
12164 15 0.016918
12163 2 0.405246
12163 3 0.313163
12163 4 0.301511
12163 5 0.358787
12163 6 0.347876
12163 7 0.246571
12163 8 0.389955
12163 9 0.258719
12163 10 0.198582
12163 13 0.277684
12163 14 0.279916
12163 15 0.075701
12162 2 0.419433
12162 3 0.323035
12162 4 0.289900
12162 5 0.370690
12162 6 0.343823
12162 7 0.223266
12162 8 0.401906
12162 9 0.269573
12162 10 0.210009
12162 13 0.266235
12162 14 0.274541
12162 15 0.010373
12161 2 0.405256
12161 3 0.318612
12161 4 0.290058
12161 5 0.347744
12161 6 0.358304
12161 7 0.264294
12161 8 0.386490
12161 9 0.272542
12161 10 0.191363
12161 13 0.295961
12161 14 0.289789
12161 15 0.040063
12160 2 0.414414
12160 3 0.328650
12160 4 0.293804
12160 5 0.357279
12160 6 0.379631
12160 7 0.259573
12160 8 0.370704
12160 9 0.255420
12160 10 0.177283
12160 13 0.279297
12160 14 0.260686
12160 15 0.022025
12159 2 0.399853
12159 3 0.323056
12159 4 0.269676
12159 5 0.365871
12159 6 0.379317
12159 7 0.242421
12159 8 0.390796
12159 9 0.248604
12159 10 0.188803
12159 13 0.290549
12159 14 0.270892
12159 15 0.041117
12158 2 0.401493
12158 3 0.301613
12158 4 0.273002
12158 5 0.355457
12158 6 0.342816
12158 7 0.255398
12158 8 0.390128
12158 9 0.260682
12158 10 0.174790
12158 13 0.264767
12158 14 0.263062
12158 15 0.029325
12157 2 0.420122
12157 3 0.300094
12157 4 0.310956
12157 5 0.322097
12157 6 0.331330
12157 7 0.240802
12157 8 0.354544
12157 9 0.259091
12157 10 0.187552
12157 13 0.268275
12157 14 0.276129
12157 15 0.000000
12156 2 0.380409
12156 3 0.299210
12156 4 0.305844
12156 5 0.349447
12156 6 0.369011
12156 7 0.199027
12156 8 0.346097
12156 9 0.252743
12156 10 0.185904
12156 13 0.286405
12156 14 0.252296
12156 15 0.000000
12155 2 0.379353
12155 3 0.310138
12155 4 0.306303
12155 5 0.356856
12155 6 0.344990
12155 7 0.216544
12155 8 0.348072
12155 9 0.236835
12155 10 0.200564
12155 13 0.264580
12155 14 0.232109
12155 15 0.000000
12154 2 0.395276
12154 3 0.294936
12154 4 0.280850
12154 5 0.336803
12154 6 0.381332
12154 7 0.221453
12154 8 0.359954
12154 9 0.246705
12154 10 0.175646
12154 13 0.238928
12154 14 0.221800
12154 15 0.000000
12153 2 0.360357
12153 3 0.295917
12153 4 0.311979
12153 5 0.332635
12153 6 0.389087
12153 7 0.240941
12153 8 0.298446
12153 9 0.246495
12153 10 0.182124
12153 13 0.261258
12153 14 0.263782
12153 15 0.000000
12152 2 0.367341
12152 3 0.288744
12152 4 0.271350
12152 5 0.340091
12152 6 0.342498
12152 7 0.224156
12152 8 0.389534
12152 9 0.264776
12152 10 0.184205
12152 13 0.262522
12152 14 0.238538
12152 15 0.000000
12151 2 0.381590
12151 3 0.288917
12151 4 0.284830
12151 5 0.338341
12151 6 0.316994
12151 7 0.235925
12151 8 0.320874
12151 9 0.240582
12151 10 0.185902
12151 13 0.269803
12151 14 0.236354
12151 15 0.044120
12150 2 0.375598
12150 3 0.291520
12150 4 0.283929
12150 5 0.319567
12150 6 0.331598
12150 7 0.207096
12150 8 0.385921
12150 9 0.238684
12150 10 0.182661
12150 13 0.263406
12150 14 0.265321
12150 15 0.047305
12149 2 0.397954
12149 3 0.274176
12149 4 0.276891
12149 5 0.335640
12149 6 0.375303
12149 7 0.242934
12149 8 0.324463
12149 9 0.245521
12149 10 0.172910
12149 13 0.250495
12149 14 0.249730
12149 15 0.031435
12148 2 0.383757
12148 3 0.279338
12148 4 0.281418
12148 5 0.310368
12148 6 0.334553
12148 7 0.216372
12148 8 0.341714
12148 9 0.223119
12148 10 0.177465
12148 13 0.244112
12148 14 0.241689
12148 15 0.033636
12147 2 0.368611
12147 3 0.289984
12147 4 0.257518
12147 5 0.315540
12147 6 0.353347
12147 7 0.226970
12147 8 0.386783
12147 9 0.263500
12147 10 0.175631
12147 13 0.264540
12147 14 0.233947
12147 15 0.024685
12146 2 0.368062
12146 3 0.272396
12146 4 0.276885
12146 5 0.316531
12146 6 0.336332
12146 7 0.216539
12146 8 0.348646
12146 9 0.246854
12146 10 0.179696
12146 13 0.241127
12146 14 0.232100
12146 15 0.041631
12145 2 0.332334
12145 3 0.279474
12145 4 0.284780
12145 5 0.324608
12145 6 0.329035
12145 7 0.218399
12145 8 0.313194
12145 9 0.236133
12145 10 0.191434
12145 13 0.254650
12145 14 0.261634
12145 15 0.024921
12144 2 0.356088
12144 3 0.285044
12144 4 0.243048
12144 5 0.322578
12144 6 0.356136
12144 7 0.231340
12144 8 0.354210
12144 9 0.241818
12144 10 0.173827
12144 13 0.263438
12144 14 0.224961
12144 15 0.034305
12143 2 0.383155
12143 3 0.285591
12143 4 0.264284
12143 5 0.324948
12143 6 0.315455
12143 7 0.230240
12143 8 0.341128
12143 9 0.226207
12143 10 0.147667
12143 13 0.262798
12143 14 0.234445
12143 15 0.029065
12142 2 0.365904
12142 3 0.276828
12142 4 0.268240
12142 5 0.306623
12142 6 0.341876
12142 7 0.199793
12142 8 0.324560
12142 9 0.244587
12142 10 0.159316
12142 13 0.253048
12142 14 0.206578
12142 15 0.037712
12141 2 0.341633
12141 3 0.270888
12141 4 0.252174
12141 5 0.293648
12141 6 0.316900
12141 7 0.227595
12141 8 0.320521
12141 9 0.236112
12141 10 0.137964
12141 13 0.249446
12141 14 0.225378
12141 15 0.033890
12140 2 0.312785
12140 3 0.281731
12140 4 0.223835
12140 5 0.285016
12140 6 0.360316
12140 7 0.207396
12140 8 0.334250
12140 9 0.219507
12140 10 0.139679
12140 13 0.242869
12140 14 0.200062
12140 15 0.044763
12139 2 0.338074
12139 3 0.266682
12139 4 0.249840
12139 5 0.290586
12139 6 0.305878
12139 7 0.204628
12139 8 0.323730
12139 9 0.256490
12139 10 0.135522
12139 13 0.238260
12139 14 0.213278
12139 15 0.045476
12138 2 0.321212
12138 3 0.252098
12138 4 0.273825
12138 5 0.315518
12138 6 0.327058
12138 7 0.188842
12138 8 0.377775
12138 9 0.264090
12138 10 0.139115
12138 13 0.238768
12138 14 0.216739
12138 15 0.029372
12137 2 0.322234
12137 3 0.250417
12137 4 0.251586
12137 5 0.290757
12137 6 0.342060
12137 7 0.197890
12137 8 0.345559
12137 9 0.243757
12137 10 0.153886
12137 13 0.241491
12137 14 0.226976
12137 15 0.044721
12136 2 0.334428
12136 3 0.263870
12136 4 0.259057
12136 5 0.265140
12136 6 0.307179
12136 7 0.196724
12136 8 0.308793
12136 9 0.216029
12136 10 0.144597
12136 13 0.220911
12136 14 0.192417
12136 15 0.045036
12135 2 0.296361
12135 3 0.257130
12135 4 0.259805
12135 5 0.278731
12135 6 0.260012
12135 7 0.193376
12135 8 0.302279
12135 9 0.237474
12135 10 0.173341
12135 13 0.232244
12135 14 0.200272
12135 15 0.048367
12134 2 0.324277
12134 3 0.243969
12134 4 0.232290
12134 5 0.298698
12134 6 0.329726
12134 7 0.202276
12134 8 0.340884
12134 9 0.219909
12134 10 0.125245
12134 13 0.216449
12134 14 0.192980
12134 15 0.055780
12133 2 0.295849
12133 3 0.253803
12133 4 0.258870
12133 5 0.291061
12133 6 0.286094
12133 7 0.204820
12133 8 0.306272
12133 9 0.229273
12133 10 0.138021
12133 13 0.235196
12133 14 0.200462
12133 15 0.024488
12132 2 0.314996
12132 3 0.266572
12132 4 0.238770
12132 5 0.290330
12132 6 0.309044
12132 7 0.186348
12132 8 0.316827
12132 9 0.198335
12132 10 0.132774
12132 13 0.221195
12132 14 0.182139
12132 15 0.025085
12131 2 0.330221
12131 3 0.247760
12131 4 0.241299
12131 5 0.279745
12131 6 0.280470
12131 7 0.214113
12131 8 0.354254
12131 9 0.227024
12131 10 0.123423
12131 13 0.213724
12131 14 0.194969
12131 15 0.000000
12130 2 0.325060
12130 3 0.246160
12130 4 0.252853
12130 5 0.290843
12130 6 0.281170
12130 7 0.164399
12130 8 0.290873
12130 9 0.219120
12130 10 0.142388
12130 13 0.223549
12130 14 0.220691
12130 15 0.071236
12129 2 0.315652
12129 3 0.248687
12129 4 0.229187
12129 5 0.295216
12129 6 0.286208
12129 7 0.186323
12129 8 0.348204
12129 9 0.200456
12129 10 0.133733
12129 13 0.210653
12129 14 0.179193
12129 15 0.039503
12128 2 0.289352
12128 3 0.243918
12128 4 0.224641
12128 5 0.282328
12128 6 0.286486
12128 7 0.181291
12128 8 0.252545
12128 9 0.193998
12128 10 0.138161
12128 13 0.205459
12128 14 0.178209
12128 15 0.056787
12127 2 0.314875
12127 3 0.251599
12127 4 0.239095
12127 5 0.274815
12127 6 0.310281
12127 7 0.191439
12127 8 0.283338
12127 9 0.211140
12127 10 0.153950
12127 13 0.186972
12127 14 0.206640
12127 15 0.055613
12126 2 0.315913
12126 3 0.233874
12126 4 0.227271
12126 5 0.274666
12126 6 0.275167
12126 7 0.183022
12126 8 0.294031
12126 9 0.217560
12126 10 0.128714
12126 13 0.214031
12126 14 0.177803
12126 15 0.000000
12125 2 0.295566
12125 3 0.241319
12125 4 0.234656
12125 5 0.256917
12125 6 0.278501
12125 7 0.175833
12125 8 0.253229
12125 9 0.186019
12125 10 0.122623
12125 13 0.198621
12125 14 0.176481
12125 15 0.041942
12124 2 0.310935
12124 3 0.220452
12124 4 0.218223
12124 5 0.260512
12124 6 0.217808
12124 7 0.176322
12124 8 0.314750
12124 9 0.214028
12124 10 0.126467
12124 13 0.210795
12124 14 0.181036
12124 15 0.030225
12123 2 0.281263
12123 3 0.204067
12123 4 0.217515
12123 5 0.258675
12123 6 0.240665
12123 7 0.184175
12123 8 0.288166
12123 9 0.192090
12123 10 0.115333
12123 13 0.199846
12123 14 0.189525
12123 15 0.045780
12122 2 0.275883
12122 3 0.209433
12122 4 0.223516
12122 5 0.245130
12122 6 0.259814
12122 7 0.168804
12122 8 0.289621
12122 9 0.215024
12122 10 0.118716
12122 13 0.197964
12122 14 0.159344
12122 15 0.000000
12121 2 0.257303
12121 3 0.232001
12121 4 0.210885
12121 5 0.257584
12121 6 0.263925
12121 7 0.206292
12121 8 0.275664
12121 9 0.174099
12121 10 0.113693
12121 13 0.214562
12121 14 0.195291
12121 15 0.023868
12120 2 0.271770
12120 3 0.213341
12120 4 0.195059
12120 5 0.267580
12120 6 0.305240
12120 7 0.196458
12120 8 0.300662
12120 9 0.216575
12120 10 0.109376
12120 13 0.209100
12120 14 0.181669
12120 15 0.032831
12119 2 0.263355
12119 3 0.205711
12119 4 0.221892
12119 5 0.257316
12119 6 0.305518
12119 7 0.176887
12119 8 0.305897
12119 9 0.177781
12119 10 0.111628
12119 13 0.195016
12119 14 0.172189
12119 15 0.028507
12118 2 0.277868
12118 3 0.196571
12118 4 0.199504
12118 5 0.263115
12118 6 0.287655
12118 7 0.181747
12118 8 0.294203
12118 9 0.183745
12118 10 0.120417
12118 13 0.189586
12118 14 0.191744
12118 15 0.032687
12117 2 0.268347
12117 3 0.223144
12117 4 0.213114
12117 5 0.222416
12117 6 0.287192
12117 7 0.180718
12117 8 0.338610
12117 9 0.194240
12117 10 0.091257
12117 13 0.183740
12117 14 0.156729
12117 15 0.035600
12116 2 0.257953
12116 3 0.231768
12116 4 0.214728
12116 5 0.246033
12116 6 0.263744
12116 7 0.176693
12116 8 0.264927
12116 9 0.182030
12116 10 0.095005
12116 13 0.207028
12116 14 0.158189
12116 15 0.032177
12115 2 0.249146
12115 3 0.202311
12115 4 0.221723
12115 5 0.252559
12115 6 0.279548
12115 7 0.174389
12115 8 0.268023
12115 9 0.176452
12115 10 0.106189
12115 13 0.200960
12115 14 0.157194
12115 15 0.067034
12114 2 0.253467
12114 3 0.207032
12114 4 0.206031
12114 5 0.233352
12114 6 0.250570
12114 7 0.165313
12114 8 0.233498
12114 9 0.175848
12114 10 0.091321
12114 13 0.192590
12114 14 0.140497
12114 15 0.039455
12113 2 0.252491
12113 3 0.198976
12113 4 0.222345
12113 5 0.220956
12113 6 0.242624
12113 7 0.179036
12113 8 0.256417
12113 9 0.200310
12113 10 0.080776
12113 13 0.189225
12113 14 0.138639
12113 15 0.030239
12112 2 0.260250
12112 3 0.215189
12112 4 0.209354
12112 5 0.218650
12112 6 0.233471
12112 7 0.158867
12112 8 0.280389
12112 9 0.166189
12112 10 0.104880
12112 13 0.202778
12112 14 0.145671
12112 15 0.043523
12111 2 0.278066
12111 3 0.217801
12111 4 0.212118
12111 5 0.223831
12111 6 0.296067
12111 7 0.167009
12111 8 0.219095
12111 9 0.179071
12111 10 0.097571
12111 13 0.202460
12111 14 0.156827
12111 15 0.051287
12110 2 0.268882
12110 3 0.206610
12110 4 0.188536
12110 5 0.233918
12110 6 0.218810
12110 7 0.150629
12110 8 0.274545
12110 9 0.170437
12110 10 0.113831
12110 13 0.185182
12110 14 0.156397
12110 15 0.016225
12109 2 0.260874
12109 3 0.200191
12109 4 0.202783
12109 5 0.230145
12109 6 0.210434
12109 7 0.145461
12109 8 0.303316
12109 9 0.169643
12109 10 0.097282
12109 13 0.188337
12109 14 0.137970
12109 15 0.027748
12108 2 0.249331
12108 3 0.213027
12108 4 0.196221
12108 5 0.235457
12108 6 0.226340
12108 7 0.149942
12108 8 0.286773
12108 9 0.174275
12108 10 0.088735
12108 13 0.175139
12108 14 0.135720
12108 15 0.037867
12107 2 0.226889
12107 3 0.194357
12107 4 0.215640
12107 5 0.233125
12107 6 0.241488
12107 7 0.113008
12107 8 0.274437
12107 9 0.201597
12107 10 0.093832
12107 13 0.190099
12107 14 0.183945
12107 15 0.017585
12106 2 0.247645
12106 3 0.213556
12106 4 0.209696
12106 5 0.226774
12106 6 0.251364
12106 7 0.154567
12106 8 0.252806
12106 9 0.156030
12106 10 0.094809
12106 13 0.162493
12106 14 0.159318
12106 15 0.022992
12105 2 0.272186
12105 3 0.181252
12105 4 0.209892
12105 5 0.247741
12105 6 0.239061
12105 7 0.175096
12105 8 0.272382
12105 9 0.176461
12105 10 0.087620
12105 13 0.173594
12105 14 0.149751
12105 15 0.021626
12104 2 0.243820
12104 3 0.196305
12104 4 0.214626
12104 5 0.236174
12104 6 0.257460
12104 7 0.187089
12104 8 0.265154
12104 9 0.190082
12104 10 0.077266
12104 13 0.164840
12104 14 0.159877
12104 15 0.036337
12103 2 0.250256
12103 3 0.193375
12103 4 0.183300
12103 5 0.244095
12103 6 0.237388
12103 7 0.139761
12103 8 0.253314
12103 9 0.153468
12103 10 0.094957
12103 13 0.178760
12103 14 0.172230
12103 15 0.017728
12102 2 0.216045
12102 3 0.183873
12102 4 0.183725
12102 5 0.249062
12102 6 0.253140
12102 7 0.160892
12102 8 0.270202
12102 9 0.155722
12102 10 0.111603
12102 13 0.188557
12102 14 0.161962
12102 15 0.036794
12101 2 0.247003
12101 3 0.195332
12101 4 0.182617
12101 5 0.230113
12101 6 0.282384
12101 7 0.180978
12101 8 0.302639
12101 9 0.165771
12101 10 0.057296
12101 13 0.188546
12101 14 0.131776
12101 15 0.028367
12100 2 0.247170
12100 3 0.181748
12100 4 0.187273
12100 5 0.214018
12100 6 0.232372
12100 7 0.151285
12100 8 0.277605
12100 9 0.182270
12100 10 0.102938
12100 13 0.175102
12100 14 0.136789
12100 15 0.030328
12099 2 0.208153
12099 3 0.195079
12099 4 0.176886
12099 5 0.223540
12099 6 0.230964
12099 7 0.168638
12099 8 0.217583
12099 9 0.165929
12099 10 0.067195
12099 13 0.179316
12099 14 0.153183
12099 15 0.024534
12098 2 0.248586
12098 3 0.176911
12098 4 0.182440
12098 5 0.234440
12098 6 0.228935
12098 7 0.157273
12098 8 0.272249
12098 9 0.148858
12098 10 0.076689
12098 13 0.188452
12098 14 0.134618
12098 15 0.035801
12097 2 0.254559
12097 3 0.171724
12097 4 0.198689
12097 5 0.238553
12097 6 0.276380
12097 7 0.163278
12097 8 0.300749
12097 9 0.170129
12097 10 0.068841
12097 13 0.167605
12097 14 0.142786
12097 15 0.016395
12096 2 0.259550
12096 3 0.168600
12096 4 0.176209
12096 5 0.223547
12096 6 0.235833
12096 7 0.177082
12096 8 0.205732
12096 9 0.190463
12096 10 0.097001
12096 12 2154.346037
12096 13 0.169168
12096 14 0.157863
12096 15 0.050480
12095 2 0.232490
12095 3 0.177517
12095 4 0.181847
12095 5 0.218478
12095 6 0.272766
12095 7 0.154784
12095 8 0.264697
12095 9 0.179485
12095 10 0.063663
12095 13 0.178896
12095 14 0.169699
12095 15 0.011851
12094 2 0.221596
12094 3 0.182382
12094 4 0.210168
12094 5 0.211134
12094 6 0.263613
12094 7 0.147041
12094 8 0.263211
12094 9 0.162887
12094 10 0.071635
12094 13 0.162054
12094 14 0.146554
12094 15 0.041262
12093 2 0.245945
12093 3 0.190204
12093 4 0.191234
12093 5 0.206805
12093 6 0.259019
12093 7 0.161945
12093 8 0.282126
12093 9 0.181017
12093 10 0.098692
12093 13 0.183901
12093 14 0.155998
12093 15 0.014773
12092 2 0.253771
12092 3 0.200233
12092 4 0.183662
12092 5 0.224100
12092 6 0.231970
12092 7 0.157909
12092 8 0.223013
12092 9 0.163113
12092 10 0.097440
12092 13 0.175921
12092 14 0.149776
12092 15 0.028036
12091 2 0.224448
12091 3 0.174639
12091 4 0.160200
12091 5 0.223588
12091 6 0.242834
12091 7 0.157884
12091 8 0.266076
12091 9 0.173933
12091 10 0.088528
12091 13 0.178890
12091 14 0.155376
12091 15 0.009788
12090 2 0.245422
12090 3 0.186177
12090 4 0.197117
12090 5 0.209137
12090 6 0.253159
12090 7 0.153934
12090 8 0.257871
12090 9 0.194053
12090 10 0.093282
12090 13 0.187091
12090 14 0.146948
12090 15 0.032600
12089 2 0.232232
12089 3 0.195156
12089 4 0.187119
12089 5 0.230226
12089 6 0.247908
12089 7 0.131619
12089 8 0.245693
12089 9 0.165763
12089 10 0.075473
12089 13 0.177011
12089 14 0.132394
12089 15 0.038337
12088 2 0.229527
12088 3 0.189994
12088 4 0.206429
12088 5 0.227102
12088 6 0.235230
12088 7 0.120854
12088 8 0.253123
12088 9 0.158498
12088 10 0.073512
12088 13 0.180831
12088 14 0.169933
12088 15 0.025854
12087 2 0.231820
12087 3 0.177638
12087 4 0.198564
12087 5 0.202619
12087 6 0.234420
12087 7 0.173836
12087 8 0.312548
12087 9 0.166219
12087 10 0.086025
12087 13 0.171415
12087 14 0.139701
12087 15 0.040352
12086 2 0.219742
12086 3 0.191952
12086 4 0.223486
12086 5 0.224361
12086 6 0.259296
12086 7 0.157283
12086 8 0.274021
12086 9 0.170593
12086 10 0.067401
12086 13 0.164477
12086 14 0.132734
12086 15 0.040476
12085 2 0.214715
12085 3 0.171311
12085 4 0.198633
12085 5 0.218101
12085 6 0.212705
12085 7 0.154675
12085 8 0.246358
12085 9 0.161936
12085 10 0.084777
12085 13 0.171306
12085 14 0.110139
12085 15 0.040409
12084 2 0.217527
12084 3 0.190817
12084 4 0.202191
12084 5 0.224118
12084 6 0.274252
12084 7 0.160215
12084 8 0.266059
12084 9 0.156523
12084 10 0.084336
12084 13 0.150230
12084 14 0.138749
12084 15 0.038839
12083 2 0.224779
12083 3 0.191804
12083 4 0.188923
12083 5 0.204949
12083 6 0.223831
12083 7 0.128930
12083 8 0.288987
12083 9 0.160684
12083 10 0.102074
12083 13 0.170902
12083 14 0.157428
12083 15 0.017128
12082 2 0.233331
12082 3 0.201353
12082 4 0.203239
12082 5 0.238077
12082 6 0.236267
12082 7 0.140822
12082 8 0.258527
12082 9 0.165746
12082 10 0.062692
12082 13 0.163007
12082 14 0.153616
12082 15 0.042280
12081 2 0.221154
12081 3 0.166815
12081 4 0.218844
12081 5 0.227249
12081 6 0.190990
12081 7 0.146105
12081 8 0.235600
12081 9 0.155964
12081 10 0.090919
12081 13 0.162472
12081 14 0.165047
12081 15 0.033330
12080 2 0.226354
12080 3 0.159986
12080 4 0.201305
12080 5 0.229686
12080 6 0.222856
12080 7 0.150590
12080 8 0.269065
12080 9 0.173279
12080 10 0.076037
12080 13 0.170074
12080 14 0.154819
12080 15 0.031575
12079 2 0.230016
12079 3 0.170041
12079 4 0.212669
12079 5 0.226953
12079 6 0.219997
12079 7 0.131571
12079 8 0.215653
12079 9 0.151038
12079 10 0.079369
12079 13 0.146771
12079 14 0.163416
12079 15 0.029872
12078 2 0.236923
12078 3 0.172522
12078 4 0.201557
12078 5 0.226692
12078 6 0.204664
12078 7 0.143515
12078 8 0.227201
12078 9 0.165335
12078 10 0.081263
12078 13 0.177719
12078 14 0.140608
12078 15 0.027160
12077 2 0.244185
12077 3 0.165258
12077 4 0.200308
12077 5 0.230243
12077 6 0.230301
12077 7 0.157231
12077 8 0.239016
12077 9 0.178425
12077 10 0.066106
12077 13 0.157109
12077 14 0.133065
12077 15 0.028905
12076 2 0.216763
12076 3 0.181572
12076 4 0.172931
12076 5 0.237623
12076 6 0.238673
12076 7 0.134634
12076 8 0.206813
12076 9 0.173131
12076 10 0.059384
12076 13 0.168825
12076 14 0.120433
12076 15 0.011781
12075 2 0.210929
12075 3 0.180201
12075 4 0.219598
12075 5 0.226101
12075 6 0.246597
12075 7 0.163281
12075 8 0.259402
12075 9 0.168536
12075 10 0.100817
12075 13 0.172484
12075 14 0.132024
12075 15 0.022254
12074 2 0.234118
12074 3 0.170003
12074 4 0.210106
12074 5 0.221061
12074 6 0.243669
12074 7 0.165749
12074 8 0.235821
12074 9 0.155224
12074 10 0.071509
12074 13 0.166908
12074 14 0.135380
12074 15 0.023188
12073 2 0.238779
12073 3 0.191955
12073 4 0.176042
12073 5 0.234975
12073 6 0.230651
12073 7 0.162477
12073 8 0.227915
12073 9 0.166174
12073 10 0.075591
12073 13 0.168771
12073 14 0.108806
12073 15 0.022208
12072 2 0.234946
12072 3 0.199221
12072 4 0.196174
12072 5 0.210737
12072 6 0.235152
12072 7 0.145041
12072 8 0.250671
12072 9 0.138079
12072 10 0.100933
12072 13 0.157196
12072 14 0.129018
12072 15 0.022085
12071 2 0.223274
12071 3 0.165730
12071 4 0.209008
12071 5 0.208048
12071 6 0.173947
12071 7 0.139567
12071 8 0.283629
12071 9 0.162749
12071 10 0.067571
12071 13 0.166636
12071 14 0.140497
12071 15 0.040457
12070 2 0.191206
12070 3 0.189359
12070 4 0.185557
12070 5 0.220022
12070 6 0.222688
12070 7 0.154055
12070 8 0.231385
12070 9 0.178327
12070 10 0.076467
12070 13 0.156742
12070 14 0.128486
12070 15 0.024892
12069 2 0.228217
12069 3 0.166521
12069 4 0.208149
12069 5 0.217918
12069 6 0.219470
12069 7 0.158176
12069 8 0.263077
12069 9 0.166365
12069 10 0.070438
12069 13 0.167654
12069 14 0.138945
12069 15 0.029037
12068 2 0.201686
12068 3 0.181247
12068 4 0.186494
12068 5 0.221049
12068 6 0.203867
12068 7 0.154918
12068 8 0.298048
12068 9 0.175693
12068 10 0.084654
12068 13 0.159948
12068 14 0.127417
12068 15 0.020984
12067 2 0.234650
12067 3 0.185954
12067 4 0.212840
12067 5 0.225635
12067 6 0.236920
12067 7 0.149898
12067 8 0.225703
12067 9 0.168510
12067 10 0.073995
12067 13 0.169881
12067 14 0.155379
12067 15 0.022442
12066 2 0.214076
12066 3 0.186676
12066 4 0.172795
12066 5 0.223818
12066 6 0.248640
12066 7 0.154638
12066 8 0.201852
12066 9 0.172699
12066 10 0.077207
12066 13 0.167045
12066 14 0.132567
12066 15 0.028306
12065 2 0.233641
12065 3 0.175403
12065 4 0.200022
12065 5 0.239001
12065 6 0.257247
12065 7 0.167486
12065 8 0.240898
12065 9 0.192007
12065 10 0.065881
12065 13 0.149805
12065 14 0.135808
12065 15 0.020323
12064 2 0.217121
12064 3 0.192798
12064 4 0.175110
12064 5 0.224637
12064 6 0.211380
12064 7 0.141503
12064 8 0.324480
12064 9 0.161374
12064 10 0.074500
12064 13 0.179161
12064 14 0.129085
12064 15 0.042160
12063 2 0.217634
12063 3 0.187799
12063 4 0.184685
12063 5 0.232729
12063 6 0.210228
12063 7 0.133138
12063 8 0.293751
12063 9 0.167454
12063 10 0.075607
12063 13 0.168154
12063 14 0.129427
12063 15 0.013487
12062 2 0.190686
12062 3 0.196175
12062 4 0.183183
12062 5 0.202586
12062 6 0.212888
12062 7 0.164011
12062 8 0.278015
12062 9 0.159032
12062 10 0.079494
12062 13 0.178084
12062 14 0.142059
12062 15 0.035542
12061 2 0.230167
12061 3 0.210087
12061 4 0.221122
12061 5 0.212234
12061 6 0.237422
12061 7 0.147669
12061 8 0.269789
12061 9 0.153432
12061 10 0.083428
12061 13 0.174222
12061 14 0.145108
12061 15 0.024005
12060 2 0.217947
12060 3 0.198392
12060 4 0.206731
12060 5 0.206891
12060 6 0.230460
12060 7 0.131582
12060 8 0.294255
12060 9 0.176680
12060 10 0.066300
12060 13 0.167228
12060 14 0.132996
12060 15 0.025325
12059 2 0.218382
