# #runID ohdu sigmaOSMAD2
6460 12 6.999140
6460 13 12.834135
6460 14 12.133869
6460 15 12.587605
6459 2 11.469580
6459 3 12.115861
6459 4 11.535806
6459 5 11.378171
6459 6 16.533672
6459 7 10.874241
6459 8 11.884507
6459 9 13.038443
6459 10 12.376265
6459 11 6.682636
6459 12 6.977155
6459 13 12.747170
6459 14 12.188181
6459 15 12.601584
6458 2 11.464275
6458 3 12.099660
6458 4 11.566427
6458 5 11.410832
6458 6 16.507463
6458 7 10.933484
6458 8 11.868543
6458 9 13.056087
6458 10 12.337866
6458 11 6.667423
6458 12 6.996597
6458 13 12.837102
6458 14 12.187642
6458 15 12.577420
6457 2 11.476329
6457 3 12.081788
6457 4 11.589881
6457 5 11.388057
6457 6 16.529702
6457 7 10.874599
6457 8 11.897478
6457 9 13.010318
6457 10 12.402673
6457 11 6.679935
6457 12 6.979022
6457 13 12.780515
6457 14 12.217943
6457 15 12.556192
6456 2 11.423117
6456 3 12.121112
6456 4 11.546535
6456 5 11.364359
6456 6 16.577444
6456 7 10.899658
6456 8 11.868720
6456 9 13.045658
6456 10 12.346828
6456 11 6.648620
6456 12 6.936351
6456 13 12.764955
6456 14 12.157842
6456 15 12.568805
6455 2 11.424462
6455 3 12.122042
6455 4 11.589824
6455 5 11.358992
6455 6 16.509755
6455 7 10.844921
6455 8 11.857088
6455 9 13.123283
6455 10 12.369858
6455 11 6.671571
6455 12 6.959590
6455 13 12.794720
6455 14 12.157976
6455 15 12.547804
6454 2 11.483346
6454 3 12.082998
6454 4 11.572296
6454 5 11.391992
6454 6 16.520862
6454 7 10.919681
6454 8 11.843580
6454 9 13.076139
6454 10 12.362136
6454 11 6.667481
6454 12 6.957068
6454 13 12.786849
6454 14 12.150859
6454 15 12.582704
6453 2 11.479639
6453 3 12.114947
6453 4 11.545929
6453 5 11.423261
6453 6 16.479803
6453 7 10.876752
6453 8 11.870602
6453 9 13.144744
6453 10 12.338875
6453 11 6.704207
6453 12 6.934160
6453 13 12.798850
6453 14 12.211743
6453 15 12.563928
6452 2 11.434402
6452 3 12.129040
6452 4 11.610554
6452 5 11.353214
6452 6 16.541500
6452 7 10.868650
6452 8 11.886954
6452 9 12.924261
6452 10 12.259657
6452 11 6.680560
6452 12 6.945591
6452 13 12.837562
6452 14 12.290160
6452 15 12.592024
6451 2 11.489256
6451 3 12.123744
6451 4 11.560409
6451 5 11.375702
6451 6 16.540339
6451 7 10.888498
6451 8 11.892113
6451 9 13.046298
6451 10 12.363729
6451 11 6.666009
6451 12 6.943047
6451 13 12.776159
6451 14 12.169737
6451 15 12.593826
6450 2 11.460448
6450 3 12.127806
6450 4 11.559566
6450 5 11.346986
6450 6 16.525216
6450 7 10.901951
6450 8 11.857098
6450 9 13.005364
6450 10 12.339320
6450 11 6.667357
6450 12 6.948919
6450 13 12.874799
6450 14 12.037907
6450 15 12.632093
6449 2 11.445133
6449 3 12.102119
6449 4 11.556412
6449 5 11.362260
6449 6 16.571867
6449 7 10.887355
6449 8 11.891247
6449 9 12.983087
6449 10 12.304335
6449 11 6.665127
6449 12 6.954465
6449 13 12.827614
6449 14 12.010641
6449 15 12.582702
6448 2 11.468443
6448 3 12.088516
6448 4 11.496779
6448 5 11.366500
6448 6 16.516025
6448 7 10.891634
6448 8 11.885909
6448 9 12.986726
6448 10 12.300554
6448 11 6.691222
6448 12 6.962481
6448 13 12.798661
6448 14 12.171916
6448 15 12.564249
6447 2 11.450783
6447 3 12.111652
6447 4 11.504300
6447 5 11.398724
6447 6 16.556692
6447 7 10.890094
6447 8 11.868479
6447 9 12.971176
6447 10 12.287115
6447 11 6.670772
6447 12 6.901163
6447 13 12.803414
6447 14 12.195559
6447 15 12.567656
6446 2 11.436500
6446 3 12.093017
6446 4 11.622114
6446 5 11.380305
6446 6 16.516746
6446 7 10.897849
6446 8 11.884641
6446 9 12.958915
6446 10 12.316749
6446 11 6.660636
6446 12 6.927685
6446 13 12.816066
6446 14 12.193656
6446 15 12.580572
6445 2 11.400464
6445 3 12.119620
6445 4 11.605990
6445 5 11.379126
6445 6 16.530188
6445 7 10.852966
6445 8 11.908271
6445 9 12.955097
6445 10 12.258889
6445 11 6.669506
6445 12 6.904487
6445 13 12.832906
6445 14 12.239795
6445 15 12.597238
6444 2 11.468766
6444 3 12.123093
6444 4 11.537508
6444 5 11.395479
6444 6 16.471723
6444 7 10.902194
6444 8 11.891427
6444 9 13.020005
6444 10 12.328749
6444 11 6.665285
6444 12 6.941677
6444 13 12.769389
6444 14 12.194260
6444 15 12.523097
6443 2 11.439010
6443 3 12.085930
6443 4 11.547040
6443 5 11.329786
6443 6 16.527543
6443 7 10.848405
6443 8 11.861083
6443 9 12.963004
6443 10 12.298766
6443 11 6.651105
6443 12 6.917020
6443 13 12.749372
6443 14 12.282953
6443 15 12.562351
6442 2 11.436032
6442 3 12.109932
6442 4 11.581191
6442 5 11.322494
6442 6 16.490539
6442 7 10.859578
6442 8 11.877420
6442 9 12.950611
6442 10 12.342049
6442 11 6.666098
6442 12 6.906161
6442 13 12.777238
6442 14 12.174107
6442 15 12.547798
6441 2 11.440936
6441 3 12.114403
6441 4 11.521397
6441 5 11.330731
6441 6 16.553044
6441 7 10.861798
6441 8 11.881726
6441 9 12.931239
6441 10 12.330882
6441 11 6.670734
6441 12 6.885371
6441 13 12.744875
6441 14 12.201092
6441 15 12.582248
6440 2 11.418541
6440 3 12.104694
6440 4 11.550790
6440 5 11.358284
6440 6 16.482742
6440 7 10.887284
6440 8 11.882310
6440 9 13.100459
6440 10 12.359382
6440 11 6.643766
6440 12 6.863570
6440 13 12.769589
6440 14 12.120013
6440 15 12.593735
6439 2 11.450528
6439 3 12.099343
6439 4 11.502530
6439 5 11.349222
6439 6 16.511122
6439 7 10.888627
6439 8 11.851128
6439 9 12.934227
6439 10 12.333924
6439 11 6.659867
6439 12 6.888033
6439 13 12.761216
6439 14 12.220853
6439 15 12.556023
6438 2 11.432404
6438 3 12.100122
6438 4 11.766091
6438 5 11.356749
6438 6 16.559015
6438 7 10.850792
6438 8 11.869884
6438 9 13.297230
6438 10 12.348040
6438 11 6.692587
6438 12 6.934164
6438 13 12.802606
6438 14 12.435034
6438 15 12.584719
6437 2 11.424797
6437 3 12.117404
6437 4 11.597028
6437 5 11.353909
6437 6 16.469651
6437 7 10.876550
6437 8 11.840611
6437 9 12.942122
6437 10 12.328064
6437 11 6.660692
6437 12 6.914449
6437 13 12.760432
6437 14 12.156674
6437 15 12.566608
6436 2 11.476846
6436 3 12.136611
6436 4 11.442229
6436 5 11.387360
6436 6 16.485647
6436 7 10.875444
6436 8 11.896099
6436 9 12.970648
6436 10 12.346364
6436 11 6.674751
6436 12 6.948327
6436 13 12.747834
6436 14 12.209506
6436 15 12.539153
6435 2 11.443532
6435 3 12.102711
6435 4 11.527500
6435 5 11.351705
6435 6 16.619339
6435 7 10.884647
6435 8 11.877259
6435 9 12.939833
6435 10 12.377623
6435 11 6.666958
6435 12 6.940435
6435 13 12.785700
6435 14 12.138330
6435 15 12.562022
6434 2 11.437921
6434 3 12.091392
6434 4 11.480214
6434 5 11.388617
6434 6 16.550245
6434 7 10.906639
6434 8 11.881251
6434 9 12.974336
6434 10 12.312896
6434 11 6.652030
6434 12 6.966090
6434 13 12.825053
6434 14 12.510884
6434 15 12.570082
6433 2 11.469650
6433 3 12.121350
6433 4 11.475945
6433 5 11.375029
6433 6 16.528934
6433 7 10.923883
6433 8 11.864665
6433 9 12.934705
6433 10 12.312069
6433 11 6.651217
6433 12 6.950784
6433 13 12.747948
6433 14 12.182057
6433 15 12.545391
6432 2 11.474525
6432 3 12.120552
6432 4 11.480341
6432 5 11.376406
6432 6 16.538611
6432 7 10.884052
6432 8 11.871458
6432 9 12.932537
6432 10 12.333709
6432 11 6.659020
6432 12 6.917270
6432 13 12.774034
6432 14 12.149488
6432 15 12.583832
6431 2 11.446894
6431 3 12.105326
6431 4 11.457789
6431 5 11.389043
6431 6 16.507246
6431 7 10.915548
6431 8 11.895997
6431 9 12.924139
6431 10 12.353943
6431 11 6.664526
6431 12 6.955313
6431 13 12.818087
6431 14 12.144743
6431 15 12.543074
6430 2 11.418098
6430 3 12.098815
6430 4 11.513496
6430 5 11.359917
6430 6 16.584492
6430 7 10.869038
6430 8 11.839981
6430 9 12.911242
6430 10 12.327711
6430 11 6.651500
6430 12 6.921012
6430 13 12.746884
6430 14 12.141492
6430 15 12.556122
6429 2 11.463520
6429 3 12.155666
6429 4 11.534691
6429 5 11.354500
6429 6 16.551090
6429 7 10.875898
6429 8 11.840196
6429 9 12.909550
6429 10 12.352325
6429 11 6.678027
6429 12 6.927949
6429 13 12.766229
6429 14 12.234971
6429 15 12.558307
6428 2 11.463901
6428 3 12.113107
6428 4 11.568620
6428 5 11.404860
6428 6 16.494531
6428 7 10.856247
6428 8 11.853103
6428 9 12.956824
6428 10 12.331791
6428 11 6.666640
6428 12 6.947585
6428 13 12.776651
6428 14 12.141685
6428 15 12.561057
6427 2 11.429446
6427 3 12.160517
6427 4 11.579202
6427 5 11.339649
6427 6 16.528243
6427 7 10.831278
6427 8 11.877751
6427 9 13.117721
6427 10 12.376338
6427 11 6.693559
6427 12 6.919371
6427 13 12.776120
6427 14 12.150285
6427 15 12.574499
6426 2 11.483640
6426 3 12.093287
6426 4 11.486723
6426 5 11.355136
6426 6 16.528568
6426 7 10.899983
6426 8 11.864464
6426 9 12.939618
6426 10 12.338681
6426 11 6.672397
6426 12 6.958401
6426 13 12.811070
6426 14 12.133065
6426 15 12.614696
6425 2 11.397077
6425 3 12.106496
6425 4 11.589317
6425 5 11.342851
6425 6 16.502978
6425 7 10.864372
6425 8 11.880773
6425 9 12.863096
6425 10 12.368336
6425 11 6.664540
6425 12 6.945297
6425 13 12.756860
6425 14 12.190332
6425 15 12.549801
6424 2 11.466685
6424 3 12.110342
6424 4 11.450437
6424 5 11.342302
6424 6 16.524231
6424 7 10.880483
6424 8 11.894731
6424 9 12.894857
6424 10 12.356541
6424 11 6.664956
6424 12 6.923990
6424 13 12.761951
6424 14 12.161535
6424 15 12.554594
6423 2 11.441609
6423 3 12.124359
6423 4 11.545657
6423 5 11.350971
6423 6 16.551727
6423 7 10.853364
6423 8 11.836678
6423 9 12.848033
6423 10 12.364020
6423 11 6.678810
6423 12 6.887808
6423 13 12.800780
6423 14 12.069149
6423 15 12.588185
6422 2 11.461235
6422 3 12.122655
6422 4 11.505103
6422 5 11.387766
6422 6 16.513183
6422 7 10.871116
6422 8 11.862115
6422 9 12.938812
6422 10 12.351863
6422 11 6.672134
6422 12 6.925452
6422 13 12.747086
6422 14 12.208824
6422 15 12.573519
6421 2 11.462662
6421 3 12.092642
6421 4 11.513734
6421 5 11.370546
6421 6 16.434996
6421 7 10.912379
6421 8 11.839047
6421 9 12.949654
6421 10 12.392205
6421 11 6.650059
6421 12 6.905253
6421 13 12.762978
6421 14 12.158363
6421 15 12.549806
6420 2 11.394665
6420 3 12.121699
6420 4 11.597607
6420 5 11.344483
6420 6 16.484425
6420 7 10.843534
6420 8 11.873360
6420 9 12.833606
6420 10 12.321929
6420 11 6.668583
6420 12 6.972242
6420 13 12.786510
6420 14 12.165704
6420 15 12.598663
6419 2 11.457885
6419 3 12.148187
6419 4 11.534933
6419 5 11.383136
6419 6 16.466233
6419 7 10.909197
6419 8 11.837048
6419 9 12.893574
6419 10 12.311588
6419 11 6.681788
6419 12 6.924556
6419 13 12.800745
6419 14 12.144470
6419 15 12.624863
6418 2 11.449548
6418 3 12.097592
6418 4 11.472814
6418 5 11.401515
6418 6 16.470858
6418 7 10.931841
6418 8 11.850624
6418 9 12.940944
6418 10 12.290143
6418 11 6.680911
6418 12 6.975681
6418 13 12.760072
6418 14 12.208629
6418 15 12.507474
6417 2 11.468963
6417 3 12.121488
6417 4 11.447848
6417 5 11.353503
6417 6 16.541185
6417 7 10.904526
6417 8 11.897888
6417 9 12.899929
6417 10 12.318300
6417 11 6.661766
6417 12 6.951604
6417 13 12.760186
6417 14 12.196859
6417 15 12.615826
6416 2 11.440223
6416 3 12.098747
6416 4 11.467820
6416 5 11.372624
6416 6 16.442872
6416 7 10.915263
6416 8 11.906651
6416 9 12.944300
6416 10 12.348114
6416 11 6.656367
6416 12 6.977736
6416 13 12.786032
6416 14 12.211653
6416 15 12.549500
6415 2 11.458033
6415 3 12.090861
6415 4 11.708028
6415 5 11.321946
6415 6 16.479080
6415 7 10.879871
6415 8 11.844682
6415 9 13.112598
6415 10 12.392960
6415 11 6.684403
6415 12 7.021178
6415 13 12.779148
6415 14 12.509903
6415 15 12.529659
6414 2 11.494840
6414 3 12.132918
6414 4 11.500579
6414 5 11.400169
6414 6 16.490211
6414 7 10.876875
6414 8 11.894460
6414 9 12.890797
6414 10 12.370744
6414 11 6.647677
6414 12 6.969302
6414 13 12.723750
6414 14 12.211342
6414 15 12.580042
6413 2 11.489544
6413 3 12.134461
6413 4 11.392124
6413 5 11.370093
6413 6 16.532671
6413 7 10.901193
6413 8 11.884460
6413 9 12.982705
6413 10 12.339309
6413 11 6.658330
6413 12 6.960442
6413 13 12.832911
6413 14 12.217905
6413 15 12.575303
6412 2 11.500742
6412 3 12.172492
6412 4 11.527775
6412 5 11.403855
6412 6 16.503965
6412 7 10.877041
6412 8 11.900812
6412 9 12.881045
6412 10 12.387986
6412 11 6.668664
6412 12 7.014070
6412 13 12.778811
6412 14 12.246524
6412 15 12.603495
6411 2 11.424890
6411 3 12.121881
6411 4 11.561664
6411 5 11.371022
6411 6 16.553328
6411 7 10.871219
6411 8 11.888200
6411 9 12.829601
6411 10 12.357005
6411 11 6.652159
6411 12 6.952218
6411 13 12.830381
6411 14 12.292787
6411 15 12.614545
6410 2 11.437422
6410 3 12.104154
6410 4 11.637131
6410 5 11.339712
6410 6 16.520726
6410 7 10.908976
6410 8 11.891711
6410 9 13.141414
6410 10 12.378586
6410 11 6.649702
6410 12 6.976921
6410 13 12.761410
6410 14 12.171662
6410 15 12.582402
6409 2 11.430318
6409 3 12.100179
6409 4 11.561116
6409 5 11.358431
6409 6 16.540116
6409 7 10.837298
6409 8 11.889353
6409 9 12.850745
6409 10 12.348233
6409 11 6.671843
6409 12 6.936535
6409 13 12.763287
6409 14 12.429707
6409 15 12.600927
6408 2 11.466696
6408 3 12.119982
6408 4 11.526646
6408 5 11.336609
6408 6 16.578393
6408 7 10.853583
6408 8 11.831872
6408 9 12.857125
6408 10 12.354402
6408 11 6.666414
6408 12 6.988966
6408 13 12.804673
6408 14 12.277705
6408 15 12.579742
6407 2 11.438724
6407 3 12.120501
6407 4 11.444360
6407 5 11.379353
6407 6 16.544343
6407 7 10.882755
6407 8 11.886139
6407 9 12.863195
6407 10 12.348616
6407 11 6.654191
6407 12 6.909296
6407 13 12.765600
6407 14 12.202707
6407 15 12.577234
6406 2 11.466319
6406 3 12.112009
6406 4 11.509146
6406 5 11.327521
6406 6 16.506768
6406 7 10.847693
6406 8 11.838168
6406 9 12.838485
6406 10 12.348078
6406 11 6.683436
6406 12 6.945721
6406 13 12.791906
6406 14 12.157193
6406 15 12.612306
6405 2 11.451575
6405 3 12.091109
6405 4 11.475852
6405 5 11.333022
6405 6 16.536102
6405 7 10.860176
6405 8 11.886494
6405 9 12.839409
6405 10 12.341029
6405 11 6.665729
6405 12 6.955576
6405 13 12.781489
6405 14 12.131173
6405 15 12.573865
6404 2 11.473246
6404 3 12.105910
6404 4 11.377408
6404 5 11.384615
6404 6 16.540020
6404 7 10.901963
6404 8 11.879796
6404 9 12.881853
6404 10 12.337861
6404 11 6.669047
6404 12 6.956895
6404 13 12.797636
6404 14 12.439223
6404 15 12.555943
6403 2 11.452490
6403 3 12.116992
6403 4 11.479685
6403 5 11.403843
6403 6 16.512314
6403 7 10.903775
6403 8 11.862065
6403 9 13.137241
6403 10 12.315471
6403 11 6.680151
6403 12 6.933161
6403 13 12.822861
6403 14 12.165732
6403 15 12.577742
6402 2 11.452697
6402 3 12.078314
6402 4 11.427644
6402 5 11.346641
6402 6 16.532757
6402 7 10.891042
6402 8 11.866186
6402 9 12.890568
6402 10 12.342795
6402 11 6.662694
6402 12 6.919808
6402 13 12.756200
6402 14 12.189927
6402 15 12.533120
6401 2 11.475207
6401 3 12.105015
6401 4 11.434341
6401 5 11.346102
6401 6 16.584906
6401 7 10.908461
6401 8 11.881661
6401 9 12.891231
6401 10 12.322359
6401 11 6.683325
6401 12 6.954912
6401 13 12.710859
6401 14 12.136690
6401 15 12.581173
6400 2 11.462533
6400 3 12.089095
6400 4 11.461187
6400 5 11.375664
6400 6 16.452370
6400 7 10.914489
6400 8 11.894473
6400 9 12.837573
6400 10 12.325415
6400 11 6.691585
6400 12 6.928730
6400 13 12.815871
6400 14 12.161482
6400 15 12.589785
6399 2 11.474044
6399 3 12.080336
6399 4 11.442179
6399 5 11.353168
6399 6 16.538865
6399 7 10.881023
6399 8 11.868895
6399 9 12.896368
6399 10 12.392977
6399 11 6.661801
6399 12 6.913375
6399 13 12.771406
6399 14 12.220966
6399 15 12.574036
6398 2 11.486513
6398 3 12.072538
6398 4 11.427618
6398 5 11.381750
6398 6 16.544666
6398 7 10.890085
6398 8 11.881147
6398 9 12.825349
6398 10 12.342727
6398 11 6.665002
6398 12 6.943049
6398 13 12.746707
6398 14 12.199004
6398 15 12.550346
6397 2 11.432484
6397 3 12.099327
6397 4 11.442289
6397 5 11.389421
6397 6 16.480436
6397 7 10.892422
6397 8 11.892386
6397 9 12.864638
6397 10 12.354244
6397 11 6.678985
6397 12 6.956661
6397 13 12.697327
6397 14 12.420240
6397 15 12.543885
6396 2 11.479536
6396 3 12.145775
6396 4 11.471645
6396 5 11.367976
6396 6 16.522404
6396 7 10.879857
6396 8 11.886058
6396 9 12.834040
6396 10 12.353784
6396 11 6.684592
6396 12 6.862410
6396 13 12.757816
6396 14 12.197070
6396 15 12.506042
6395 2 11.478844
6395 3 12.100747
6395 4 11.478810
6395 5 11.362500
6395 6 16.513887
6395 7 10.871085
6395 8 11.892828
6395 9 12.830067
6395 10 12.337501
6395 11 6.662856
6395 12 6.925077
6395 13 12.739007
6395 14 12.205418
6395 15 12.526329
6394 2 11.428776
6394 3 12.103254
6394 4 11.510662
6394 5 11.353302
6394 6 16.504546
6394 7 10.880418
6394 8 11.879098
6394 9 12.775789
6394 10 12.323799
6394 11 6.681130
6394 12 6.941394
6394 13 12.771691
6394 14 12.180024
6394 15 12.586596
6393 2 11.433545
6393 3 12.087733
6393 4 11.441763
6393 5 11.399116
6393 6 16.532543
6393 7 10.920807
6393 8 11.853348
6393 9 12.829162
6393 10 12.320743
6393 11 6.656978
6393 12 6.935242
6393 13 12.797749
6393 14 12.065783
6393 15 12.562948
6392 2 11.444111
6392 3 12.100017
6392 4 11.454410
6392 5 11.361143
6392 6 16.420561
6392 7 10.879187
6392 8 11.845298
6392 9 12.812378
6392 10 12.325340
6392 11 6.670697
6392 12 7.005903
6392 13 12.862615
6392 14 12.139317
6392 15 12.564372
6391 2 11.471855
6391 3 12.104887
6391 4 11.381635
6391 5 11.402688
6391 6 16.510894
6391 7 10.922608
6391 8 11.856810
6391 9 12.833641
6391 10 12.353692
6391 11 6.702427
6391 12 6.991696
6391 13 12.748441
6391 14 12.191522
6391 15 12.597108
6390 2 11.435869
6390 3 12.144787
6390 4 11.432961
6390 5 11.364175
6390 6 16.546379
6390 7 10.895221
6390 8 11.873315
6390 9 12.812114
6390 10 12.356106
6390 11 6.694537
6390 12 7.002826
6390 13 12.745521
6390 14 12.288921
6390 15 12.604910
6389 2 11.471270
6389 3 12.142614
6389 4 11.450301
6389 5 11.385391
6389 6 16.531963
6389 7 10.921839
6389 8 11.851468
6389 9 12.811879
6389 10 12.356005
6389 11 6.677576
6389 12 6.958404
6389 13 12.764859
6389 14 12.213722
6389 15 13.008473
6388 2 11.439181
6388 3 12.147822
6388 4 11.474813
6388 5 11.370578
6388 6 16.496448
6388 7 10.873753
6388 8 11.857163
6388 9 12.752859
6388 10 12.330240
6388 11 6.661216
6388 12 6.960936
6388 13 12.782617
6388 14 12.370749
6388 15 12.560822
6387 2 11.451519
6387 3 12.137899
6387 4 11.455448
6387 5 11.386562
6387 6 16.560707
6387 7 10.872582
6387 8 11.873398
6387 9 12.749706
6387 10 12.346408
6387 11 6.656986
6387 12 6.961675
6387 13 12.792858
6387 14 12.113195
6387 15 12.595066
6386 2 11.461805
6386 3 12.145400
6386 4 11.475135
6386 5 11.374563
6386 6 16.568611
6386 7 10.869487
6386 8 11.889769
6386 9 12.740869
6386 10 12.396119
6386 11 6.678681
6386 12 6.941525
6386 13 12.777110
6386 14 12.173992
6386 15 12.566560
6385 2 11.449591
6385 3 12.091442
6385 4 11.489311
6385 5 11.357182
6385 6 16.534346
6385 7 10.869573
6385 8 11.897368
6385 9 12.771796
6385 10 12.384158
6385 11 6.667524
6385 12 6.938216
6385 13 12.789061
6385 14 12.237175
6385 15 12.557060
6384 2 11.447816
6384 3 12.102278
6384 4 11.506927
6384 5 11.357089
6384 6 16.513417
6384 7 10.856392
6384 8 11.868970
6384 9 12.777996
6384 10 12.341879
6384 11 6.677008
6384 12 6.947759
6384 13 12.768992
6384 14 12.176871
6384 15 12.551473
6383 2 11.428457
6383 3 12.127796
6383 4 11.420631
6383 5 11.347321
6383 6 16.502349
6383 7 10.890140
6383 8 11.883246
6383 9 12.761178
6383 10 12.377083
6383 11 6.681086
6383 12 6.977474
6383 13 12.787609
6383 14 12.177151
6383 15 12.603472
6382 2 11.416761
6382 3 12.094929
6382 4 11.434116
6382 5 11.369687
6382 6 16.542817
6382 7 10.887950
6382 8 11.872796
6382 9 12.735819
6382 10 12.354697
6382 11 6.668572
6382 12 6.960507
6382 13 12.846635
6382 14 12.022904
6382 15 12.600825
6381 2 11.463258
6381 3 12.099210
6381 4 11.378599
6381 5 11.392517
6381 6 16.502498
6381 7 10.848724
6381 8 11.885809
6381 9 12.762117
6381 10 12.354793
6381 11 6.659929
6381 12 6.895649
6381 13 12.762518
6381 14 12.218838
6381 15 12.573325
6380 2 11.440495
6380 3 12.141415
6380 4 11.481221
6380 5 11.318206
6380 6 16.553761
6380 7 10.874078
6380 8 11.873136
6380 9 12.703269
6380 10 12.343440
6380 11 6.666912
6380 12 6.908950
6380 13 12.850159
6380 14 12.185891
6380 15 12.564200
6379 2 11.459816
6379 3 12.107005
6379 4 11.407849
6379 5 11.396342
6379 6 16.593610
6379 7 10.862392
6379 8 11.924630
6379 9 12.730262
6379 10 12.328728
6379 11 6.657545
6379 12 6.918592
6379 13 12.766207
6379 14 12.228691
6379 15 12.574262
6378 2 11.405312
6378 3 12.118474
6378 4 11.497113
6378 5 11.396189
6378 6 16.522840
6378 7 10.843299
6378 8 11.857164
6378 9 12.700871
6378 10 12.333736
6378 11 6.678186
6378 12 6.981481
6378 13 12.717280
6378 14 12.187072
6378 15 12.575635
6377 2 11.428944
6377 3 12.097593
6377 4 11.448806
6377 5 11.372990
6377 6 16.537739
6377 7 10.933448
6377 8 11.844314
6377 9 12.759351
6377 10 12.349384
6377 11 6.661365
6377 12 6.889017
6377 13 12.789161
6377 14 12.199297
6377 15 12.607705
6376 2 11.406725
6376 3 12.097962
6376 4 11.545868
6376 5 11.374844
6376 6 16.540666
6376 7 10.842757
6376 8 11.893044
6376 9 12.673821
6376 10 12.320112
6376 11 6.631376
6376 12 6.945581
6376 13 12.791776
6376 14 12.210470
6376 15 12.526194
6375 2 11.480816
6375 3 12.096763
6375 4 11.440669
6375 5 11.358041
6375 6 16.491864
6375 7 10.892608
6375 8 11.836883
6375 9 12.724587
6375 10 12.358348
6375 11 6.655369
6375 12 6.934379
6375 13 12.770988
6375 14 12.195903
6375 15 12.550711
6374 2 11.467681
6374 3 12.104994
6374 4 11.449303
6374 5 11.361688
6374 6 16.522092
6374 7 10.921312
6374 8 11.868458
6374 9 12.769774
6374 10 12.349430
6374 11 6.665413
6374 12 6.903833
6374 13 12.746131
6374 14 12.216611
6374 15 12.543322
6373 2 11.453305
6373 3 12.112672
6373 4 11.402430
6373 5 11.338933
6373 6 16.570355
6373 7 10.906332
6373 8 11.838704
6373 9 12.713019
6373 10 12.364967
6373 11 6.643477
6373 12 6.954780
6373 13 12.779286
6373 14 12.131537
6373 15 12.561204
6372 2 11.450633
6372 3 12.133816
6372 4 11.621556
6372 5 11.405811
6372 6 16.616939
6372 7 10.929593
6372 8 11.886502
6372 9 12.960135
6372 10 12.357117
6372 11 6.679133
6372 12 6.944778
6372 13 12.735942
6372 14 12.161970
6372 15 12.541193
6371 2 11.443992
6371 3 12.106847
6371 4 11.498546
6371 5 11.339578
6371 6 16.616151
6371 7 10.865120
6371 8 11.858167
6371 9 12.708294
6371 10 12.352179
6371 11 6.658348
6371 12 7.020361
6371 13 12.798780
6371 14 12.156473
6371 15 12.584930
6370 2 11.411829
6370 3 12.120141
6370 4 11.384362
6370 5 11.359907
6370 6 16.608285
6370 7 10.925802
6370 8 11.841954
6370 9 12.722612
6370 10 12.368580
6370 11 6.664534
6370 12 6.944104
6370 13 12.789761
6370 14 12.242911
6370 15 12.577751
6369 2 11.503649
6369 3 12.092827
6369 4 11.408292
6369 5 11.339717
6369 6 16.574857
6369 7 10.883720
6369 8 11.856850
6369 9 12.737356
6369 10 12.387084
6369 11 6.666731
6369 12 6.927514
6369 13 12.788107
6369 14 12.032389
6369 15 12.606221
6368 2 11.477533
6368 3 12.102011
6368 4 11.382505
6368 5 11.388168
6368 6 16.707826
6368 7 10.912261
6368 8 11.898774
6368 9 12.719930
6368 10 12.347333
6368 11 6.672281
6368 12 6.951065
6368 13 12.750590
6368 14 12.203188
6368 15 12.587959
6367 2 11.423542
6367 3 12.139114
6367 4 11.382298
6367 5 11.400837
6367 6 16.762548
6367 7 10.889840
6367 8 11.841711
6367 9 12.698160
6367 10 12.371598
6367 11 6.661018
6367 12 6.965044
6367 13 12.788609
6367 14 12.196091
6367 15 12.617825
6366 2 11.424074
6366 3 12.111073
6366 4 11.389494
6366 5 11.341027
6366 6 16.762403
6366 7 10.877231
6366 8 11.886271
6366 9 12.673505
6366 10 12.348109
6366 11 6.684697
6366 12 6.915694
6366 13 12.849759
6366 14 12.030147
6366 15 12.603044
6365 2 11.455684
6365 3 12.126585
6365 4 11.420146
6365 5 11.372139
6365 6 16.803931
6365 7 10.870136
6365 8 11.870884
6365 9 12.708089
6365 10 12.353733
6365 11 6.688907
6365 12 6.949434
6365 13 12.802716
6365 14 12.071579
6365 15 12.617664
6364 2 11.472052
6364 3 12.123595
6364 4 11.537200
6364 5 11.355509
6364 6 16.741781
6364 7 10.882251
6364 8 11.891651
6364 9 12.877475
6364 10 12.362305
6364 11 6.698770
6364 12 6.944352
6364 13 12.769658
6364 14 12.101531
6364 15 12.603153
6363 2 11.467632
6363 3 12.111528
6363 4 11.410760
6363 5 11.347443
6363 6 16.795051
6363 7 10.880709
6363 8 11.854771
6363 9 12.754476
6363 10 12.362802
6363 11 6.674391
6363 12 6.893906
6363 13 12.819143
6363 14 12.137229
6363 15 12.588302
6362 2 11.421016
6362 3 12.102545
6362 4 11.419539
6362 5 11.423994
6362 6 16.810608
6362 7 10.864108
6362 8 11.857688
6362 9 12.677559
6362 10 12.387715
6362 11 6.676924
6362 12 6.974112
6362 13 12.793927
6362 14 12.058327
6362 15 12.606591
6361 2 11.462765
6361 3 12.092191
6361 4 11.412511
6361 5 11.337953
6361 6 16.817193
6361 7 10.880524
6361 8 11.867361
6361 9 12.735047
6361 10 12.338678
6361 11 6.672138
6361 12 6.907304
6361 13 12.778110
6361 14 12.189514
6361 15 12.547081
6360 2 11.448938
6360 3 12.100202
6360 4 11.510463
6360 5 11.348560
6360 6 16.785348
6360 7 10.868847
6360 8 11.833234
6360 9 12.711440
