# #runID ohdu sigmaOSMAD2
8080 5 11.336081
8080 6 14.452461
8080 7 10.957111
8080 8 18.494619
8080 9 13.266520
8080 10 12.450462
8080 11 6.455639
8080 12 7.386978
8080 13 12.913811
8080 14 12.269540
8080 15 12.676637
8079 2 11.558708
8079 3 12.143421
8079 4 11.283878
8079 5 11.363418
8079 6 14.488155
8079 7 10.914032
8079 8 18.558932
8079 9 13.282248
8079 10 12.501259
8079 11 6.499765
8079 12 8.111075
8079 13 12.911514
8079 14 12.293540
8079 15 12.660427
8078 2 11.562338
8078 3 12.155188
8078 4 11.267142
8078 5 11.401052
8078 6 14.502012
8078 7 10.925000
8078 8 18.536499
8078 9 13.317201
8078 10 12.469654
8078 11 6.464655
8078 12 7.722629
8078 13 12.969583
8078 14 12.270642
8078 15 12.685160
8077 2 11.540790
8077 3 12.125232
8077 4 11.286968
8077 5 11.367060
8077 6 14.509673
8077 7 10.926607
8077 8 18.452375
8077 9 13.253573
8077 10 12.507858
8077 11 6.488187
8077 12 7.699781
8077 13 12.939049
8077 14 12.271941
8077 15 12.661010
8076 2 11.546734
8076 3 12.141145
8076 4 11.320235
8076 5 11.360789
8076 6 14.531758
8076 7 10.904758
8076 8 18.542921
8076 9 13.299725
8076 10 12.487880
8076 11 6.489476
8076 12 7.688007
8076 13 12.960375
8076 14 12.272616
8076 15 12.648242
8075 2 11.519640
8075 3 12.142284
8075 4 11.307570
8075 5 11.353943
8075 6 14.442129
8075 7 10.907319
8075 8 18.458624
8075 9 13.286264
8075 10 12.463523
8075 11 6.481214
8075 12 7.615679
8075 13 12.900279
8075 14 12.272422
8075 15 12.643409
8074 2 11.547000
8074 3 12.087066
8074 4 11.274048
8074 5 11.334936
8074 6 14.491788
8074 7 10.950989
8074 8 18.538627
8074 9 13.345679
8074 10 12.443866
8074 11 6.488947
8074 12 7.596916
8074 13 12.872196
8074 14 12.287590
8074 15 12.608487
8073 2 11.562723
8073 3 12.115147
8073 4 11.262501
8073 5 11.367287
8073 6 14.467557
8073 7 10.901166
8073 8 18.520363
8073 9 13.300140
8073 10 12.479185
8073 11 6.446167
8073 12 7.343782
8073 13 12.877044
8073 14 12.264751
8073 15 12.623093
8072 2 11.526541
8072 3 12.135964
8072 4 11.258842
8072 5 11.398003
8072 6 14.403016
8072 7 10.912035
8072 8 18.461695
8072 9 13.318570
8072 10 12.364636
8072 11 6.439880
8072 12 7.303695
8072 13 12.887932
8072 14 12.246977
8072 15 12.703372
8071 2 11.558209
8071 3 12.150494
8071 4 11.265086
8071 5 11.367728
8071 6 14.416293
8071 7 10.940267
8071 8 18.515079
8071 9 13.268719
8071 10 12.435549
8071 11 6.461670
8071 12 7.362431
8071 13 12.891624
8071 14 12.292789
8071 15 12.614324
8070 2 11.589085
8070 3 12.159782
8070 4 11.263679
8070 5 11.367120
8070 6 14.378989
8070 7 10.926231
8070 8 18.571802
8070 9 13.290197
8070 10 12.469178
8070 11 6.425605
8070 12 7.319154
8070 13 12.893394
8070 14 12.279076
8070 15 12.581391
8069 2 11.571562
8069 3 12.172373
8069 4 11.270215
8069 5 11.397350
8069 6 14.401316
8069 7 10.971967
8069 8 18.471821
8069 9 13.237962
8069 10 12.478122
8069 11 6.447118
8069 12 7.313528
8069 13 12.917824
8069 14 12.294528
8069 15 12.592852
8068 2 11.548112
8068 3 12.141972
8068 4 11.269657
8068 5 11.372393
8068 6 14.331996
8068 7 10.967958
8068 8 18.394516
8068 9 13.244868
8068 10 12.468298
8068 11 6.413386
8068 12 7.321542
8068 13 12.941475
8068 14 12.251729
8068 15 12.613649
8067 2 11.556323
8067 3 12.140919
8067 4 11.251159
8067 5 11.372814
8067 6 14.374571
8067 7 10.946644
8067 8 18.502002
8067 9 13.295942
8067 10 12.492794
8067 11 6.466407
8067 12 7.369146
8067 13 12.879989
8067 14 12.261612
8067 15 12.614765
8066 2 11.547293
8066 3 12.140475
8066 4 11.294593
8066 5 11.358824
8066 6 14.408233
8066 7 10.937095
8066 8 18.477953
8066 9 13.273419
8066 10 12.479622
8066 11 6.469546
8066 12 7.343690
8066 13 12.873986
8066 14 12.276174
8066 15 12.553982
8065 2 11.564397
8065 3 12.128626
8065 4 11.306356
8065 5 11.374291
8065 6 14.427145
8065 7 10.952096
8065 8 18.339933
8065 9 13.312432
8065 10 12.432120
8065 11 6.443703
8065 12 7.389727
8065 13 12.896629
8065 14 12.266408
8065 15 12.718651
8064 2 11.543371
8064 3 12.124507
8064 4 11.229075
8064 5 11.387922
8064 6 14.402045
8064 7 10.954438
8064 8 18.505587
8064 9 13.286151
8064 10 12.438664
8064 11 6.437953
8064 12 7.391722
8064 13 12.893636
8064 14 12.282866
8064 15 12.584229
8063 2 11.552132
8063 3 12.116511
8063 4 11.304990
8063 5 11.372939
8063 6 14.447912
8063 7 10.918568
8063 8 18.439207
8063 9 13.314521
8063 10 12.410541
8063 11 6.428243
8063 12 7.261870
8063 13 12.893102
8063 14 12.309046
8063 15 12.637816
8062 2 11.548185
8062 3 12.164529
8062 4 11.285423
8062 5 11.396145
8062 6 14.482186
8062 7 10.916497
8062 8 18.567367
8062 9 13.258487
8062 10 12.444383
8062 11 6.450577
8062 12 7.466817
8062 13 12.880493
8062 14 12.327315
8062 15 12.602974
8061 2 11.539744
8061 3 12.136985
8061 4 11.301078
8061 5 11.380456
8061 6 14.452432
8061 7 10.949982
8061 8 18.525048
8061 9 13.286060
8061 10 12.442198
8061 11 6.434363
8061 12 7.522155
8061 13 12.903093
8061 14 12.279469
8061 15 12.648267
8060 2 11.550779
8060 3 12.156423
8060 4 11.294415
8060 5 11.365256
8060 6 14.435053
8060 7 10.953275
8060 8 18.557943
8060 9 13.382522
8060 10 12.444141
8060 11 6.435478
8060 12 7.807250
8060 13 12.866022
8060 14 12.265857
8060 15 12.699653
8059 2 11.506852
8059 3 12.123177
8059 4 11.292647
8059 5 11.344480
8059 6 14.537720
8059 7 10.956394
8059 8 18.400317
8059 9 13.310144
8059 10 12.420177
8059 11 6.464677
8059 12 7.410221
8059 13 12.892676
8059 14 12.266960
8059 15 12.662087
8058 2 11.500057
8058 3 12.138752
8058 4 11.324131
8058 5 11.365892
8058 6 14.510614
8058 7 10.921873
8058 8 18.434671
8058 9 13.308690
8058 10 12.480409
8058 11 6.454602
8058 12 7.180055
8058 13 12.906191
8058 14 12.260563
8058 15 12.638885
8057 2 11.568406
8057 3 12.133211
8057 4 11.294601
8057 5 11.393086
8057 6 14.594194
8057 7 10.969263
8057 8 18.465977
8057 9 13.372876
8057 10 12.429653
8057 11 6.442482
8057 12 7.742488
8057 13 12.959762
8057 14 12.296303
8057 15 12.717618
8056 2 11.561138
8056 3 12.160579
8056 4 11.305080
8056 5 11.387528
8056 6 14.583592
8056 7 10.948020
8056 8 18.331842
8056 9 13.371987
8056 10 12.440991
8056 11 6.472000
8056 12 7.692552
8056 13 12.930275
8056 14 12.288046
8056 15 12.707445
8055 2 11.572688
8055 3 12.112091
8055 4 11.292228
8055 5 11.366198
8055 6 14.623686
8055 7 10.935219
8055 8 18.404909
8055 9 13.381828
8055 10 12.409382
8055 11 6.488186
8055 12 7.750133
8055 13 12.905012
8055 14 12.269016
8055 15 12.684946
8054 2 11.564765
8054 3 12.080326
8054 4 11.346133
8054 5 11.377963
8054 6 14.669177
8054 7 10.993766
8054 8 18.393476
8054 9 13.369799
8054 10 12.405200
8054 11 6.494967
8054 12 7.910770
8054 13 12.826875
8054 14 12.383279
8054 15 12.738582
8053 2 11.567981
8053 3 12.160900
8053 4 11.295398
8053 5 11.355579
8053 6 14.602810
8053 7 10.901132
8053 8 18.361284
8053 9 13.395751
8053 10 12.431010
8053 11 6.457102
8053 12 7.451156
8053 13 12.814975
8053 14 12.262797
8053 15 12.670351
8052 2 11.567460
8052 3 12.137832
8052 4 11.259664
8052 5 11.344913
8052 6 14.516821
8052 7 10.911420
8052 8 18.425569
8052 9 13.380980
8052 10 12.380422
8052 11 6.477180
8052 12 7.450675
8052 13 12.877197
8052 14 12.299536
8052 15 12.712708
8051 2 11.556466
8051 3 12.148832
8051 4 11.292795
8051 5 11.387717
8051 6 14.541286
8051 7 10.919127
8051 8 18.325152
8051 9 13.371764
8051 10 12.454418
8051 11 6.456251
8051 12 7.535250
8051 13 12.862227
8051 14 12.214058
8051 15 12.662264
8050 2 11.557970
8050 3 12.155219
8050 4 11.317620
8050 5 11.379456
8050 6 14.518466
8050 7 10.908321
8050 8 18.481357
8050 9 13.310567
8050 10 12.425730
8050 11 6.468970
8050 12 7.454220
8050 13 12.903513
8050 14 12.229197
8050 15 12.675349
8049 2 11.551477
8049 3 12.125231
8049 4 11.233962
8049 5 11.341691
8049 6 14.593285
8049 7 10.932047
8049 8 18.445883
8049 9 13.383595
8049 10 12.420449
8049 11 6.471768
8049 12 7.489674
8049 13 12.915327
8049 14 12.258023
8049 15 12.668483
8048 2 11.524684
8048 3 12.130949
8048 4 11.272747
8048 5 11.371118
8048 6 14.508338
8048 7 10.896203
8048 8 18.204017
8048 9 13.337785
8048 10 12.426213
8048 11 6.471534
8048 12 7.420402
8048 13 12.978068
8048 14 12.277217
8048 15 12.629734
8047 2 11.560181
8047 3 12.166029
8047 4 11.253078
8047 5 11.337310
8047 6 14.613129
8047 7 10.898897
8047 8 18.349937
8047 9 13.345435
8047 10 12.410735
8047 11 6.480977
8047 12 7.497894
8047 13 12.916334
8047 14 12.183124
8047 15 12.680402
8046 2 11.594285
8046 3 12.108730
8046 4 11.293807
8046 5 11.361715
8046 6 14.636606
8046 7 10.979395
8046 8 18.374200
8046 9 13.388336
8046 10 12.433355
8046 11 6.439569
8046 12 7.495560
8046 13 12.989078
8046 14 12.345087
8046 15 12.599426
8045 2 11.553235
8045 3 12.176482
8045 4 11.270626
8045 5 11.382497
8045 6 14.529943
8045 7 10.941946
8045 8 18.407534
8045 9 13.363782
8045 10 12.439319
8045 11 6.475060
8045 12 7.479327
8045 13 12.887863
8045 14 12.382034
8045 15 12.682987
8044 2 11.578267
8044 3 12.085284
8044 4 11.259776
8044 5 11.373604
8044 6 14.633390
8044 7 10.978052
8044 8 18.267058
8044 9 13.347255
8044 10 12.407316
8044 11 6.478126
8044 12 7.520516
8044 13 12.868534
8044 14 12.263725
8044 15 12.699778
8043 2 11.532690
8043 3 12.181575
8043 4 11.246348
8043 5 11.343482
8043 6 14.595757
8043 7 10.879043
8043 8 18.275977
8043 9 13.355437
8043 10 12.413485
8043 11 6.460207
8043 12 7.605323
8043 13 12.896660
8043 14 12.240075
8043 15 12.704254
8042 2 11.552754
8042 3 12.120772
8042 4 11.282415
8042 5 11.374004
8042 6 14.613225
8042 7 10.923496
8042 8 18.392063
8042 9 13.428856
8042 10 12.386576
8042 11 6.484265
8042 12 7.528308
8042 13 12.876544
8042 14 12.258497
8042 15 12.679863
8041 2 11.571635
8041 3 12.116361
8041 4 11.302784
8041 5 11.339688
8041 6 14.611935
8041 7 10.921783
8041 8 18.244747
8041 9 13.366703
8041 10 12.435706
8041 11 6.453918
8041 12 7.660575
8041 13 12.859805
8041 14 12.223656
8041 15 12.663664
8040 2 11.578624
8040 3 12.162689
8040 4 11.279915
8040 5 11.387938
8040 6 14.568779
8040 7 10.891763
8040 8 18.309227
8040 9 13.388868
8040 10 12.441748
8040 11 6.479556
8040 12 7.676710
8040 13 12.859199
8040 14 12.346009
8040 15 12.682697
8039 2 11.589734
8039 3 12.135791
8039 4 11.324506
8039 5 11.365683
8039 6 14.631407
8039 7 10.949004
8039 8 18.385983
8039 9 13.406158
8039 10 12.412535
8039 11 6.489875
8039 12 7.690322
8039 13 12.865541
8039 14 12.278698
8039 15 12.684795
8038 2 11.573975
8038 3 12.127159
8038 4 11.273200
8038 5 11.366025
8038 6 14.635395
8038 7 10.977139
8038 8 18.316985
8038 9 13.366291
8038 10 12.400342
8038 11 6.495384
8038 12 7.674742
8038 13 12.923167
8038 14 12.299590
8038 15 12.697068
8037 2 11.617295
8037 3 12.109425
8037 4 11.344105
8037 5 11.390513
8037 6 14.687057
8037 7 10.998638
8037 8 18.295502
8037 9 13.400734
8037 10 12.386709
8037 11 6.488375
8037 12 7.822838
8037 13 12.859029
8037 14 12.351621
8037 15 12.723478
8036 2 11.541846
8036 3 12.131427
8036 4 11.305719
8036 5 11.370322
8036 6 14.637917
8036 7 10.897126
8036 8 18.422127
8036 9 13.425545
8036 10 12.430409
8036 11 6.474618
8036 12 7.831120
8036 13 12.905500
8036 14 12.250598
8036 15 12.685227
8035 2 11.579315
8035 3 12.103017
8035 4 11.313082
8035 5 11.408667
8035 6 14.615730
8035 7 10.924741
8035 8 18.413611
8035 9 13.398895
8035 10 12.464937
8035 11 6.468168
8035 12 7.791184
8035 13 12.927565
8035 14 12.296020
8035 15 12.678486
8034 2 11.625149
8034 3 12.117345
8034 4 11.407815
8034 5 11.421858
8034 6 14.633021
8034 7 10.984641
8034 8 18.365056
8034 9 13.426520
8034 10 12.425945
8034 11 6.494511
8034 12 7.921328
8034 13 12.884674
8034 14 12.334105
8034 15 12.687851
8033 2 11.589007
8033 3 12.143823
8033 4 11.270329
8033 5 11.383680
8033 6 14.611211
8033 7 10.949798
8033 8 18.339265
8033 9 13.395416
8033 10 12.442604
8033 11 6.490444
8033 12 7.799278
8033 13 12.919449
8033 14 12.234298
8033 15 12.713428
8032 2 11.560380
8032 3 12.080917
8032 4 11.322468
8032 5 11.392640
8032 6 14.631482
8032 7 10.947202
8032 8 18.412400
8032 9 13.395832
8032 10 12.473296
8032 11 6.482369
8032 12 7.911635
8032 13 12.896874
8032 14 12.271329
8032 15 12.686577
8031 2 11.565823
8031 3 12.168348
8031 4 11.280194
8031 5 11.362231
8031 6 14.667271
8031 7 10.899170
8031 8 18.447398
8031 9 13.421513
8031 10 12.489924
8031 11 6.471321
8031 12 7.946763
8031 13 12.936481
8031 14 12.305621
8031 15 12.702932
8030 2 11.550952
8030 3 12.150860
8030 4 11.273623
8030 5 11.374169
8030 6 14.533601
8030 7 10.920273
8030 8 18.270129
8030 9 13.420754
8030 10 12.487609
8030 11 6.471635
8030 12 7.505275
8030 13 12.888142
8030 14 12.297042
8030 15 12.668650
8029 2 11.551466
8029 3 12.125561
8029 4 11.295129
8029 5 11.357430
8029 6 14.540901
8029 7 10.897116
8029 8 18.295684
8029 9 13.499309
8029 10 12.480495
8029 11 6.461574
8029 12 7.441351
8029 13 12.885244
8029 14 12.305997
8029 15 12.696645
8028 2 11.578652
8028 3 12.093145
8028 4 11.279286
8028 5 11.361230
8028 6 14.593696
8028 7 10.866416
8028 8 18.258836
8028 9 13.375789
8028 10 12.440279
8028 11 6.483459
8028 12 7.401941
8028 13 12.854927
8028 14 12.225177
8028 15 12.680989
8027 2 11.573866
8027 3 12.092620
8027 4 11.296385
8027 5 11.371853
8027 6 14.638993
8027 7 10.970068
8027 8 18.445653
8027 9 13.416725
8027 10 12.447388
8027 11 6.498700
8027 12 7.494849
8027 13 12.912200
8027 14 12.282491
8027 15 12.679540
8026 2 11.561934
8026 3 12.086525
8026 4 11.284033
8026 5 11.361035
8026 6 14.637673
8026 7 10.888799
8026 8 18.370688
8026 9 13.426472
8026 10 12.432351
8026 11 6.482142
8026 12 7.461781
8026 13 12.849907
8026 14 12.260011
8026 15 12.710682
8025 2 11.543193
8025 3 12.120102
8025 4 11.253918
8025 5 11.357097
8025 6 14.565483
8025 7 10.865729
8025 8 18.255255
8025 9 13.402869
8025 10 12.451150
8025 11 6.482648
8025 12 7.486385
8025 13 12.922234
8025 14 12.243931
8025 15 12.689266
8024 2 11.552082
8024 3 12.114569
8024 4 11.261362
8024 5 11.366752
8024 6 14.594609
8024 7 10.887855
8024 8 18.247037
8024 9 13.423510
8024 10 12.474975
8024 11 6.475900
8024 12 7.536820
8024 13 12.903207
8024 14 12.215585
8024 15 12.686641
8023 2 11.578170
8023 3 12.151361
8023 4 11.235869
8023 5 11.338144
8023 6 14.592115
8023 7 10.909414
8023 8 18.438146
8023 9 13.445200
8023 10 12.426681
8023 11 6.482991
8023 12 7.588948
8023 13 12.934497
8023 14 12.160235
8023 15 12.709815
8022 2 11.576923
8022 3 12.123772
8022 4 11.270060
8022 5 11.345016
8022 6 14.508208
8022 7 10.917468
8022 8 18.426846
8022 9 13.417601
8022 10 12.421389
8022 11 6.486880
8022 12 7.550451
8022 13 12.884103
8022 14 12.271761
8022 15 12.742066
8021 2 11.590563
8021 3 12.081176
8021 4 11.334502
8021 5 11.325337
8021 6 14.642171
8021 7 10.982315
8021 8 18.215090
8021 9 13.426192
8021 10 12.474883
8021 11 6.490161
8021 12 7.503655
8021 13 12.900889
8021 14 12.249784
8021 15 12.657596
8020 2 11.530715
8020 3 12.126015
8020 4 11.294648
8020 5 11.324334
8020 6 14.560689
8020 7 10.923637
8020 8 18.259346
8020 9 13.440874
8020 10 12.434555
8020 11 6.501798
8020 12 7.880937
8020 13 12.951674
8020 14 12.280742
8020 15 12.696187
8019 2 11.624831
8019 3 12.116539
8019 4 11.346218
8019 5 11.379115
8019 6 14.652941
8019 7 10.936256
8019 8 18.455653
8019 9 13.446985
8019 10 12.435972
8019 11 6.490936
8019 12 7.846853
8019 13 12.899227
8019 14 12.248787
8019 15 12.684768
8018 2 11.569675
8018 3 12.127145
8018 4 11.297414
8018 5 11.413364
8018 6 14.630462
8018 7 10.928927
8018 8 18.370464
8018 9 13.425529
8018 10 12.465975
8018 11 6.464790
8018 12 7.994794
8018 13 12.928481
8018 14 12.255369
8018 15 12.726351
8017 2 11.586392
8017 3 12.184804
8017 4 11.282826
8017 5 11.376488
8017 6 14.589248
8017 7 10.925512
8017 8 18.317736
8017 9 13.447949
8017 10 12.458419
8017 11 6.493695
8017 12 7.952091
8017 13 12.885662
8017 14 12.235234
8017 15 12.689218
8016 2 11.582595
8016 3 12.122529
8016 4 11.311998
8016 5 11.352587
8016 6 14.630910
8016 7 10.929374
8016 8 18.395263
8016 9 13.483599
8016 10 12.445888
8016 11 6.478106
8016 12 7.971446
8016 13 12.910430
8016 14 12.257789
8016 15 12.675320
8015 2 11.589659
8015 3 12.119891
8015 4 11.310369
8015 5 11.384943
8015 6 14.583067
8015 7 10.918511
8015 8 18.186267
8015 9 13.454855
8015 10 12.443493
8015 11 6.485049
8015 12 7.964330
8015 13 12.919633
8015 14 12.337997
8015 15 12.664670
8014 2 11.587518
8014 3 12.159975
8014 4 11.339711
8014 5 11.360725
8014 6 14.644384
8014 7 10.987864
8014 8 18.369738
8014 9 13.423164
8014 10 12.461406
8014 11 6.500256
8014 12 8.026056
8014 13 12.906444
8014 14 12.277425
8014 15 12.686126
8013 2 11.581330
8013 3 12.163641
8013 4 11.303187
8013 5 11.396754
8013 6 14.661786
8013 7 10.929730
8013 8 18.377721
8013 9 13.406553
8013 10 12.449323
8013 11 6.493602
8013 12 8.285064
8013 13 12.912187
8013 14 12.231586
8013 15 12.739418
8012 2 11.573925
8012 3 12.141434
8012 4 11.284517
8012 5 11.406263
8012 6 14.647578
8012 7 10.948301
8012 8 18.317924
8012 9 13.478237
8012 10 12.469191
8012 11 6.482559
8012 12 8.432629
8012 13 12.966168
8012 14 12.244470
8012 15 12.716298
8011 2 11.608199
8011 3 12.124774
8011 4 11.316737
8011 5 11.352073
8011 6 14.619795
8011 7 10.950020
8011 8 18.294250
8011 9 13.465960
8011 10 12.472049
8011 11 6.471868
8011 12 8.353527
8011 13 12.917585
8011 14 12.207707
8011 15 12.733527
8010 2 11.594976
8010 3 12.104583
8010 4 11.280735
8010 5 11.379608
8010 6 14.568674
8010 7 10.914735
8010 8 18.192762
8010 9 13.439143
8010 10 12.452793
8010 11 6.474738
8010 12 7.664335
8010 13 12.892455
8010 14 12.246970
8010 15 12.689201
8009 2 11.572274
8009 3 12.100439
8009 4 11.311819
8009 5 11.370290
8009 6 14.590212
8009 7 10.907897
8009 8 18.369768
8009 9 13.450618
8009 10 12.418631
8009 11 6.487181
8009 12 7.667108
8009 13 12.885324
8009 14 12.231598
8009 15 12.673161
8008 2 11.597292
8008 3 12.080233
8008 4 11.295678
8008 5 11.379375
8008 6 14.616135
8008 7 10.918060
8008 8 18.405611
8008 9 13.444183
8008 10 12.483379
8008 11 6.485910
8008 12 7.691759
8008 13 12.888293
8008 14 12.164627
8008 15 12.696361
8007 2 11.586925
8007 3 12.102189
8007 4 11.300119
8007 5 11.349885
8007 6 14.624597
8007 7 10.943830
8007 8 18.357520
8007 9 13.462590
8007 10 12.427424
8007 11 6.473368
8007 12 7.664214
8007 13 12.890558
8007 14 12.166950
8007 15 12.725117
8006 2 11.565411
8006 3 12.132950
8006 4 11.265455
8006 5 11.364670
8006 6 14.566380
8006 7 10.908017
8006 8 18.158337
8006 9 13.485283
8006 10 12.407607
8006 11 6.476362
8006 12 7.601738
8006 13 12.960490
8006 14 12.351123
8006 15 12.604671
8005 2 11.517739
8005 3 12.166659
8005 4 11.243633
8005 5 11.380102
8005 6 14.532082
8005 7 10.904704
8005 8 18.236817
8005 9 13.470482
8005 10 12.484087
8005 11 6.506989
8005 12 7.610462
8005 13 12.906493
8005 14 12.252639
8005 15 12.624540
8004 2 11.533972
8004 3 12.160251
8004 4 11.268176
8004 5 11.345755
8004 6 14.559839
8004 7 10.922919
8004 8 18.330637
8004 9 13.414572
8004 10 12.422885
8004 11 6.471849
8004 12 7.647403
8004 13 12.890689
8004 14 12.277380
8004 15 12.635375
8003 2 11.570042
8003 3 12.126000
8003 4 11.282818
8003 5 11.379367
8003 6 14.529460
8003 7 10.930610
8003 8 18.490046
8003 9 13.502884
8003 10 12.425068
8003 11 6.472923
8003 12 7.636139
8003 13 12.882686
8003 14 12.177493
8003 15 12.659879
8002 2 11.538441
8002 3 12.100700
8002 4 11.281449
8002 5 11.315784
8002 6 14.553480
8002 7 10.893866
8002 8 18.169573
8002 9 13.515896
8002 10 12.399823
8002 11 6.470352
8002 12 7.684287
8002 13 12.880894
8002 14 12.254964
8002 15 12.675976
8001 2 11.564403
8001 3 12.170947
8001 4 11.315444
8001 5 11.365194
8001 6 14.517163
8001 7 10.934258
8001 8 18.207528
8001 9 13.471845
8001 10 12.392531
8001 11 6.481669
8001 12 7.506216
8001 13 12.923998
8001 14 12.159382
8001 15 12.706928
8000 2 11.565982
8000 3 12.157108
8000 4 11.264059
8000 5 11.361534
8000 6 14.565296
8000 7 10.945350
8000 8 18.378561
8000 9 13.461175
8000 10 12.371477
8000 11 6.472951
8000 12 7.534551
8000 13 12.899201
8000 14 12.199228
8000 15 12.692644
7999 2 11.535916
7999 3 12.131201
7999 4 11.274681
7999 5 11.363290
7999 6 14.568634
7999 7 10.925492
7999 8 18.168391
7999 9 13.451210
7999 10 12.457299
7999 11 6.492799
7999 12 7.504444
7999 13 12.898537
7999 14 12.191873
7999 15 12.655521
7998 2 11.563379
7998 3 12.116177
7998 4 11.280859
7998 5 11.372126
7998 6 14.573007
7998 7 10.916196
7998 8 18.392224
7998 9 13.453020
7998 10 12.403204
7998 11 6.465621
7998 12 7.660303
7998 13 12.934780
7998 14 12.205419
7998 15 12.712448
7997 2 11.578042
7997 3 12.102746
7997 4 11.277700
7997 5 11.398813
7997 6 14.622592
7997 7 10.950656
7997 8 18.109342
7997 9 13.485453
7997 10 12.460835
7997 11 6.477662
7997 12 7.813377
7997 13 12.927483
7997 14 12.239944
7997 15 12.663822
7996 2 11.598809
7996 3 12.193188
7996 4 11.302815
7996 5 11.389346
7996 6 14.510034
7996 7 10.916175
7996 8 18.420010
7996 9 13.495000
7996 10 12.433012
7996 11 6.492380
7996 12 7.980167
7996 13 12.954235
7996 14 12.193756
7996 15 12.704869
7995 2 11.557536
7995 3 12.133518
7995 4 11.401648
7995 5 11.392406
7995 6 14.624294
7995 7 10.953517
7995 8 18.141540
7995 9 13.511762
7995 10 12.422227
7995 11 6.495357
7995 12 7.920932
7995 13 12.919693
7995 14 12.368017
7995 15 12.706413
7994 2 11.585389
7994 3 12.149975
7994 4 11.275984
7994 5 11.411739
7994 6 14.591060
7994 7 10.891297
7994 8 18.420137
7994 9 13.494569
7994 10 12.465397
7994 11 6.472350
7994 12 7.677701
7994 13 12.939391
7994 14 12.319379
7994 15 12.735501
7993 2 11.604317
7993 3 12.149041
7993 4 11.279474
7993 5 11.364775
7993 6 14.638863
7993 7 10.957437
7993 8 18.167557
7993 9 13.516902
7993 10 12.486111
7993 11 6.488424
7993 12 7.600221
7993 13 12.943857
7993 14 12.219824
7993 15 12.696979
7992 2 11.584074
7992 3 12.121963
7992 4 11.341964
7992 5 11.353501
7992 6 14.675317
7992 7 10.966403
7992 8 18.164449
7992 9 13.487747
7992 10 12.463880
7992 11 6.475666
7992 12 7.695395
7992 13 12.908528
7992 14 12.226161
7992 15 12.717500
7991 2 11.593739
7991 3 12.169966
7991 4 11.304386
7991 5 11.392889
7991 6 14.597949
7991 7 10.925813
7991 8 17.955761
7991 9 13.470847
7991 10 12.431383
7991 11 6.480930
7991 12 7.412177
7991 13 12.963529
7991 14 12.255505
7991 15 12.706476
7990 2 11.531636
7990 3 12.102265
7990 4 11.324877
7990 5 11.380211
7990 6 14.653596
7990 7 10.936899
7990 8 18.210067
7990 9 13.150018
7990 10 12.406320
7990 11 6.481096
7990 12 7.407102
7990 13 12.896906
7990 14 12.168919
7990 15 12.653502
7989 2 11.552636
7989 3 12.140757
7989 4 11.296689
7989 5 11.357670
7989 6 14.638583
7989 7 10.894548
7989 8 18.165934
7989 9 13.176663
7989 10 12.493803
7989 11 6.485040
7989 12 7.453257
7989 13 12.943287
7989 14 12.322266
7989 15 12.616917
7988 2 11.521595
7988 3 12.130246
7988 4 11.276285
7988 5 11.389328
7988 6 14.627695
7988 7 10.883757
7988 8 18.239554
7988 9 13.199766
7988 10 12.439333
7988 11 6.476822
7988 12 7.276785
7988 13 12.944289
7988 14 12.334070
7988 15 12.653354
7987 2 11.550608
7987 3 12.122966
7987 4 11.323912
7987 5 11.357196
7987 6 14.563830
7987 7 10.921712
7987 8 18.266510
7987 9 13.179264
7987 10 12.426446
7987 11 6.482923
7987 12 7.523922
7987 13 12.915476
7987 14 12.168202
7987 15 12.664566
7986 2 11.590225
7986 3 12.115719
7986 4 11.386983
7986 5 11.350771
7986 6 14.586092
7986 7 11.002976
7986 8 18.234452
7986 9 13.189192
7986 10 12.390499
7986 11 6.470541
7986 12 7.445033
7986 13 12.970502
7986 14 12.369482
7986 15 12.616603
7985 2 11.574119
7985 3 12.094164
7985 4 11.318389
7985 5 11.331902
7985 6 14.525615
7985 7 10.933888
7985 8 18.193666
7985 9 13.193652
7985 10 12.400205
7985 11 6.451013
7985 12 7.361828
7985 13 12.918092
7985 14 12.167506
7985 15 12.711730
7984 2 11.580705
7984 3 12.144997
7984 4 11.267105
7984 5 11.389068
7984 6 14.617521
7984 7 10.867299
7984 8 18.309882
7984 9 13.256407
7984 10 12.453024
7984 11 6.461220
7984 12 7.407013
7984 13 12.985892
7984 14 12.238998
7984 15 12.607062
7983 2 11.561095
7983 3 12.178272
7983 4 11.271448
7983 5 11.396692
7983 6 14.571838
7983 7 10.910629
7983 8 18.160571
7983 9 13.236900
7983 10 12.474248
7983 11 6.496387
7983 12 7.390611
7983 13 12.956144
7983 14 12.226093
7983 15 12.661755
7982 2 11.556257
7982 3 12.100322
7982 4 11.277621
7982 5 11.380692
7982 6 14.619193
7982 7 10.886190
7982 8 18.261605
7982 9 13.217661
7982 10 12.418296
7982 11 6.476619
7982 12 7.378699
7982 13 12.923714
7982 14 12.265465
7982 15 12.717504
7981 2 11.613562
7981 3 12.108188
7981 4 11.325104
7981 5 11.403396
7981 6 14.619861
7981 7 10.919374
7981 8 18.295047
7981 9 13.190049
7981 10 12.379303
7981 11 6.464038
7981 12 7.444402
7981 13 12.916824
7981 14 12.201377
7981 15 12.680733
7980 2 11.591871
