# #runID ohdu sigmaOS
9816 14 77.125345
9816 15 16.044320
9815 2 54.098224
9815 3 14.040510
9815 4 21.317593
9815 5 13.015993
9815 6 19.801414
9815 7 22.241548
9815 8 21.405847
9815 9 21.857234
9815 10 22.251746
9815 11 7.534525
9815 12 20.463672
9815 13 39.473772
9815 14 46.152534
9815 15 16.058060
9814 2 30.133657
9814 3 49.432659
9814 4 13.079964
9814 5 13.019383
9814 6 21.388004
9814 7 72.587783
9814 8 50.971445
9814 9 33.739303
9814 10 26.739006
9814 11 7.534641
9814 12 20.457997
9814 13 27.313449
9814 14 15.725613
9814 15 16.034867
9813 2 33.762242
9813 3 41.605999
9813 4 15.899506
9813 5 12.998224
9813 6 19.688191
9813 7 32.566379
9813 8 35.799390
9813 9 17.530017
9813 10 18.991892
9813 11 7.517812
9813 12 20.454105
9813 13 27.366370
9813 14 18.353811
9813 15 16.069932
9812 2 15.435283
9812 3 88.256076
9812 4 38.382801
9812 5 13.033897
9812 6 19.808989
9812 7 19.836353
9812 8 21.393784
9812 9 17.543830
9812 10 23.001910
9812 11 7.538734
9812 12 20.459999
9812 13 17.872399
9812 14 15.784874
9812 15 16.070476
9811 2 24618223.592356
9811 3 37.333048
9811 4 13.681068
9811 5 12.974923
9811 6 19.719246
9811 7 35.012158
9811 8 21.403331
9811 9 19.593040
9811 10 14213366.733177
9811 11 7.524727
9811 12 20.463355
9811 13 41.821175
9811 14 20.991911
9811 15 16.053131
9810 2 17.952124
9810 3 17.867750
9810 4 48.698161
9810 5 36.778828
9810 6 25.383082
9810 7 25.527063
9810 8 37.649318
9810 9 17.547851
9810 10 14.111582
9810 11 7.517174
9810 12 20.446503
9810 13 17.929806
9810 14 20.284206
9810 15 16.057009
9809 2 15.393362
9809 3 14.062584
9809 4 13.102747
9809 5 15.418323
9809 6 20.746278
9809 7 14.016302
9809 8 22.973462
9809 9 27.180908
9809 10 45.771128
9809 11 7.537621
9809 12 20.484385
9809 13 24.544564
9809 14 14213366.732143
9809 15 16.083798
9808 2 20100715.695650
9808 3 14.004713
9808 4 22.381547
9808 5 13.014128
9808 6 22.433931
9808 7 12.595589
9808 8 23.067874
9808 9 17.592501
9808 10 13.670132
9808 11 7.533813
9808 12 20.463084
9808 13 72.380587
9808 14 82.604292
9808 15 16.034470
9807 2 21.180713
9807 3 14.064533
9807 4 76.215120
9807 5 25.204575
9807 6 19.745647
9807 7 26.620652
9807 8 14213366.725127
9807 9 17.562278
9807 10 14.170308
9807 11 7.524763
9807 12 20.463854
9807 13 22.798624
9807 14 28.591577
9807 15 16.075266
9806 2 17.738236
9806 3 71.340203
9806 4 14.874720
9806 5 12.995526
9806 6 19.725773
9806 7 29.912293
9806 8 31.811655
9806 9 17.543834
9806 10 13.738824
9806 11 7.532974
9806 12 20.474197
9806 13 18.378088
9806 14 21.102497
9806 15 16.036611
9805 2 15.958444
9805 3 68.795349
9805 4 16.060817
9805 5 13.223399
9805 6 19.740106
9805 7 12.678002
9805 8 23.644217
9805 9 20.917870
9805 10 13.574833
9805 11 7.533566
9805 12 20.426027
9805 13 20.783132
9805 14 20.953797
9805 15 16.022469
9804 2 19.988526
9804 3 14.044997
9804 4 26.171289
9804 5 12.986976
9804 6 21.041468
9804 7 12.609043
9804 8 46.368915
9804 9 32.258800
9804 10 23.258634
9804 11 7.538417
9804 12 20.455946
9804 13 24.713870
9804 14 32.373922
9804 15 16.016371
9803 2 15.403758
9803 3 19.106355
9803 4 20.665665
9803 5 25.079352
9803 6 19.749991
9803 7 23.508354
9803 8 28.901613
9803 9 26.102412
9803 10 22.920671
9803 11 7.538732
9803 12 20.453833
9803 13 19.890711
9803 14 15.918846
9803 15 16.064346
9802 2 22.767360
9802 3 14.047438
9802 4 14.208780
9802 5 18.752703
9802 6 14213366.735186
9802 7 12.893495
9802 8 22.214919
9802 9 17.564246
9802 10 13.632577
9802 11 7.532603
9802 12 20.437854
9802 13 34.397453
9802 14 15.653527
9802 15 16.018146
9801 2 117.067880
9801 3 32.629850
9801 4 13.129085
9801 5 35.595222
9801 6 20.931273
9801 7 14.952616
9801 8 40.441815
9801 9 17.667276
9801 10 40.391091
9801 11 7.532835
9801 12 20.451253
9801 13 17.911496
9801 14 15.747352
9801 15 16.052114
9800 2 21.361916
9800 3 18.477387
9800 4 35.531872
9800 5 16.698086
9800 6 22.310423
9800 7 15.104137
9800 8 33.185051
9800 9 45.663333
9800 10 13.784602
9800 11 7.525794
9800 12 20.472845
9800 13 18.969218
9800 14 15.707275
9800 15 16.056806
9799 2 17.201239
9799 3 14.017322
9799 4 24.482132
9799 5 68.485063
9799 6 20.923046
9799 7 29.392368
9799 8 48.215126
9799 9 21.254500
9799 10 13.499569
9799 11 7.542285
9799 12 20.467844
9799 13 62.110811
9799 14 20.048841
9799 15 16.062810
9798 2 18.585186
9798 3 14.065472
9798 4 54.594959
9798 5 18.675868
9798 6 19.782616
9798 7 12.599172
9798 8 45.212090
9798 9 17.576238
9798 10 22.800630
9798 11 7.537438
9798 12 20.438768
9798 13 37.056741
9798 14 34.595505
9798 15 16.082534
9797 2 20.087842
9797 3 14.028116
9797 4 13.099494
9797 5 73.510943
9797 6 14213366.735195
9797 7 12.480797
9797 8 49.812728
9797 9 17.593036
9797 10 14213366.733245
9797 11 7.526628
9797 12 20.414363
9797 13 17.731593
9797 14 41.536901
9797 15 16.044385
9796 2 21.992447
9796 3 14.838703
9796 4 16.508266
9796 5 13.372719
9796 6 22.809433
9796 7 14.936818
9796 8 30.014214
9796 9 20.645245
9796 10 21.170972
9796 11 7.530859
9796 12 20.432468
9796 13 49.434554
9796 14 15.750726
9796 15 16.055988
9795 2 15.454679
9795 3 14213366.727521
9795 4 13.356351
9795 5 21.479561
9795 6 57.055638
9795 7 12.925363
9795 8 52.840663
9795 9 18.956136
9795 10 13.648137
9795 11 7.546826
9795 12 20.471740
9795 13 27.507782
9795 14 14213366.732092
9795 15 16.044705
9794 2 34.699155
9794 3 17.140472
9794 4 29.363970
9794 5 15.826259
9794 6 19.859412
9794 7 17.569714
9794 8 39.406889
9794 9 46.767033
9794 10 25.857220
9794 11 7.533896
9794 12 20.458747
9794 13 34.476391
9794 14 14213366.732068
9794 15 16.050893
9793 2 15.726546
9793 3 46.283886
9793 4 13.098038
9793 5 31.127208
9793 6 22.621928
9793 7 18.663421
9793 8 58.371386
9793 9 25.746335
9793 10 14213366.733138
9793 11 7.546158
9793 12 20.477286
9793 13 18.662529
9793 14 21.936909
9793 15 16.051436
9792 2 21.368082
9792 3 30.875707
9792 4 13.548470
9792 5 12.996030
9792 6 19.710062
9792 7 12.614104
9792 8 61.245966
9792 9 17.543097
9792 10 26.565606
9792 11 7.528413
9792 12 20.433850
9792 13 47.371587
9792 14 15.974732
9792 15 16.041451
9791 2 15.534055
9791 3 14.030115
9791 4 17.528341
9791 5 21.806989
9791 6 19.758435
9791 7 19.088496
9791 8 21.414714
9791 9 17.578803
9791 10 34.502014
9791 11 7.546792
9791 12 20.451509
9791 13 17.736540
9791 14 24.820281
9791 15 16.054847
9790 2 32.345892
9790 3 30.281592
9790 4 16.027262
9790 5 13.024969
9790 6 19.812922
9790 7 12.734085
9790 8 14213366.725103
9790 9 17.551864
9790 10 22.255880
9790 11 7.520193
9790 12 20.468400
9790 13 18.462045
9790 14 15.750813
9790 15 16.058998
9789 2 15.406382
9789 3 14.061368
9789 4 32.138023
9789 5 13.017037
9789 6 128.422405
9789 7 13.037000
9789 8 45.861987
9789 9 26.277427
9789 10 44.628588
9789 11 7.531591
9789 12 20.460638
9789 13 17.741496
9789 14 15.804949
9789 15 16.043324
9788 2 15.644069
9788 3 19.320847
9788 4 13.074495
9788 5 20.014285
9788 6 21.260544
9788 7 34815320.175067
9788 8 31.832223
9788 9 27.292593
9788 10 24.416047
9788 11 7.541594
9788 12 20.450567
9788 13 79134278.657816
9788 14 15.720328
9788 15 16.014069
9787 2 15.428699
9787 3 18.302211
9787 4 13.217949
9787 5 13.011397
9787 6 19.740302
9787 7 16.537036
9787 8 27.447037
9787 9 17.630381
9787 10 21.947614
9787 11 7.527208
9787 12 20.440940
9787 13 14213366.734664
9787 14 15.749881
9787 15 97.434589
9786 2 15.448059
9786 3 49.076503
9786 4 13.087600
9786 5 43.946778
9786 6 20.116002
9786 7 13.119753
9786 8 35.434012
9786 9 17.726105
9786 10 37.400008
9786 11 7.539102
9786 12 20.460416
9786 13 21.431061
9786 14 14213366.732108
9786 15 16.064921
9785 2 15.392221
9785 3 14.033501
9785 4 13.099299
9785 5 41.368582
9785 6 50.125587
9785 7 12.772673
9785 8 21.852075
9785 9 23.082038
9785 10 13.539464
9785 11 7.557980
9785 12 20.446330
9785 13 39.018116
9785 14 15.841093
9785 15 16.058118
9784 2 122.869112
9784 3 28.968118
9784 4 13.105834
9784 5 52.392196
9784 6 28.215801
9784 7 12.755991
9784 8 46.367015
9784 9 96.990973
9784 10 17.555233
9784 11 7.537813
9784 12 20.450838
9784 13 14213366.734644
9784 14 72.355435
9784 15 16.034495
9783 2 16.254378
9783 3 18.811560
9783 4 20.705350
9783 5 13.021765
9783 6 25.122531
9783 7 12.557581
9783 8 29.261071
9783 9 26.308368
9783 10 72.580925
9783 11 7.527048
9783 12 20.465793
9783 13 24.474221
9783 14 18.233427
9783 15 16.060289
9782 2 14213366.732008
9782 3 20.402403
9782 4 22.842835
9782 5 13.159884
9782 6 52.000941
9782 7 14.917191
9782 8 21.409870
9782 9 17.532152
9782 10 23.724009
9782 11 7.538822
9782 12 20.472886
9782 13 18.095021
9782 14 20100715.695739
9782 15 16.058967
9781 2 15.492760
9781 3 14.065502
9781 4 82.388173
9781 5 13.005131
9781 6 65.559029
9781 7 12.528801
9781 8 23.194234
9781 9 27.922817
9781 10 14.090498
9781 11 7.524505
9781 12 20.453441
9781 13 17.702226
9781 14 34.982063
9781 15 16.041078
9780 2 15.455769
9780 3 14213366.727535
9780 4 19.641570
9780 5 26.464841
9780 6 38.836212
9780 7 12.587814
9780 8 23.118579
9780 9 91.401324
9780 10 13.586269
9780 11 7.531166
9780 12 20.428556
9780 13 17.782649
9780 14 15.762516
9780 15 16.052657
9779 2 22.445324
9779 3 14.095079
9779 4 23.770242
9779 5 13.027305
9779 6 14213366.735076
9779 7 13.180513
9779 8 30.998247
9779 9 29.258010
9779 10 15.829530
9779 11 7.532018
9779 12 20.425827
9779 13 18.148842
9779 14 34.056453
9779 15 16.047839
9778 2 118.702729
9778 3 31781925.298566
9778 4 14213366.568699
9778 5 22473271.756004
9778 6 192.257828
9778 7 91006274.676203
9778 8 75876505.282734
9778 9 42.620276
9778 10 27.387259
9778 11 341.343709
9778 12 54.739002
9778 13 181.387363
9778 14 224.370282
9778 15 106.232071
9777 2 120.676121
9777 3 31781925.300407
9777 4 14213366.568972
9777 5 22473271.755398
9777 6 192.016521
9777 7 91006274.679072
9777 8 75876505.284557
9777 9 42.329743
9777 10 15.316650
9777 11 342.420027
9777 12 52.860945
9777 13 178.075938
9777 14 226.030528
9777 15 97.624857
9776 2 119.391454
9776 3 31781925.300595
9776 4 14213366.569136
9776 5 22473271.755003
9776 6 198.797957
9776 7 91006274.681318
9776 8 75876505.273995
9776 9 43.510877
9776 10 15.097609
9776 11 341.992128
9776 12 51.818670
9776 13 20100715.769331
9776 14 223.303823
9776 15 94.007265
9775 2 124.362597
9775 3 31781925.291329
9775 4 14213366.568994
9775 5 22473271.753786
9775 6 190.245211
9775 7 91006274.688319
9775 8 75876505.249943
9775 9 42.792594
9775 10 37.177282
9775 11 340.360857
9775 12 51.959805
9775 13 190.804410
9775 14 222.963572
9775 15 94.835447
9774 2 120.615946
9774 3 31781925.296814
9774 4 14213366.568937
9774 5 22473271.754872
9774 6 191.706942
9774 7 91006274.684347
9774 8 75876505.275664
9774 9 41.181226
9774 10 19.200987
9774 11 342.092557
9774 12 53.668509
9774 13 187.847100
9774 14 222.206663
9774 15 93.850896
9773 2 120.646417
9773 3 31781925.300743
9773 4 14213366.569177
9773 5 22473271.755497
9773 6 191.228669
9773 7 91006274.678798
9773 8 75876505.257647
9773 9 49.522765
9773 10 21.456061
9773 11 341.010870
9773 12 54.161234
9773 13 181.267423
9773 14 14213366.672285
9773 15 96.405318
9772 2 118.492518
9772 3 31781925.300108
9772 4 14213366.569370
9772 5 22473271.756647
9772 6 196.600457
9772 7 91006274.681982
9772 8 75876505.278716
9772 9 42.885589
9772 10 15.978829
9772 11 342.349666
9772 12 53.276782
9772 13 186.934661
9772 14 224.445818
9772 15 92.904921
9771 2 118.164137
9771 3 31781925.299561
9771 4 14213366.569267
9771 5 22473271.755913
9771 6 191.597493
9771 7 91006274.679067
9771 8 75876505.287847
9771 9 44.355383
9771 10 16.013032
9771 11 342.372349
9771 12 53.482121
9771 13 182.041622
9771 14 228.991740
9771 15 96.333458
9770 2 119.988888
9770 3 31781925.299214
9770 4 14213366.569513
9770 5 22473271.755312
9770 6 193.450130
9770 7 91006274.681717
9770 8 75876505.267625
9770 9 50.537417
9770 10 21.826008
9770 11 343.376225
9770 12 54.306472
9770 13 186.260307
9770 14 224.549368
9770 15 95.845509
6521 2 19.235143
6521 3 27.009640
6521 4 19.186966
6521 5 16.051820
6521 6 16.809717
6521 7 14213366.733378
6521 8 16.719871
6521 9 14.576723
6521 10 17.468201
6521 11 6.680110
6521 12 6.961155
6521 13 42.722031
6521 14 32.160002
6521 15 12.677439
6520 2 18.925045
6520 3 12.228597
6520 4 11.496564
6520 5 17.018620
6520 6 18.481027
6520 7 11.533847
6520 8 32.502365
6520 9 37.459491
6520 10 25.114896
6520 11 6.675047
6520 12 6.967805
6520 13 13.066279
6520 14 12.336090
6520 15 12.668370
6519 2 20.605635
6519 3 25.197222
6519 4 11.535191
6519 5 11.470197
6519 6 21.859969
6519 7 27.991261
6519 8 14.866703
6519 9 12.929619
6519 10 56.989853
6519 11 6.680572
6519 12 6.926759
6519 13 45.074422
6519 14 12.505545
6519 15 12.657356
6518 2 14.532441
6518 3 17.668635
6518 4 51.592560
6518 5 12.194712
6518 6 16.684090
6518 7 14.873576
6518 8 61.547118
6518 9 20100715.697455
6518 10 25.893027
6518 11 6.671612
6518 12 6.917914
6518 13 17.233801
6518 14 13.753282
6518 15 12.669419
6517 2 11.759255
6517 3 19.783882
6517 4 14.418405
6517 5 11.449912
6517 6 16.939802
6517 7 56.442196
6517 8 12.014412
6517 9 13.297259
6517 10 16.614247
6517 11 6.683007
6517 12 6.948291
6517 13 13.076936
6517 14 25.317565
6517 15 12.689286
6516 2 14.877302
6516 3 30.303539
6516 4 13.436277
6516 5 81.614518
6516 6 16.701723
6516 7 44.187594
6516 8 12.035216
6516 9 14.508172
6516 10 16.780642
6516 11 6.663322
6516 12 6.920831
6516 13 23.722450
6516 14 12.327648
6516 15 12.666152
6515 2 11.980676
6515 3 18.848697
6515 4 11.874728
6515 5 121.662488
6515 6 23.110150
6515 7 28.684142
6515 8 15.297252
6515 9 16.971944
6515 10 24.367040
6515 11 6.689340
6515 12 6.952267
6515 13 32.113574
6515 14 12.332712
6515 15 51.110877
6514 2 11.951826
6514 3 30.348940
6514 4 14.432869
6514 5 20.418404
6514 6 18.236563
6514 7 16.630150
6514 8 14213366.733390
6514 9 16.586348
6514 10 13.986275
6514 11 6.683544
6514 12 6.942123
6514 13 62.532948
6514 14 28.342514
6514 15 12.671126
6513 2 16.482337
6513 3 22.025374
6513 4 64.655064
6513 5 11.430540
6513 6 18.399786
6513 7 11.744613
6513 8 20.294842
6513 9 12.928097
6513 10 21.880274
6513 11 6.689992
6513 12 6.906897
6513 13 16.893351
6513 14 14213366.733280
6513 15 12.661968
6512 2 11.591377
6512 3 30.215046
6512 4 55.169924
6512 5 11.477390
6512 6 17.503160
6512 7 57.703967
6512 8 21.785372
6512 9 65.460961
6512 10 12.713451
6512 11 6.675921
6512 12 6.932154
6512 13 13.080414
6512 14 30.483177
6512 15 12.693316
6511 2 11.808676
6511 3 23.287757
6511 4 11.455735
6511 5 22.151079
6511 6 21.048519
6511 7 43.550488
6511 8 20.107184
6511 9 15.281137
6511 10 14.397714
6511 11 6.660823
6511 12 6.967941
6511 13 16.576205
6511 14 32.010764
6511 15 12.668959
6510 2 17.167723
6510 3 12.200499
6510 4 23.642713
6510 5 11.785395
6510 6 16.711784
6510 7 11.160699
6510 8 29.718562
6510 9 24.513723
6510 10 35.265188
6510 11 6.673001
6510 12 7.017179
6510 13 71.366406
6510 14 12.505163
6510 15 12.653206
6509 2 34.151739
6509 3 12.228190
6509 4 102488764.964616
6509 5 19.540361
6509 6 16.695566
6509 7 19.912343
6509 8 12.901115
6509 9 15.194013
6509 10 16.088229
6509 11 6.688140
6509 12 6.961406
6509 13 38.402089
6509 14 13.957443
6509 15 12.670545
6508 2 11.707398
6508 3 26.626967
6508 4 11.430649
6508 5 24.234814
6508 6 21.810608
6508 7 33.810236
6508 8 19.689453
6508 9 12.905728
6508 10 52.402371
6508 11 6.669918
6508 12 6.981070
6508 13 13.156977
6508 14 28.030561
6508 15 12.668279
6507 2 11.743296
6507 3 13.660549
6507 4 33.829098
6507 5 11.469592
6507 6 18.402271
6507 7 41.589511
6507 8 20.487699
6507 9 28.228487
6507 10 19.295352
6507 11 6.680776
6507 12 6.971261
6507 13 41.686838
6507 14 12.312215
6507 15 12.659929
6506 2 12.002674
6506 3 12.206649
6506 4 13.207758
6506 5 29.279443
6506 6 19.947414
6506 7 11.179920
6506 8 24.250498
6506 9 21.790457
6506 10 27.100338
6506 11 6.677116
6506 12 6.955868
6506 13 30.455833
6506 14 18.058908
6506 15 12.681528
6505 2 14.124219
6505 3 17.574837
6505 4 20.752967
6505 5 11.426418
6505 6 22.209192
6505 7 11.795122
6505 8 21.287811
6505 9 12.840142
6505 10 12.785861
6505 11 6.673872
6505 12 6.983243
6505 13 100.605122
6505 14 75.958078
6505 15 12.686014
6504 2 11.645369
6504 3 54.329092
6504 4 18.036095
6504 5 26.423671
6504 6 16.681816
6504 7 20.710513
6504 8 37.853526
6504 9 19.090795
6504 10 12.760367
6504 11 6.683506
6504 12 6.992294
6504 13 36.250300
6504 14 17.566740
6504 15 12.658455
6503 2 14.503008
6503 3 12.204731
6503 4 11.535561
6503 5 43.515709
6503 6 16.612499
6503 7 11.273600
6503 8 13.010113
6503 9 25.587009
6503 10 13.572662
6503 11 6.668877
6503 12 6.991286
6503 13 13.137547
6503 14 14213366.733394
6503 15 12.674681
6502 2 34.240444
6502 3 12.640611
6502 4 19.497587
6502 5 11.450437
6502 6 16.673975
6502 7 51.767506
6502 8 12.019612
6502 9 36.364968
6502 10 12.810203
6502 11 6.675761
6502 12 6.980054
6502 13 27.912866
6502 14 12.314484
6502 15 12.675419
6501 2 11.629298
6501 3 36.036732
6501 4 15.423120
6501 5 28.213699
6501 6 30.732754
6501 7 13.982282
6501 8 12.031069
6501 9 12.810274
6501 10 30.820966
6501 11 6.679549
6501 12 7.000410
6501 13 37.416579
6501 14 19.264925
6501 15 12.629277
6500 2 11.532812
6500 3 35.717721
6500 4 11.513547
6500 5 11.438879
6500 6 22.314995
6500 7 24.057417
6500 8 16.792791
6500 9 14213366.733353
6500 10 13.124953
6500 11 6.668297
6500 12 6.903962
6500 13 26.378246
6500 14 19.709572
6500 15 12.691304
6499 2 11.583896
6499 3 31.767511
6499 4 15.582035
6499 5 11.478653
6499 6 50.904158
6499 7 40.583776
6499 8 22.336222
6499 9 68.688655
6499 10 29.098972
6499 11 6.659661
6499 12 6.949615
6499 13 32.691198
6499 14 12.728366
6499 15 12.640667
6498 2 11.556638
6498 3 16.752165
6498 4 11.475487
6498 5 12.149107
6498 6 22.937430
6498 7 11.144024
6498 8 11.989839
6498 9 13.819681
6498 10 17.283670
6498 11 6.665722
6498 12 6.953374
6498 13 18.853838
6498 14 12.450677
6498 15 12.668176
6497 2 14213366.733347
6497 3 18.049662
6497 4 11.464872
6497 5 20.446574
6497 6 18.054478
6497 7 13.661850
6497 8 14213366.733447
6497 9 12.865361
6497 10 19.300913
6497 11 6.668744
6497 12 6.950638
6497 13 22.592082
6497 14 28.587710
6497 15 12.651440
6496 2 25.236771
6496 3 12.233668
6496 4 11.834757
6496 5 11.456988
6496 6 16.668921
6496 7 13.710528
6496 8 12.060430
6496 9 15.794812
6496 10 12.610693
6496 11 6.667074
6496 12 6.965132
6496 13 13.036567
6496 14 31.451937
6496 15 12.650036
6495 2 16.630279
6495 3 87.129377
6495 4 14213366.733389
6495 5 14213366.733379
6495 6 49.628823
6495 7 19.864030
6495 8 14.295087
6495 9 22.770486
6495 10 18.120800
6495 11 6.679924
6495 12 6.959660
6495 13 14.405368
6495 14 12.971786
6495 15 12.669156
6494 2 13.715299
6494 3 12.181181
6494 4 11.414198
6494 5 24.687406
6494 6 18.843980
6494 7 70.555655
6494 8 71.226054
6494 9 13.370079
6494 10 21.993158
6494 11 6.686270
6494 12 6.920995
6494 13 13.025761
6494 14 12.338530
6494 15 12.677464
6493 2 11.691600
6493 3 41.471436
6493 4 11.785844
6493 5 18.311507
6493 6 41.897390
6493 7 23.855437
6493 8 34.708546
6493 9 19.751076
6493 10 17.816926
6493 11 6.679578
6493 12 6.922842
6493 13 26.382911
6493 14 64.998965
6493 15 12.673636
6492 2 11.562610
6492 3 17.824429
6492 4 16.608022
6492 5 11.453049
6492 6 25.813590
6492 7 28426647.323770
6492 8 24.575739
6492 9 12.868704
6492 10 27.845601
6492 11 6.681436
6492 12 6.922195
6492 13 16.269719
6492 14 24.693019
6492 15 12.631387
6491 2 11.588369
6491 3 16.405878
6491 4 15.518465
6491 5 17.190755
6491 6 16.736902
6491 7 12.493946
6491 8 60.923953
6491 9 36.929920
6491 10 36.401776
6491 11 6.678381
6491 12 6.967356
6491 13 47139928.292591
6491 14 22.667692
6491 15 12.678221
6490 2 19.404415
6490 3 12.184507
6490 4 13.220660
6490 5 16.075303
6490 6 17.605757
6490 7 11.233770
6490 8 12.185828
6490 9 28.272954
6490 10 12.623896
6490 11 6.675139
6490 12 6.973552
6490 13 55.767262
6490 14 16.868595
6490 15 12.661793
6489 2 11.959980
6489 3 13.678055
6489 4 27.861451
6489 5 12.083652
6489 6 20.521763
6489 7 12.929526
6489 8 12.093469
6489 9 12.830261
6489 10 14213366.733455
6489 11 6.679197
6489 12 6.961214
6489 13 15.730757
6489 14 21.941449
6489 15 12.638894
6488 2 12.592975
6488 3 17.315863
6488 4 11.641775
6488 5 11.493105
6488 6 16.596038
6488 7 35.236717
6488 8 12.077208
6488 9 19.720965
6488 10 19.571681
6488 11 6.677996
6488 12 6.921052
6488 13 77.637019
6488 14 20100715.696967
6488 15 12.662094
6487 2 12.478538
6487 3 12.171580
6487 4 11.461158
6487 5 11.425232
6487 6 19.964410
6487 7 11.528200
6487 8 12.039180
6487 9 82.409277
6487 10 12.619986
6487 11 6.683406
6487 12 7.003334
6487 13 13.128145
6487 14 12.897908
6487 15 12.644255
6486 2 23.646727
6486 3 12.214402
6486 4 46.737658
6486 5 11.451475
6486 6 26.294477
6486 7 11.501455
6486 8 33.961533
6486 9 13.445586
6486 10 13.128656
6486 11 6.674227
6486 12 6.972196
6486 13 71.589401
6486 14 20100715.697566
6486 15 12.667118
6485 2 11.702723
6485 3 12.232564
6485 4 32.983807
6485 5 92.682622
6485 6 16.706146
6485 7 24.454006
6485 8 12.553730
6485 9 12.874874
6485 10 12.673521
6485 11 6.671231
6485 12 7.010120
6485 13 22.515674
6485 14 19.902707
6485 15 12.637252
6484 2 16.113919
6484 3 43.987090
6484 4 24.089965
6484 5 82.402883
6484 6 49.470595
6484 7 11.115242
6484 8 11.998642
6484 9 21.021178
6484 10 12.674318
6484 11 6.678027
6484 12 6.948760
6484 13 18.344362
6484 14 12.806270
6484 15 12.655442
6483 2 23.757034
6483 3 12.737437
6483 4 11.412169
6483 5 12.930945
6483 6 17.668588
6483 7 14.687066
6483 8 14213366.733297
6483 9 13.248598
6483 10 12.553432
6483 11 6.667998
6483 12 7.018921
6483 13 14.394966
6483 14 26.922945
6483 15 12.658594
6482 2 14.491778
6482 3 13.894208
6482 4 11.459178
6482 5 12.251860
6482 6 16.616771
6482 7 36.317230
6482 8 12.132985
6482 9 14.567795
6482 10 27.724643
6482 11 6.660037
6482 12 6.985215
6482 13 23.090247
6482 14 24.188498
6482 15 12.635996
6481 2 20.099822
6481 3 34.791333
6481 4 17.697617
6481 5 63.732785
6481 6 16.985292
6481 7 12.488476
6481 8 12.012633
6481 9 30.509195
6481 10 66.972114
6481 11 6.667928
6481 12 6.930651
6481 13 65.534841
6481 14 13.171521
6481 15 12.671700
6480 2 47.104227
6480 3 35.194227
6480 4 11.414315
6480 5 14213366.733398
6480 6 16.736755
6480 7 11.661850
6480 8 13.493527
6480 9 12.846319
6480 10 12.958290
6480 11 6.667637
6480 12 6.968132
6480 13 30.897472
6480 14 18.144535
6480 15 12.662735
6479 2 38.187238
6479 3 14.505532
6479 4 12.976822
6479 5 11.440942
6479 6 16.690657
6479 7 11.140566
6479 8 68.867517
6479 9 12.853038
6479 10 14213366.733499
6479 11 6.671842
6479 12 6.956847
6479 13 13.762449
6479 14 14.051026
6479 15 12.665689
6478 2 11.612050
6478 3 36.745847
6478 4 15.272573
6478 5 14213366.733387
6478 6 42.933434
6478 7 11.261196
6478 8 12.023245
6478 9 16.436049
6478 10 13.047945
6478 11 6.676451
6478 12 6.936923
6478 13 13.994605
6478 14 12.604727
6478 15 12.658167
6477 2 11.721691
6477 3 67.523133
6477 4 11.754919
6477 5 11.440372
6477 6 39.206438
6477 7 37.737381
6477 8 41.426517
6477 9 20.618896
6477 10 12.800787
6477 11 6.682412
6477 12 6.954634
6477 13 18.762368
6477 14 12.321934
6477 15 12.662574
6476 2 11.541003
6476 3 15.467453
6476 4 13.631150
6476 5 11.454810
6476 6 20.398358
6476 7 19.760773
6476 8 12.127563
6476 9 12.813852
6476 10 21.559797
6476 11 6.657720
6476 12 6.907321
6476 13 13.111045
6476 14 22.934011
6476 15 12.655279
6475 2 18.694480
6475 3 12.230134
6475 4 11.596556
6475 5 11.476536
6475 6 25.213086
6475 7 37.023059
6475 8 12.056002
6475 9 28.871913
6475 10 14213366.733431
6475 11 6.689212
6475 12 6.950528
6475 13 22.937319
6475 14 12.332033
6475 15 12.659329
6474 2 11.848777
6474 3 12.237345
6474 4 11.830632
6474 5 11.451204
6474 6 16.770025
6474 7 38.151246
6474 8 12.091369
6474 9 13.502098
6474 10 18.614584
6474 11 6.683964
6474 12 6.912341
6474 13 14213366.733279
6474 14 23.571564
6474 15 12.682434
6473 2 14.136091
6473 3 55.006246
6473 4 17.567925
6473 5 26.893631
6473 6 16.741322
6473 7 28426647.324748
6473 8 32.932005
6473 9 13.422068
6473 10 17.176578
6473 11 6.661837
6473 12 6.949262
6473 13 13.366356
6473 14 25.034160
6473 15 91.882499
6472 2 11.655766
6472 3 13.504506
6472 4 38.641101
6472 5 11.441060
6472 6 21.958586
6472 7 16.041678
6472 8 14213366.733301
6472 9 15.858541
6472 10 23.630374
6472 11 6.674125
6472 12 6.972066
6472 13 51.504235
6472 14 61.952883
6472 15 12.659772
6471 2 18.640384
6471 3 19.804063
6471 4 14213366.733391
6471 5 12.278469
6471 6 16.701430
6471 7 71.902991
6471 8 19.451501
6471 9 34.810997
6471 10 13.334125
6471 11 6.682368
6471 12 7.004188
6471 13 13.676617
6471 14 14213366.733406
6471 15 12.639571
6470 2 12.027826
6470 3 12.226812
6470 4 21.716138
6470 5 11.455807
6470 6 16.733847
6470 7 11.491280
6470 8 12.124137
6470 9 14.433976
6470 10 12.761092
6470 11 6.672322
6470 12 6.949894
6470 13 81.282887
6470 14 42.878499
6470 15 12.676099
6469 2 23.220146
6469 3 12.218417
6469 4 11.660688
6469 5 11.470841
6469 6 16.650338
