# #runID ohdu sigmaOS
10045 5 270.989488
10045 6 16.020185
10045 7 285.049491
10045 8 444.549085
10045 9 17.894445
10045 10 14213366.732293
10045 11 320.823627
10045 12 29.817616
10045 13 44.130518
10045 14 91.463568
10045 15 13.031533
10044 2 19.198009
10044 3 374.522647
10044 4 274.639353
10044 5 268.545476
10044 6 16.659965
10044 7 285.733468
10044 8 426.656003
10044 9 14.594060
10044 10 14.202094
10044 11 321.361084
10044 12 30.376009
10044 13 17.516016
10044 14 17.223564
10044 15 12.335805
10043 2 21.857087
10043 3 372.354701
10043 4 275.509637
10043 5 268.524384
10043 6 59.161479
10043 7 286.597281
10043 8 423.994248
10043 9 14213366.734116
10043 10 14.035441
10043 11 321.380233
10043 12 29.681398
10043 13 19.720082
10043 14 17.513776
10043 15 24.472307
10042 2 33.927057
10042 3 374.001498
10042 4 278.129754
10042 5 268.736257
10042 6 16.521112
10042 7 287.646668
10042 8 419.772362
10042 9 14.606441
10042 10 70.264862
10042 11 321.307019
10042 12 30.579065
10042 13 16.828592
10042 14 18.479593
10042 15 24.660574
10041 2 19.063231
10041 3 375.729165
10041 4 279.708300
10041 5 272.507229
10041 6 28.713607
10041 7 285.491525
10041 8 417.850257
10041 9 14.656247
10041 10 36.256284
10041 11 322.247273
10041 12 31.254301
10041 13 14.491054
10041 14 23.080673
10041 15 12.158426
10040 2 15.461479
10040 3 372.481310
10040 4 280.012141
10040 5 34815319.379686
10040 6 19.207147
10040 7 287.365545
10040 8 422.643763
10040 9 32.422975
10040 10 25.358862
10040 11 322.674423
10040 12 29.554438
10040 13 14.565156
10040 14 20.698736
10040 15 14.291019
10039 2 14.989122
10039 3 375.449589
10039 4 275.755285
10039 5 269.321122
10039 6 14213366.733473
10039 7 285.500346
10039 8 418.026900
10039 9 17.535269
10039 10 13.807784
10039 11 322.595772
10039 12 30.962745
10039 13 14.564722
10039 14 68.030155
10039 15 13.416293
10038 2 36.426289
10038 3 374.431506
10038 4 14213366.397712
10038 5 270.656139
10038 6 50.280807
10038 7 285.083930
10038 8 419.183069
10038 9 14.500580
10038 10 20.211421
10038 11 323.385709
10038 12 30.254268
10038 13 14213366.728015
10038 14 17.429002
10038 15 17.587215
10037 2 15.415534
10037 3 371.335444
10037 4 274.700239
10037 5 270.022373
10037 6 16.552260
10037 7 287.135478
10037 8 419.532179
10037 9 24.715158
10037 10 14.001797
10037 11 323.323971
10037 12 29.942388
10037 13 14.657864
10037 14 17.052313
10037 15 12.714874
10036 2 17.316564
10036 3 374.288917
10036 4 274.527767
10036 5 269.876975
10036 6 18.340670
10036 7 284.057642
10036 8 412.416624
10036 9 14213366.734973
10036 10 74.612838
10036 11 322.544279
10036 12 29.598411
10036 13 17.071968
10036 14 18.106590
10036 15 213.985405
10035 2 16.931964
10035 3 375.236300
10035 4 277.333146
10035 5 268.590444
10035 6 16.247881
10035 7 284.777211
10035 8 421.613428
10035 9 14.461635
10035 10 13.986881
10035 11 324.435134
10035 12 29.231388
10035 13 16.281684
10035 14 17.377666
10035 15 12.881669
10034 2 15.827026
10034 3 375.089801
10034 4 282.371428
10034 5 269.348380
10034 6 19.445155
10034 7 284.748238
10034 8 419.059207
10034 9 19.562233
10034 10 22.543915
10034 11 322.859338
10034 12 29.822884
10034 13 17.303067
10034 14 18.019571
10034 15 19.762220
10033 2 27.897891
10033 3 373.056626
10033 4 279.449291
10033 5 267.904966
10033 6 34.439571
10033 7 286.575202
10033 8 420.633613
10033 9 14.342686
10033 10 14.292053
10033 11 323.202887
10033 12 30.159958
10033 13 14.092803
10033 14 20100715.698099
10033 15 12.603437
10032 2 26.540127
10032 3 371.683879
10032 4 278.581543
10032 5 269.020369
10032 6 16.724059
10032 7 286.886771
10032 8 420.134773
10032 9 14.765099
10032 10 20.897053
10032 11 322.062816
10032 12 30.770655
10032 13 13.960302
10032 14 17.614519
10032 15 15.820872
10031 2 15.257465
10031 3 372.855416
10031 4 277.814773
10031 5 269.150428
10031 6 19.165534
10031 7 284.050942
10031 8 420.421031
10031 9 21.008831
10031 10 14.654600
10031 11 322.106244
10031 12 28.868665
10031 13 20.133698
10031 14 39.582120
10031 15 14.900879
10030 2 17.784772
10030 3 372.486565
10030 4 280.496259
10030 5 267.966769
10030 6 21.914488
10030 7 285.435059
10030 8 417.749943
10030 9 14.685658
10030 10 17.733275
10030 11 323.014320
10030 12 32.102661
10030 13 16.122668
10030 14 25.780749
10030 15 23.393058
10029 2 15.609857
10029 3 374.581190
10029 4 277.594618
10029 5 269.571132
10029 6 20.050621
10029 7 284.959054
10029 8 434.415179
10029 9 20.304870
10029 10 14.245739
10029 11 324.179479
10029 12 30.656290
10029 13 20.828541
10029 14 17.442642
10029 15 18.723482
10028 2 14.955238
10028 3 373.233592
10028 4 278.359583
10028 5 269.059877
10028 6 16.300790
10028 7 283.861612
10028 8 418.745234
10028 9 16.546628
10028 10 21.513471
10028 11 323.658884
10028 12 30.600408
10028 13 22.673814
10028 14 26.154646
10028 15 12.481291
10027 2 15.968158
10027 3 376.694335
10027 4 276.886091
10027 5 271.026524
10027 6 16.129736
10027 7 281.493464
10027 8 423.069861
10027 9 66.934833
10027 10 13.903587
10027 11 322.842381
10027 12 31.178345
10027 13 19.471801
10027 14 17.194328
10027 15 12.204440
10026 2 15.496678
10026 3 376.270680
10026 4 276.581047
10026 5 270.378251
10026 6 16.011582
10026 7 14213366.388031
10026 8 420.857749
10026 9 24618223.596384
10026 10 14.085778
10026 11 323.286867
10026 12 30.630322
10026 13 20.915655
10026 14 17.211941
10026 15 12.271821
10025 2 25.194507
10025 3 14213366.280136
10025 4 278.809909
10025 5 268.342778
10025 6 30.695873
10025 7 285.465251
10025 8 420.038651
10025 9 19.392340
10025 10 14.364461
10025 11 324.187701
10025 12 30.990581
10025 13 20.517504
10025 14 17.180044
10025 15 12.392241
10024 2 14.980776
10024 3 372.073872
10024 4 278.874780
10024 5 268.270426
10024 6 21.312165
10024 7 285.327102
10024 8 419.575610
10024 9 15.923183
10024 10 15.132266
10024 11 324.560674
10024 12 30.121009
10024 13 14.392698
10024 14 47.048204
10024 15 12.267030
10023 2 15.026229
10023 3 372.054953
10023 4 277.884326
10023 5 269.552591
10023 6 29.744236
10023 7 286.270691
10023 8 427.656861
10023 9 15.864082
10023 10 15.384881
10023 11 323.025429
10023 12 29.640384
10023 13 98.645157
10023 14 14213366.734010
10023 15 13.112279
10022 2 15.304302
10022 3 372.578080
10022 4 278.418563
10022 5 267.827286
10022 6 44.085363
10022 7 286.655631
10022 8 429.319855
10022 9 14.686115
10022 10 35.672216
10022 11 324.893629
10022 12 30.744037
10022 13 42.260066
10022 14 14213366.732935
10022 15 13.823126
10021 2 20.664430
10021 3 382.393590
10021 4 279.881817
10021 5 269.998498
10021 6 16.183455
10021 7 283.090712
10021 8 424.477833
10021 9 14.427504
10021 10 13.876895
10021 11 325.824387
10021 12 31.361460
10021 13 19.650270
10021 14 17.742314
10021 15 14.972642
10020 2 15.456663
10020 3 373.131705
10020 4 277.949577
10020 5 275.526188
10020 6 23.998299
10020 7 283.483380
10020 8 419.457190
10020 9 43.695625
10020 10 13.732870
10020 11 324.961681
10020 12 30.224231
10020 13 14.242688
10020 14 17.889964
10020 15 14.078622
10019 2 15.460367
10019 3 372.549637
10019 4 276.706028
10019 5 279.207495
10019 6 16.205937
10019 7 286.793520
10019 8 420.940944
10019 9 14213366.733479
10019 10 15.300829
10019 11 325.997808
10019 12 30.362044
10019 13 28426647.322229
10019 14 21.827341
10019 15 12.810082
10018 2 15.880058
10018 3 372.810259
10018 4 276.999700
10018 5 269.573592
10018 6 29.797632
10018 7 283.980491
10018 8 428.306612
10018 9 32.430112
10018 10 14.041324
10018 11 326.363934
10018 12 31.004645
10018 13 14.930598
10018 14 21.323331
10018 15 12.789676
10017 2 15.521485
10017 3 372.171103
10017 4 277.625255
10017 5 269.569385
10017 6 16.370712
10017 7 285.668677
10017 8 417.329474
10017 9 22.527179
10017 10 14.401152
10017 11 325.322119
10017 12 30.479453
10017 13 14.785839
10017 14 24.210011
10017 15 12.519432
10016 2 15.298627
10016 3 373.558226
10016 4 277.615967
10016 5 271.687472
10016 6 16.237198
10016 7 285.888112
10016 8 14213366.219243
10016 9 23.372226
10016 10 17.197137
10016 11 324.625858
10016 12 30.332614
10016 13 14.464590
10016 14 19.735597
10016 15 17.275596
10015 2 15.030824
10015 3 372.569309
10015 4 278.324409
10015 5 268.098550
10015 6 16.313734
10015 7 293.679060
10015 8 422.299572
10015 9 15.990411
10015 10 14.573154
10015 11 324.486519
10015 12 29.515376
10015 13 14.402968
10015 14 32.169003
10015 15 12.271643
10014 2 15.969397
10014 3 373.441153
10014 4 275.783113
10014 5 268.943938
10014 6 43.603743
10014 7 283.768529
10014 8 419.287001
10014 9 16.587401
10014 10 15.767906
10014 11 323.517834
10014 12 30.407537
10014 13 13.922709
10014 14 63.323833
10014 15 12.516583
10013 2 60.230664
10013 3 371.825340
10013 4 278.846873
10013 5 267.568071
10013 6 16.292420
10013 7 285.722926
10013 8 419.448085
10013 9 15.057384
10013 10 14.156489
10013 11 324.114086
10013 12 31.322848
10013 13 36.980204
10013 14 17.620296
10013 15 12.500164
10012 2 14213366.734267
10012 3 372.874188
10012 4 279.254547
10012 5 267.857460
10012 6 16.514172
10012 7 288.537710
10012 8 427.528806
10012 9 19.107298
10012 10 13.926914
10012 11 324.257752
10012 12 29.834205
10012 13 16.512788
10012 14 22.936579
10012 15 20.522811
10011 2 15.196701
10011 3 373.945888
10011 4 279.473991
10011 5 268.534042
10011 6 16.451950
10011 7 285.225492
10011 8 424.455126
10011 9 15.623522
10011 10 16.896461
10011 11 323.357481
10011 12 30.535998
10011 13 14.527390
10011 14 14213366.733300
10011 15 41.775217
10010 2 21.594068
10010 3 373.845089
10010 4 278.155229
10010 5 278.641550
10010 6 16.518601
10010 7 285.779187
10010 8 426.154641
10010 9 23.743849
10010 10 22.460313
10010 11 322.660960
10010 12 31.023141
10010 13 18.861912
10010 14 14213366.733094
10010 15 13.180501
10009 2 15.178943
10009 3 371.547219
10009 4 277.824581
10009 5 274.507781
10009 6 18.246393
10009 7 285.419421
10009 8 419.783393
10009 9 68163397.434452
10009 10 14.118248
10009 11 323.917136
10009 12 30.870438
10009 13 16.106551
10009 14 17.134579
10009 15 13.279354
10008 2 15.990973
10008 3 374.072206
10008 4 277.751800
10008 5 267.817365
10008 6 14213366.732481
10008 7 284.930194
10008 8 428.454759
10008 9 14.650931
10008 10 48.134651
10008 11 322.419401
10008 12 30.832770
10008 13 24.901127
10008 14 17.084935
10008 15 17.084093
10007 2 14.851967
10007 3 379.556819
10007 4 277.796497
10007 5 268.274105
10007 6 16.803154
10007 7 285.760735
10007 8 420.889302
10007 9 45.566523
10007 10 14.443068
10007 11 322.133169
10007 12 30.817048
10007 13 15.092628
10007 14 17.176502
10007 15 12.964562
10006 2 15.952256
10006 3 374.234495
10006 4 278.091434
10006 5 269.124862
10006 6 21.477353
10006 7 283.941034
10006 8 418.446123
10006 9 21.755873
10006 10 13.868566
10006 11 322.546991
10006 12 30.798797
10006 13 14.950258
10006 14 19.823190
10006 15 13.409744
10005 2 15.505478
10005 3 374.190037
10005 4 277.278007
10005 5 268.529492
10005 6 19.556631
10005 7 285.561098
10005 8 14213366.221246
10005 9 14.413796
10005 10 15.665818
10005 11 321.557335
10005 12 30.410738
10005 13 14.938513
10005 14 21.476072
10005 15 12.375773
10004 2 15.529470
10004 3 372.462616
10004 4 277.293115
10004 5 267.395319
10004 6 16.787022
10004 7 285.145841
10004 8 422.226491
10004 9 14.735054
10004 10 14213366.733459
10004 11 322.847862
10004 12 31.552141
10004 13 15.073919
10004 14 17.654501
10004 15 12.594950
10003 2 16.584785
10003 3 376.453254
10003 4 278.504899
10003 5 270.119378
10003 6 37.592321
10003 7 285.182330
10003 8 420.165937
10003 9 18.609808
10003 10 13.979814
10003 11 325.450810
10003 12 31.919686
10003 13 14.085673
10003 14 17.066293
10003 15 12.901326
10002 2 39.326671
10002 3 377.138422
10002 4 277.258978
10002 5 268.941404
10002 6 64.294238
10002 7 284.149020
10002 8 423.151154
10002 9 22.417932
10002 10 20.923366
10002 11 323.317386
10002 12 31.788817
10002 13 44.427363
10002 14 74.286834
10002 15 12.273139
10001 2 14213366.732942
10001 3 374.933556
10001 4 277.298383
10001 5 271.735569
10001 6 17.402124
10001 7 286.045307
10001 8 425.954383
10001 9 17.777879
10001 10 13.713476
10001 11 325.788298
10001 12 31.224737
10001 13 16.835131
10001 14 19.825027
10001 15 12.547302
10000 2 59.473301
10000 3 378.133748
10000 4 278.107702
10000 5 271.548160
10000 6 17.782893
10000 7 28426646.627112
10000 8 421.166383
10000 9 14.964893
10000 10 14.004098
10000 11 323.276625
10000 12 30.885032
10000 13 21.946268
10000 14 20100715.697192
10000 15 19.877545
9999 2 20.604130
9999 3 373.653207
9999 4 277.774467
9999 5 271.714310
9999 6 14213366.733546
9999 7 289.999175
9999 8 420.593359
9999 9 36.888751
9999 10 14.209099
9999 11 324.648152
9999 12 30.334713
9999 13 14.691731
9999 14 17.340594
9999 15 12.819573
9998 2 16.007751
9998 3 375.472144
9998 4 279.228237
9998 5 272.709205
9998 6 16.121757
9998 7 285.111164
9998 8 421.214316
9998 9 20.324205
9998 10 26.647609
9998 11 323.338135
9998 12 31.592330
9998 13 14213366.733198
9998 14 17.436626
9998 15 13.065909
9997 2 15.494454
9997 3 380.459840
9997 4 275.862767
9997 5 274.110274
9997 6 20.535461
9997 7 284.102976
9997 8 420.637047
9997 9 31781925.792207
9997 10 13.667629
9997 11 324.070458
9997 12 30.287622
