# #runID ohdu sigmaOSbin
6329 12 6.982363
6329 13 12.833127
6329 14 12.197891
6329 15 12.583791
6328 2 11.483056
6328 3 12.143514
6328 4 11.372913
6328 5 11.397894
6328 6 16.799996
6328 7 10.893079
6328 8 11.862966
6328 9 12.656156
6328 10 12.396720
6328 11 6.673487
6328 12 6.975382
6328 13 12.757059
6328 14 12.212722
6328 15 12.578025
6327 2 11.469291
6327 3 12.122623
6327 4 11.337991
6327 5 11.356334
6327 6 16.715876
6327 7 10.953613
6327 8 11.862706
6327 9 12.624139
6327 10 12.367448
6327 11 6.664542
6327 12 6.997325
6327 13 0.123073
6327 14 12.210404
6327 15 12.569583
6326 2 11.450124
6326 3 12.118467
6326 4 11.378860
6326 5 11.349042
6326 6 16.638265
6326 7 10.881886
6326 8 11.841186
6326 9 12.651662
6326 10 12.381872
6326 11 6.693243
6326 12 7.005963
6326 13 12.778771
6326 14 12.126737
6326 15 12.572366
6325 2 11.453657
6325 3 12.122623
6325 4 11.370030
6325 5 11.362770
6325 6 16.836055
6325 7 10.891621
6325 8 11.876768
6325 9 12.661169
6325 10 12.328957
6325 11 6.690845
6325 12 6.975646
6325 13 12.785028
6325 14 12.122673
6325 15 12.577345
6324 2 11.428285
6324 3 12.120018
6324 4 11.403608
6324 5 11.330841
6324 6 16.725868
6324 7 10.878881
6324 8 11.852385
6324 9 12.646564
6324 10 12.368001
6324 11 6.710115
6324 12 0.067553
6324 13 12.791375
6324 14 12.164663
6324 15 12.546797
6323 2 11.443790
6323 3 12.135087
6323 4 11.337295
6323 5 11.385449
6323 6 16.830197
6323 7 10.864025
6323 8 11.882661
6323 9 12.619193
6323 10 12.352564
6323 11 6.692203
6323 12 6.967877
6323 13 12.757885
6323 14 12.144874
6323 15 12.536383
6322 2 11.500247
6322 3 12.122362
6322 4 11.369434
6322 5 11.420860
6322 6 16.801303
6322 7 10.905771
6322 8 11.894624
6322 9 12.674646
6322 10 12.339983
6322 11 6.712616
6322 12 6.927476
6322 13 12.769831
6322 14 12.185554
6322 15 12.564017
8191 2 11.557658
8191 3 12.113449
8191 4 11.287181
8191 5 11.354812
8191 6 14.452340
8191 7 10.878715
8191 8 18.323919
8191 9 13.363946
8191 10 12.429192
8191 11 6.465106
8191 12 7.347186
8191 13 12.959138
8191 14 12.369763
8191 15 12.676112
8190 2 11.542603
8190 3 12.092044
8190 4 11.263606
8190 5 11.363469
8190 6 14.509873
8190 7 10.947088
8190 8 18.270781
8190 9 13.374489
8190 10 12.441525
8190 11 6.452280
8190 12 7.401880
8190 13 13.005978
8190 14 12.309519
8190 15 12.905918
8189 2 11.591996
8189 3 12.133775
8189 4 11.280801
8189 5 11.356254
8189 6 14.474958
8189 7 10.871536
8189 8 18.309026
8189 9 13.343287
8189 10 12.395989
8189 11 0.044772
8189 12 7.478479
8189 13 12.909633
8189 14 12.328286
8189 15 13.138977
8188 2 11.543146
8188 3 12.158895
8188 4 11.265880
8188 5 11.324639
8188 6 14.528811
8188 7 10.878075
8188 8 18.455311
8188 9 13.378293
8188 10 12.418011
8188 11 6.468180
8188 12 7.401145
8188 13 12.914927
8188 14 12.355845
8188 15 12.690185
8187 2 11.498356
8187 3 12.112660
8187 4 11.292840
8187 5 11.335974
8187 6 14.521160
8187 7 10.864081
8187 8 18.371825
8187 9 13.424661
8187 10 12.476300
8187 11 6.461783
8187 12 7.234718
8187 13 12.946272
8187 14 12.342185
8187 15 12.762320
8186 2 11.505623
8186 3 12.112488
8186 4 11.249924
8186 5 11.343185
8186 6 14.553251
8186 7 10.900606
8186 8 18.268050
8186 9 13.398975
8186 10 12.412306
8186 11 6.420431
8186 12 7.226920
8186 13 12.975679
8186 14 12.342668
8186 15 13.224999
8185 2 11.525389
8185 3 12.135731
8185 4 11.275838
8185 5 11.383478
8185 6 14.523902
8185 7 10.913556
8185 8 18.410628
8185 9 13.367699
8185 10 12.405779
8185 11 6.458578
8185 12 7.242283
8185 13 12.930750
8185 14 12.302598
8185 15 12.700024
8184 2 11.537684
8184 3 12.139164
8184 4 11.260029
8184 5 11.380342
8184 6 14.507947
8184 7 10.905319
8184 8 18.483785
8184 9 13.361054
8184 10 12.442162
8184 11 6.462709
8184 12 7.410985
8184 13 12.952936
8184 14 12.328527
8184 15 12.688007
8183 2 11.547220
8183 3 12.131653
8183 4 11.265470
8183 5 11.407002
8183 6 14.530634
8183 7 10.841324
8183 8 18.295104
8183 9 13.394447
8183 10 12.441212
8183 11 6.477146
8183 12 7.297122
8183 13 12.917969
8183 14 12.315530
8183 15 12.881850
8182 2 11.534608
8182 3 12.153620
8182 4 11.246349
8182 5 11.355088
8182 6 14.498565
8182 7 10.907819
8182 8 18.407167
8182 9 0.042819
8182 10 12.451860
8182 11 6.464911
8182 12 7.177957
8182 13 12.945353
8182 14 12.321820
8182 15 12.890106
8181 2 11.540645
8181 3 12.120917
8181 4 11.285092
8181 5 11.337564
8181 6 14.501654
8181 7 10.908323
8181 8 18.257631
8181 9 13.429010
8181 10 12.404369
8181 11 6.459380
8181 12 7.575901
8181 13 12.974038
8181 14 12.303617
8181 15 12.648326
8180 2 11.542545
8180 3 12.144361
8180 4 11.278651
8180 5 11.319174
8180 6 14.530969
8180 7 10.848748
8180 8 18.409290
8180 9 13.445021
8180 10 12.386462
8180 11 6.470396
8180 12 7.425447
8180 13 12.942796
8180 14 12.245868
8180 15 12.599203
8179 2 11.543640
8179 3 12.133244
8179 4 11.259290
8179 5 11.296873
8179 6 14.503845
8179 7 10.856728
8179 8 18.252293
8179 9 13.375184
8179 10 12.404243
8179 11 6.427432
8179 12 7.275960
8179 13 12.930706
8179 14 12.231352
8179 15 12.584511
8178 2 11.536452
8178 3 12.122416
8178 4 11.276988
8178 5 11.325777
8178 6 14.498261
8178 7 10.928804
8178 8 18.401216
8178 9 13.415169
8178 10 12.400024
8178 11 6.445151
8178 12 7.274532
8178 13 12.935941
8178 14 12.241876
8178 15 12.611355
8177 2 11.567123
8177 3 12.114418
8177 4 11.293953
8177 5 11.375495
8177 6 14.496639
8177 7 10.940110
8177 8 18.320215
8177 9 13.389933
8177 10 12.331076
8177 11 6.447672
8177 12 7.245145
8177 13 12.936473
8177 14 12.234543
8177 15 12.628609
8176 2 11.577106
8176 3 12.044816
8176 4 11.299883
8176 5 11.370436
8176 6 14.486904
8176 7 10.943002
8176 8 18.377505
8176 9 13.388202
8176 10 12.442629
8176 11 6.460829
8176 12 7.288980
8176 13 12.899233
8176 14 12.362545
8176 15 12.584125
8175 2 11.547698
8175 3 12.068291
8175 4 11.305467
8175 5 11.373808
8175 6 14.478237
8175 7 10.913465
8175 8 18.307780
8175 9 13.424626
8175 10 12.435403
8175 11 6.454443
8175 12 7.270016
8175 13 12.926079
8175 14 12.277218
8175 15 12.657274
8174 2 11.545647
8174 3 12.097197
8174 4 11.293949
8174 5 11.366302
8174 6 14.491862
8174 7 10.882185
8174 8 18.351346
8174 9 13.366128
8174 10 12.441789
8174 11 6.459343
8174 12 7.287718
8174 13 12.984840
8174 14 12.276773
8174 15 12.628116
8173 2 11.570277
8173 3 12.079436
8173 4 11.252759
8173 5 11.411321
8173 6 14.498468
8173 7 10.926881
8173 8 18.466678
8173 9 13.388303
8173 10 12.431767
8173 11 6.458081
8173 12 7.307208
8173 13 12.905571
8173 14 12.317769
8173 15 12.587242
8172 2 11.521905
8172 3 12.106851
8172 4 11.277656
8172 5 11.369496
8172 6 14.488366
8172 7 10.883748
8172 8 18.380248
8172 9 13.393187
8172 10 12.465292
8172 11 6.455972
8172 12 7.325519
8172 13 12.837536
8172 14 12.363695
8172 15 12.607648
8171 2 11.561682
8171 3 12.118949
8171 4 11.288825
8171 5 11.360949
8171 6 14.506404
8171 7 10.943169
8171 8 18.352511
8171 9 13.352376
8171 10 12.443800
8171 11 6.476185
8171 12 7.298887
8171 13 12.911637
8171 14 12.343637
8171 15 12.669372
8170 2 11.561159
8170 3 12.109793
8170 4 11.314561
8170 5 11.380620
8170 6 14.527107
8170 7 10.949298
8170 8 18.175276
8170 9 13.407123
8170 10 12.401621
8170 11 6.461464
8170 12 7.369219
8170 13 12.909114
8170 14 12.315569
8170 15 12.638699
8169 2 11.544063
8169 3 12.065325
8169 4 11.304479
8169 5 11.379175
8169 6 14.496971
8169 7 10.970491
8169 8 18.365456
8169 9 13.396784
8169 10 12.403123
8169 11 6.450422
8169 12 7.223617
8169 13 12.886111
8169 14 12.327482
8169 15 12.603851
8168 2 11.537581
8168 3 12.098388
8168 4 11.271732
8168 5 11.403209
8168 6 14.467141
8168 7 10.909861
8168 8 18.326411
8168 9 13.357578
8168 10 12.357991
8168 11 6.444841
8168 12 7.255140
8168 13 12.928654
8168 14 12.288790
8168 15 12.594127
8167 2 11.532835
8167 3 12.057136
8167 4 11.267964
8167 5 11.370397
8167 6 14.450370
8167 7 10.911267
8167 8 18.300903
8167 9 13.336323
8167 10 12.376076
8167 11 6.478033
8167 12 7.235859
8167 13 12.936413
8167 14 12.309891
8167 15 12.657132
8166 2 11.550825
8166 3 12.131334
8166 4 11.299468
8166 5 11.382347
8166 6 14.426149
8166 7 10.909823
8166 8 18.264668
8166 9 13.380053
8166 10 12.450093
8166 11 6.485234
8166 12 7.335334
8166 13 12.964133
8166 14 12.321603
8166 15 12.620440
8165 2 11.545475
8165 3 12.083602
8165 4 11.260023
8165 5 11.356037
8165 6 14.524562
8165 7 10.905254
8165 8 18.098262
8165 9 13.449442
8165 10 12.364900
8165 11 6.451402
8165 12 7.314322
8165 13 12.937162
8165 14 12.362533
8165 15 12.672630
8164 2 11.519761
8164 3 12.083959
8164 4 11.298301
8164 5 11.334942
8164 6 14.549787
8164 7 10.873896
8164 8 18.154328
8164 9 13.433833
8164 10 12.333132
8164 11 6.474854
8164 12 7.332258
8164 13 12.907450
8164 14 12.324343
8164 15 12.669051
8163 2 11.509705
8163 3 12.135248
8163 4 11.271729
8163 5 11.351624
8163 6 14.628564
8163 7 10.893664
8163 8 18.072101
8163 9 13.447117
8163 10 12.404030
8163 11 6.483726
8163 12 7.258994
8163 13 12.973282
8163 14 12.319499
8163 15 12.626232
8162 2 11.539474
8162 3 12.166357
8162 4 11.258965
8162 5 11.363854
8162 6 14.481043
8162 7 10.901276
8162 8 18.329282
8162 9 13.336511
8162 10 12.465985
8162 11 6.491225
8162 12 7.275373
8162 13 12.928804
8162 14 12.270841
8162 15 12.634152
8161 2 11.522701
8161 3 12.105752
8161 4 11.289858
8161 5 11.336350
8161 6 14.551382
8161 7 10.855971
8161 8 18.042766
8161 9 13.464876
8161 10 12.455572
8161 11 6.484734
8161 12 7.289807
8161 13 12.913463
8161 14 12.364327
8161 15 12.619572
8160 2 11.505752
8160 3 12.174087
8160 4 11.286410
8160 5 11.375960
8160 6 14.488084
8160 7 10.900307
8160 8 18.328052
8160 9 13.463743
8160 10 12.401975
8160 11 6.485341
8160 12 7.202447
8160 13 12.941195
8160 14 12.229956
8160 15 12.673537
8159 2 11.561736
8159 3 12.099477
8159 4 11.281275
8159 5 11.299563
8159 6 14.565445
8159 7 10.885127
8159 8 18.117182
8159 9 13.429939
8159 10 12.380974
8159 11 6.486701
8159 12 7.307914
8159 13 12.941150
8159 14 12.292375
8159 15 12.632770
8158 2 11.565001
8158 3 12.043136
8158 4 11.346983
8158 5 11.324712
8158 6 14.469338
8158 7 10.983691
8158 8 18.189226
8158 9 13.395270
8158 10 12.400870
8158 11 6.458009
8158 12 7.234070
8158 13 12.892347
8158 14 12.314602
8158 15 12.628791
8157 2 11.517287
8157 3 12.113944
8157 4 11.276719
8157 5 11.371756
8157 6 14.440754
8157 7 10.876521
8157 8 18.142893
8157 9 13.493759
8157 10 12.400476
8157 11 6.467247
8157 12 7.299257
8157 13 12.908290
8157 14 12.378693
8157 15 12.710391
8156 2 11.556129
8156 3 12.101868
8156 4 11.242552
8156 5 11.363916
8156 6 14.468140
8156 7 10.897261
8156 8 18.324633
8156 9 13.468009
8156 10 12.367823
8156 11 6.472724
8156 12 7.506851
8156 13 12.895367
8156 14 12.334932
8156 15 12.671130
8155 2 11.537960
8155 3 12.108859
8155 4 11.295238
8155 5 11.364184
8155 6 14.497428
8155 7 10.860456
8155 8 18.359798
8155 9 13.388578
8155 10 12.358520
8155 11 6.470179
8155 12 7.540901
8155 13 12.935148
8155 14 12.323027
8155 15 12.716591
8154 2 11.537810
8154 3 12.079852
8154 4 11.265993
8154 5 11.375765
8154 6 14.470640
8154 7 10.831288
8154 8 18.384215
8154 9 13.437890
8154 10 12.372402
8154 11 6.467049
8154 12 7.553729
8154 13 12.888282
8154 14 12.327857
8154 15 12.758065
8153 2 11.544693
8153 3 12.132136
8153 4 11.304765
8153 5 11.360293
8153 6 14.478263
8153 7 10.901026
8153 8 18.391496
8153 9 13.415642
8153 10 12.407043
8153 11 6.465788
8153 12 7.485557
8153 13 12.910707
8153 14 12.277476
8153 15 12.748154
8152 2 11.533083
8152 3 12.104090
8152 4 11.263569
8152 5 11.366891
8152 6 14.492041
8152 7 10.868146
8152 8 18.148546
8152 9 13.443340
8152 10 12.418240
8152 11 0.034272
8152 12 7.600704
8152 13 12.924805
8152 14 12.341549
8152 15 12.623922
8151 2 11.553231
8151 3 12.072262
8151 4 11.307623
8151 5 11.370384
8151 6 14.478873
8151 7 10.935858
8151 8 18.182712
8151 9 13.412419
8151 10 12.412235
8151 11 6.463084
8151 12 7.556117
8151 13 12.905236
8151 14 12.248132
8151 15 12.668140
8150 2 11.563309
8150 3 12.096071
8150 4 11.300429
8150 5 11.383326
8150 6 14.493716
8150 7 10.888841
8150 8 18.235762
8150 9 13.478737
8150 10 12.402289
8150 11 6.475379
8150 12 7.727504
8150 13 12.882945
8150 14 12.262902
8150 15 13.659844
8149 2 11.508808
8149 3 12.106584
8149 4 11.269031
8149 5 11.342463
8149 6 14.469337
8149 7 10.858112
8149 8 18.213090
8149 9 13.457564
8149 10 12.369770
8149 11 6.458187
8149 12 7.485496
8149 13 12.889759
8149 14 12.307479
8149 15 12.770456
8148 2 11.559040
8148 3 12.081760
8148 4 11.263364
8148 5 11.310510
8148 6 14.455883
8148 7 10.836750
8148 8 18.163324
8148 9 13.483970
8148 10 12.383084
8148 11 6.449426
8148 12 7.459397
8148 13 12.863459
8148 14 12.341853
8148 15 13.270670
8147 2 11.562335
8147 3 12.068687
8147 4 11.310143
8147 5 11.374662
8147 6 14.484081
8147 7 10.995527
8147 8 18.217086
8147 9 13.452053
8147 10 12.363008
8147 11 6.463882
8147 12 7.425586
8147 13 12.931878
8147 14 12.298049
8147 15 12.651456
8146 2 11.534474
8146 3 12.099718
8146 4 11.285930
8146 5 11.370576
8146 6 14.472384
8146 7 10.883909
8146 8 17.733977
8146 9 13.470784
8146 10 12.409900
8146 11 6.449899
8146 12 7.618872
8146 13 12.922293
8146 14 12.337849
8146 15 12.642336
8145 2 11.517986
8145 3 12.090358
8145 4 11.257348
8145 5 11.367270
8145 6 14.477624
8145 7 10.789723
8145 8 18.300406
8145 9 13.186266
8145 10 12.429786
8145 11 6.456665
8145 12 7.559419
8145 13 12.979995
8145 14 12.344688
8145 15 12.641023
8144 2 11.520447
8144 3 12.125355
8144 4 11.290285
8144 5 11.376679
8144 6 14.517188
8144 7 10.849178
8144 8 18.279945
8144 9 13.234443
8144 10 12.413671
8144 11 6.480309
8144 12 7.454818
8144 13 12.929782
8144 14 12.397820
8144 15 12.610511
8143 2 11.547337
8143 3 12.168834
8143 4 11.298856
8143 5 11.356309
8143 6 14.434620
8143 7 10.883018
8143 8 18.395318
8143 9 13.207383
8143 10 12.442951
8143 11 6.465050
8143 12 7.564698
8143 13 12.922961
8143 14 12.282575
8143 15 12.565622
8142 2 11.594155
8142 3 12.141023
8142 4 11.301818
8142 5 11.372907
8142 6 14.485835
8142 7 10.919690
8142 8 18.248536
8142 9 13.201204
8142 10 12.432418
8142 11 6.482820
8142 12 7.583436
8142 13 12.890311
8142 14 12.221918
8142 15 12.677166
8141 2 11.578846
8141 3 12.136963
8141 4 11.252467
8141 5 11.417611
8141 6 14.465531
8141 7 10.900862
8141 8 18.215664
8141 9 13.172688
8141 10 12.431837
8141 11 6.472331
8141 12 7.492405
8141 13 12.877413
8141 14 12.228705
8141 15 12.681029
8140 2 11.541260
8140 3 12.151033
8140 4 11.316826
8140 5 11.349896
8140 6 14.478787
8140 7 10.907331
8140 8 18.332835
8140 9 13.192426
8140 10 12.394431
8140 11 6.467130
8140 12 7.345142
8140 13 12.898524
8140 14 12.251527
8140 15 12.689305
8139 2 11.489699
8139 3 12.133453
8139 4 11.289730
8139 5 11.338919
8139 6 14.480504
8139 7 10.875531
8139 8 18.279466
8139 9 13.181649
8139 10 12.418536
8139 11 6.477285
8139 12 7.379420
8139 13 12.886185
8139 14 12.207334
8139 15 13.024332
8138 2 11.484520
8138 3 12.117052
8138 4 11.322561
8138 5 11.332838
8138 6 14.416805
8138 7 10.875269
8138 8 18.173836
8138 9 13.215846
8138 10 12.457008
8138 11 6.479281
8138 12 7.274443
8138 13 12.901897
8138 14 12.236411
8138 15 12.701309
8137 2 11.506290
8137 3 12.133208
8137 4 11.281313
8137 5 11.355940
8137 6 14.523260
8137 7 10.897188
8137 8 18.145580
8137 9 13.181273
8137 10 12.459101
8137 11 6.427059
8137 12 7.282719
8137 13 12.892591
8137 14 12.352973
8137 15 12.597871
8136 2 11.514407
8136 3 12.075720
8136 4 11.271970
8136 5 11.361861
8136 6 14.450027
8136 7 10.835448
8136 8 18.243376
8136 9 13.163056
8136 10 12.391607
8136 11 0.046948
8136 12 7.364236
8136 13 12.886273
8136 14 12.305030
8136 15 12.646433
8135 2 11.519934
8135 3 12.091373
8135 4 11.234770
8135 5 11.408925
8135 6 14.495231
8135 7 10.956624
8135 8 18.211930
8135 9 13.107542
8135 10 12.415572
8135 11 6.441042
8135 12 7.348397
8135 13 12.884985
8135 14 12.280030
8135 15 13.271152
8134 2 11.548236
8134 3 12.105102
8134 4 11.261289
8134 5 11.356376
8134 6 14.465298
8134 7 10.862721
8134 8 18.257912
8134 9 13.203804
8134 10 12.409082
8134 11 6.449992
8134 12 7.286212
8134 13 12.952357
8134 14 12.340783
8134 15 12.699971
8133 2 11.563279
8133 3 12.115565
8133 4 11.233768
8133 5 11.361452
8133 6 14.459777
8133 7 10.887003
8133 8 18.817525
8133 9 13.187920
8133 10 12.446389
8133 11 6.445607
8133 12 7.263748
8133 13 12.948836
8133 14 12.322637
8133 15 13.745149
8132 2 11.533575
8132 3 12.117102
8132 4 11.248636
8132 5 11.359496
8132 6 14.461694
8132 7 10.875508
8132 8 18.357832
8132 9 13.197429
8132 10 12.401282
8132 11 6.440002
8132 12 7.326704
8132 13 12.879764
8132 14 12.310590
8132 15 12.888162
8131 2 11.587037
8131 3 12.086434
8131 4 11.301168
8131 5 11.354376
8131 6 14.450702
8131 7 10.924437
8131 8 18.352876
8131 9 13.222485
8131 10 12.414145
8131 11 6.444780
8131 12 7.269402
8131 13 12.953426
8131 14 12.278835
8131 15 12.743845
8130 2 11.545951
8130 3 12.093545
8130 4 11.305089
8130 5 11.374854
8130 6 14.513348
8130 7 10.914348
8130 8 18.331242
8130 9 13.211449
8130 10 12.401005
8130 11 6.453867
8130 12 7.283499
8130 13 12.904351
8130 14 12.269165
8130 15 12.690941
8129 2 11.503864
8129 3 12.108983
8129 4 11.287295
8129 5 11.395929
8129 6 14.510544
8129 7 10.851747
8129 8 18.269601
8129 9 13.233761
8129 10 12.431667
8129 11 6.443600
8129 12 7.253620
8129 13 12.913977
8129 14 12.343518
8129 15 13.059325
8128 2 11.521513
8128 3 12.109005
8128 4 11.239770
8128 5 11.358256
8128 6 14.481933
8128 7 10.788377
8128 8 18.262178
8128 9 13.179470
8128 10 12.431278
8128 11 6.479189
8128 12 7.342859
8128 13 12.920049
8128 14 12.370992
8128 15 13.805932
8127 2 11.535403
8127 3 12.167858
8127 4 11.277998
8127 5 11.331990
8127 6 14.469662
8127 7 10.870107
8127 8 18.341989
8127 9 13.239207
8127 10 12.437600
8127 11 6.462659
8127 12 7.336694
8127 13 12.924511
8127 14 12.376508
8127 15 13.088255
8126 2 11.520601
8126 3 12.122559
8126 4 11.260914
8126 5 11.320312
8126 6 14.458852
8126 7 10.850595
8126 8 18.347352
8126 9 13.187022
8126 10 12.448615
8126 11 6.463874
8126 12 7.273160
8126 13 12.904052
8126 14 12.350165
8126 15 12.872645
8125 2 11.520298
8125 3 12.112466
8125 4 11.272455
8125 5 11.350400
8125 6 14.508068
8125 7 10.912271
8125 8 18.409783
8125 9 13.193877
8125 10 12.442837
8125 11 6.441831
8125 12 7.387789
8125 13 12.936442
8125 14 12.354997
8125 15 12.698315
8124 2 11.550716
8124 3 12.127556
8124 4 11.263412
8124 5 11.329854
8124 6 14.498687
8124 7 10.804374
8124 8 18.489533
8124 9 13.177807
8124 10 12.458508
8124 11 6.461961
8124 12 7.322499
8124 13 12.973195
8124 14 12.337193
8124 15 12.851202
8123 2 11.551013
8123 3 12.131923
8123 4 11.268397
8123 5 11.357072
8123 6 14.420689
8123 7 10.868391
8123 8 18.298099
8123 9 13.183411
8123 10 12.429473
8123 11 6.439543
8123 12 7.407111
8123 13 12.937962
8123 14 12.255152
8123 15 12.716957
8122 2 11.555749
8122 3 12.129889
8122 4 11.244400
8122 5 11.396925
8122 6 14.445330
8122 7 10.917002
8122 8 18.384307
8122 9 13.239740
8122 10 12.383142
8122 11 6.457084
8122 12 7.483164
8122 13 12.933480
8122 14 12.234570
8122 15 12.712714
8121 2 11.539848
8121 3 12.129537
8121 4 11.307019
8121 5 11.391645
8121 6 14.507479
8121 7 10.911560
8121 8 18.358886
8121 9 13.212816
8121 10 12.420919
8121 11 6.484503
8121 12 7.388786
8121 13 12.933575
8121 14 12.220037
8121 15 13.409873
8120 2 11.541010
8120 3 12.103591
8120 4 11.251642
8120 5 11.374705
8120 6 14.520271
8120 7 10.886781
8120 8 18.336538
8120 9 13.227901
8120 10 12.421172
8120 11 6.481563
8120 12 7.445010
8120 13 12.948994
8120 14 12.340983
8120 15 12.750625
8119 2 11.518332
8119 3 12.108383
8119 4 11.240029
8119 5 11.364851
8119 6 14.405127
8119 7 10.889225
8119 8 18.444694
8119 9 13.230396
8119 10 12.438385
8119 11 6.463175
8119 12 7.434109
8119 13 12.943765
8119 14 12.189838
8119 15 12.748689
8118 2 11.519456
8118 3 12.101845
8118 4 11.280983
8118 5 11.329362
8118 6 14.470372
8118 7 10.817369
8118 8 18.225918
8118 9 13.287824
8118 10 12.395051
8118 11 6.462771
8118 12 7.645755
8118 13 12.955364
8118 14 12.339856
8118 15 12.892654
8117 2 11.523631
8117 3 12.126881
8117 4 11.270932
8117 5 11.343031
8117 6 14.485316
8117 7 10.817705
8117 8 18.262060
8117 9 13.275006
8117 10 12.432644
8117 11 6.485718
8117 12 7.492211
8117 13 12.903642
8117 14 12.314114
8117 15 12.622376
8116 2 11.513816
8116 3 12.147253
8116 4 11.245786
8116 5 11.319581
8116 6 14.491267
8116 7 10.870701
8116 8 18.313346
8116 9 13.229166
8116 10 12.459899
8116 11 6.470654
8116 12 7.410803
8116 13 12.967677
8116 14 12.359859
8116 15 12.585515
8115 2 11.521116
8115 3 12.098190
8115 4 11.273635
8115 5 11.355558
8115 6 14.555241
8115 7 10.850212
8115 8 18.418924
8115 9 13.250653
8115 10 12.401324
8115 11 6.488334
8115 12 7.480053
8115 13 12.919877
8115 14 12.365593
8115 15 12.601074
8114 2 11.553166
8114 3 12.134438
8114 4 11.263662
8114 5 11.351355
8114 6 14.424905
8114 7 10.855108
8114 8 18.409750
8114 9 13.223385
8114 10 12.433547
8114 11 6.468842
8114 12 7.497966
8114 13 12.916145
8114 14 12.331018
8114 15 12.647280
8113 2 11.559586
8113 3 12.116575
8113 4 11.273152
8113 5 11.324433
8113 6 14.499451
8113 7 10.819941
8113 8 18.442641
8113 9 13.225059
8113 10 12.401537
8113 11 6.475978
8113 12 7.584546
8113 13 12.905353
8113 14 12.375382
8113 15 12.630274
8112 2 11.552341
8112 3 12.143078
8112 4 11.242308
8112 5 11.346832
8112 6 14.468034
8112 7 10.871458
8112 8 18.375259
8112 9 13.237717
8112 10 12.429925
8112 11 6.466642
8112 12 7.551060
8112 13 12.894526
8112 14 12.350426
8112 15 12.615731
8111 2 11.511834
8111 3 12.108096
8111 4 11.258898
8111 5 11.361768
8111 6 14.509692
8111 7 10.862342
8111 8 18.218613
8111 9 13.141688
8111 10 12.475329
8111 11 6.477046
8111 12 7.541010
8111 13 12.943209
8111 14 12.379041
8111 15 12.602664
8110 2 11.556929
8110 3 12.121391
8110 4 11.216328
8110 5 11.351848
8110 6 14.357621
8110 7 10.914289
8110 8 18.418175
8110 9 13.221619
8110 10 12.431953
8110 11 6.465119
8110 12 7.473450
8110 13 12.925497
8110 14 12.290705
8110 15 12.597546
8109 2 11.516523
8109 3 12.123172
8109 4 11.263105
8109 5 11.337869
8109 6 14.493294
8109 7 10.871107
8109 8 18.085369
8109 9 13.136614
8109 10 12.411767
8109 11 6.466700
8109 12 7.437462
8109 13 12.903969
8109 14 12.332629
8109 15 12.603166
8108 2 11.551066
8108 3 12.128457
8108 4 11.273666
8108 5 11.330301
8108 6 14.479617
8108 7 10.880931
8108 8 18.295291
8108 9 13.256763
8108 10 12.407869
8108 11 6.478036
8108 12 7.549777
8108 13 12.890027
8108 14 12.347878
8108 15 12.589926
8107 2 11.524408
8107 3 12.083202
8107 4 11.271721
8107 5 11.353713
8107 6 14.492132
8107 7 10.852432
8107 8 18.123887
8107 9 13.226319
8107 10 12.488158
8107 11 6.464750
8107 12 7.640027
8107 13 12.936959
8107 14 12.389362
8107 15 12.585022
8106 2 11.511270
8106 3 12.127669
8106 4 11.304928
8106 5 11.325355
8106 6 14.441330
8106 7 10.868683
8106 8 18.384988
8106 9 13.241863
8106 10 12.421079
8106 11 6.483510
8106 12 7.480264
8106 13 12.945090
8106 14 12.276558
8106 15 12.623100
8105 2 11.544281
8105 3 12.093904
8105 4 11.266388
8105 5 11.327574
8105 6 14.446121
8105 7 10.792599
8105 8 18.432398
8105 9 13.272019
8105 10 12.396493
8105 11 6.463500
8105 12 7.494786
8105 13 12.964213
8105 14 12.325852
8105 15 12.589834
8104 2 11.540883
8104 3 12.083444
8104 4 11.284757
8104 5 11.321391
8104 6 14.396949
8104 7 10.853147
8104 8 18.387969
8104 9 13.278852
8104 10 12.383647
8104 11 6.443178
8104 12 7.459114
8104 13 12.928809
8104 14 12.220425
8104 15 12.664996
8103 2 11.526687
8103 3 12.112758
8103 4 11.261182
8103 5 11.314836
8103 6 14.422159
8103 7 10.915641
8103 8 18.165504
8103 9 13.279961
8103 10 12.471266
8103 11 6.466786
8103 12 0.001209
8103 13 12.936776
8103 14 12.247924
8103 15 12.604347
8102 2 11.522175
8102 3 12.108436
8102 4 11.279778
8102 5 11.337355
8102 6 14.469112
8102 7 10.806838
8102 8 18.257274
8102 9 13.333747
8102 10 12.444934
8102 11 6.474946
8102 12 7.430995
8102 13 12.922608
8102 14 12.355450
8102 15 12.589613
8101 2 11.532495
8101 3 12.156172
8101 4 11.271995
8101 5 11.312108
8101 6 14.449611
8101 7 10.863042
8101 8 18.425855
8101 9 13.285688
8101 10 12.423602
8101 11 6.463077
8101 12 7.421385
8101 13 12.928119
8101 14 12.336165
8101 15 12.602889
8100 2 11.518350
8100 3 12.087575
8100 4 11.263728
8100 5 11.318024
8100 6 14.482548
8100 7 10.814151
8100 8 18.315335
8100 9 13.266312
8100 10 12.419068
8100 11 6.437711
8100 12 0.003183
8100 13 12.933778
8100 14 12.308088
8100 15 12.613451
8099 2 11.532341
8099 3 12.131835
8099 4 11.256242
8099 5 11.360951
8099 6 14.462469
8099 7 10.883289
8099 8 18.442285
8099 9 13.258074
