# #runID ohdu sigmaOSMAD
10060 11 26.942128
10060 12 30.041707
10060 13 14.242874
10060 14 12.822199
10060 15 12.652531
10059 2 14.982261
10059 3 46.447824
10059 4 46.961375
10059 5 44.405978
10059 6 16.030202
10059 7 43.120988
10059 8 44.947706
10059 9 13.739555
10059 10 13.480544
10059 11 26.967253
10059 12 30.080774
10059 13 13.758466
10059 14 12.971253
10059 15 12.133592
10058 2 14.213217
10058 3 46.445285
10058 4 46.893030
10058 5 43.503845
10058 6 16.277834
10058 7 43.655280
10058 8 44.722755
10058 9 13.738701
10058 10 13.924527
10058 11 26.841250
10058 12 29.333406
10058 13 18.447216
10058 14 12.896490
10058 15 22.334680
10057 2 14.222944
10057 3 45.927809
10057 4 46.676717
10057 5 44.212441
10057 6 16.365205
10057 7 44.239357
10057 8 45.425237
10057 9 13.742937
10057 10 13.784916
10057 11 26.884187
10057 12 29.821332
10057 13 14.477147
10057 14 12.878715
10057 15 12.651028
10056 2 14.208549
10056 3 46.703410
10056 4 46.643262
10056 5 44.772153
10056 6 16.414074
10056 7 43.368320
10056 8 45.158604
10056 9 13.801865
10056 10 13.617161
10056 11 26.921669
10056 12 28.749185
10056 13 14.023081
10056 14 13.362612
10056 15 17.185063
10055 2 14.230560
10055 3 46.275412
10055 4 46.545609
10055 5 43.577568
10055 6 16.661165
10055 7 44.268349
10055 8 45.418378
10055 9 14.156085
10055 10 13.974522
10055 11 26.908674
10055 12 28.572706
10055 13 14.338149
10055 14 12.779098
10055 15 12.063087
10054 2 14.298162
10054 3 46.105473
10054 4 46.304461
10054 5 44.398727
10054 6 16.207526
10054 7 43.838009
10054 8 45.107571
10054 9 13.822665
10054 10 13.552140
10054 11 26.950675
10054 12 30.081135
10054 13 14.078114
10054 14 13.068493
10054 15 12.178391
10053 2 14.147513
10053 3 46.084826
10053 4 46.145390
10053 5 44.219667
10053 6 16.221568
10053 7 44.052434
10053 8 45.345488
10053 9 13.873417
10053 10 13.796160
10053 11 26.900818
10053 12 28.782190
10053 13 17.535783
10053 14 12.981556
10053 15 14.185136
10052 2 14.182220
10052 3 46.302536
10052 4 46.253788
10052 5 45.039801
10052 6 16.452353
10052 7 43.987560
10052 8 45.415631
10052 9 13.808748
10052 10 13.759183
10052 11 26.927128
10052 12 29.163491
10052 13 14.210023
10052 14 13.147528
10052 15 12.908726
10051 2 14.209407
10051 3 45.993637
10051 4 46.278195
10051 5 43.970696
10051 6 16.417199
10051 7 43.351925
10051 8 49.305434
10051 9 13.764963
10051 10 14.133089
10051 11 26.801828
10051 12 29.463944
10051 13 26.890104
10051 14 12.831754
10051 15 18.710274
10050 2 14.078704
10050 3 46.171379
10050 4 46.064619
10050 5 44.587507
10050 6 16.335503
10050 7 44.378865
10050 8 46.123484
10050 9 14.005443
10050 10 13.990365
10050 11 26.809083
10050 12 29.467441
10050 13 13.644965
10050 14 13.182211
10050 15 12.248203
10049 2 14.664533
10049 3 46.642273
10049 4 46.074899
10049 5 44.255275
10049 6 16.168559
10049 7 43.730260
10049 8 44.516972
10049 9 13.948212
10049 10 13.818645
10049 11 26.777654
10049 12 29.038057
10049 13 16.252783
10049 14 13.397580
10049 15 14.414561
10048 2 14.494999
10048 3 46.422234
10048 4 46.281554
10048 5 43.967483
10048 6 16.111216
10048 7 43.318483
10048 8 45.082554
10048 9 13.745033
10048 10 13.555750
10048 11 26.698720
10048 12 28.559016
10048 13 14.846147
10048 14 13.138602
10048 15 12.106026
10047 2 16.096012
10047 3 47.812347
10047 4 46.159910
10047 5 44.370335
10047 6 15.986125
10047 7 42.941676
10047 8 54.092123
10047 9 13.713681
10047 10 13.657929
10047 11 26.686600
10047 12 29.542648
10047 13 16.736617
10047 14 12.996269
10047 15 16.904340
10046 2 14.257470
10046 3 45.973408
10046 4 46.244313
10046 5 43.561413
10046 6 16.526421
10046 7 44.382611
10046 8 45.387958
10046 9 13.961071
10046 10 13.578664
10046 11 26.636337
10046 12 29.522318
10046 13 13.727788
10046 14 12.878632
10046 15 12.226875
10045 2 15.685615
10045 3 48.307872
10045 4 46.230869
10045 5 45.226815
10045 6 15.970876
10045 7 43.278329
10045 8 56.976356
10045 9 13.777282
10045 10 13.920729
10045 11 26.597059
10045 12 29.217887
10045 13 14.726489
10045 14 12.801675
10045 15 12.858296
10044 2 14.649979
10044 3 46.705266
10044 4 46.091571
10044 5 44.118219
10044 6 16.116744
10044 7 43.983726
10044 8 45.237810
10044 9 13.801642
10044 10 13.513742
10044 11 26.781353
10044 12 29.641990
10044 13 14.014093
10044 14 12.909231
10044 15 12.143121
10043 2 14.092512
10043 3 46.159038
10043 4 46.158400
10043 5 43.423458
10043 6 16.375764
10043 7 43.604180
10043 8 45.947349
10043 9 13.888206
10043 10 13.662466
10043 11 26.765748
10043 12 28.669552
10043 13 21.130368
10043 14 13.119171
10043 15 12.319025
10042 2 14.067444
10042 3 46.237192
10042 4 45.970431
10042 5 43.613042
10042 6 16.373976
10042 7 43.963017
10042 8 45.000052
10042 9 14.130389
10042 10 14.569651
10042 11 26.814170
10042 12 29.878348
10042 13 16.911517
10042 14 12.907715
10042 15 25.313842
10041 2 14.714368
10041 3 47.207661
10041 4 46.140484
10041 5 44.957534
10041 6 16.471216
10041 7 43.858883
10041 8 44.790397
10041 9 13.996931
10041 10 13.778705
10041 11 26.897637
10041 12 30.659196
10041 13 14.164701
10041 14 13.251774
10041 15 11.968836
10040 2 14.106264
10040 3 46.283436
10040 4 46.365323
10040 5 45.016623
10040 6 16.542766
10040 7 44.807267
10040 8 45.589592
10040 9 13.788061
10040 10 13.739923
10040 11 26.918019
10040 12 28.654328
10040 13 14.118444
10040 14 13.121571
10040 15 14.202894
10039 2 14.280077
10039 3 46.868257
10039 4 46.139650
10039 5 44.687201
10039 6 16.505353
10039 7 43.772959
10039 8 44.927605
10039 9 14.496606
10039 10 13.512549
10039 11 26.922602
10039 12 30.270234
10039 13 14.178617
10039 14 12.785408
10039 15 13.195793
10038 2 14.641951
10038 3 46.666507
10038 4 46.201302
10038 5 44.624894
10038 6 16.315248
10038 7 43.423012
10038 8 44.986483
10038 9 13.796589
10038 10 13.446090
10038 11 27.042895
10038 12 29.305963
10038 13 17.347692
10038 14 13.383021
10038 15 18.622643
10037 2 14.201257
10037 3 45.977322
10037 4 46.088389
10037 5 44.773145
10037 6 16.438471
10037 7 44.560377
10037 8 45.017220
10037 9 13.772204
10037 10 13.616699
10037 11 26.860349
10037 12 29.210299
10037 13 13.752553
10037 14 12.767918
10037 15 12.495439
10036 2 14.687600
10036 3 46.584810
10036 4 46.113765
10036 5 44.257925
10036 6 16.127986
10036 7 43.235478
10036 8 44.596961
10036 9 13.756729
10036 10 13.534895
10036 11 27.048492
10036 12 28.796906
10036 13 17.382453
10036 14 13.955534
10036 15 14.688435
10035 2 14.702618
10035 3 46.687210
10035 4 46.737519
10035 5 44.186997
10035 6 16.165707
10035 7 43.324448
10035 8 44.882182
10035 9 13.911253
10035 10 13.441794
10035 11 27.111807
10035 12 28.313672
10035 13 14.307044
10035 14 13.160724
10035 15 12.675856
10034 2 14.637841
10034 3 46.842858
10034 4 46.584807
10034 5 44.155699
10034 6 16.186238
10034 7 43.461970
10034 8 44.955207
10034 9 13.881053
10034 10 13.510199
10034 11 27.036202
10034 12 29.031189
10034 13 17.615379
10034 14 14.023979
10034 15 22.023368
10033 2 14.966180
10033 3 46.481623
10033 4 47.248977
10033 5 43.871339
10033 6 16.483617
10033 7 43.400361
10033 8 45.083287
10033 9 13.828998
10033 10 14.054507
10033 11 26.982649
10033 12 29.207728
10033 13 13.662617
10033 14 12.981601
10033 15 12.437975
10032 2 14.357196
10032 3 46.121072
10032 4 46.828555
10032 5 43.928464
10032 6 16.613278
10032 7 43.783541
10032 8 45.126356
10032 9 14.264838
10032 10 14.294559
10032 11 26.883199
10032 12 30.102308
10032 13 13.648764
10032 14 12.793412
10032 15 16.145393
10031 2 14.669263
10031 3 46.233465
10031 4 46.945047
10031 5 44.439577
10031 6 16.329374
10031 7 43.292203
10031 8 45.010535
10031 9 13.769219
10031 10 14.088970
10031 11 26.838236
10031 12 28.094054
10031 13 15.759737
10031 14 13.436048
10031 15 14.929571
10030 2 14.272950
10030 3 46.174394
10030 4 46.893557
10030 5 43.458740
10030 6 16.285408
10030 7 43.223713
10030 8 45.013328
10030 9 13.810193
10030 10 15.020400
10030 11 26.934474
10030 12 31.518191
10030 13 15.357299
10030 14 13.250851
10030 15 24.555555
10029 2 14.711503
10029 3 46.941067
10029 4 46.733701
10029 5 44.350250
10029 6 16.038145
10029 7 43.351396
10029 8 50.161832
10029 9 13.862777
10029 10 13.937548
10029 11 27.063181
10029 12 30.227084
10029 13 21.795129
10029 14 13.217211
10029 15 19.860945
10028 2 14.187494
10028 3 46.047174
10028 4 47.173161
10028 5 44.179028
10028 6 16.146764
10028 7 43.237676
10028 8 44.584519
10028 9 14.081080
10028 10 14.115924
10028 11 26.763451
10028 12 30.059186
10028 13 14.051006
10028 14 12.810569
10028 15 12.316184
10027 2 15.556796
10027 3 47.095931
10027 4 46.678533
10027 5 45.663877
10027 6 16.007981
10027 7 42.802762
10027 8 45.177651
10027 9 14.460877
10027 10 13.593359
10027 11 26.982033
10027 12 30.589569
10027 13 15.523667
10027 14 12.866846
10027 15 12.027260
10026 2 14.841112
10026 3 47.122584
10026 4 46.409629
10026 5 45.300390
10026 6 15.947172
10026 7 42.960574
10026 8 44.956213
10026 9 13.861161
10026 10 13.559614
10026 11 26.892448
10026 12 29.771003
10026 13 13.806851
10026 14 13.018943
10026 15 12.079952
10025 2 14.197044
10025 3 46.090830
10025 4 46.744385
10025 5 43.466443
10025 6 16.540682
10025 7 43.231224
10025 8 44.874529
10025 9 14.354042
10025 10 14.053921
10025 11 26.801287
10025 12 29.994432
10025 13 13.788053
10025 14 12.948301
10025 15 12.194007
10024 2 14.167917
10024 3 46.017808
10024 4 46.652366
10024 5 43.345570
10024 6 16.935360
10024 7 43.399984
10024 8 45.042992
10024 9 14.416261
10024 10 14.066112
10024 11 26.722199
10024 12 29.346362
10024 13 13.968611
10024 14 13.169494
10024 15 12.068593
10023 2 14.213916
10023 3 45.980556
10023 4 46.469663
10023 5 43.764771
10023 6 16.673708
10023 7 43.521941
10023 8 46.239792
10023 9 15.123851
10023 10 13.775489
10023 11 26.798078
10023 12 28.693076
10023 13 14.208815
10023 14 12.843027
10023 15 12.931260
10022 2 14.619369
10022 3 46.123310
10022 4 47.561672
10022 5 43.737397
10022 6 16.312036
10022 7 43.834650
10022 8 46.282908
10022 9 14.171580
10022 10 13.419296
10022 11 26.802182
10022 12 30.129888
10022 13 13.684927
10022 14 13.762955
10022 15 13.709944
10021 2 16.371072
10021 3 47.801286
10021 4 47.267481
10021 5 44.482534
10021 6 16.074026
10021 7 42.907506
10021 8 46.032053
10021 9 13.887297
10021 10 13.529433
10021 11 26.784753
10021 12 30.525446
10021 13 14.702861
10021 14 13.714894
10021 15 15.133999
10020 2 14.775741
10020 3 46.228623
10020 4 47.294395
10020 5 43.920370
10020 6 16.124462
10020 7 43.101765
10020 8 44.657741
10020 9 14.689812
10020 10 13.450513
10020 11 26.810141
10020 12 29.126162
10020 13 13.888757
10020 14 13.717865
10020 15 14.034404
10019 2 14.734520
10019 3 46.148216
10019 4 46.649366
10019 5 44.332362
10019 6 16.137335
10019 7 43.504170
10019 8 44.855859
10019 9 14.252291
10019 10 13.467878
10019 11 26.918233
10019 12 29.472951
10019 13 13.743961
10019 14 14.424300
10019 15 12.634638
10018 2 15.082781
10018 3 46.184629
10018 4 46.525864
10018 5 44.537583
10018 6 16.031363
10018 7 43.066863
10018 8 45.604298
10018 9 14.266980
10018 10 13.633773
10018 11 26.747832
10018 12 30.256940
10018 13 14.757536
10018 14 13.796664
10018 15 12.036604
10017 2 14.823173
10017 3 46.116329
10017 4 46.752628
10017 5 44.421492
10017 6 16.265672
10017 7 43.611883
10017 8 44.693192
10017 9 14.134087
10017 10 13.686520
10017 11 26.804854
10017 12 29.508239
10017 13 14.544126
10017 14 13.587980
10017 15 12.311471
10016 2 14.705408
10016 3 46.403631
10016 4 47.219082
10016 5 44.569518
10016 6 16.124973
10016 7 44.005149
10016 8 45.775363
10016 9 15.187300
10016 10 13.629864
10016 11 26.847959
10016 12 29.596798
10016 13 14.195436
10016 14 13.424046
10016 15 18.003239
10015 2 14.259955
10015 3 46.193525
10015 4 46.544530
10015 5 43.418619
10015 6 16.206175
10015 7 44.087394
10015 8 45.334308
10015 9 15.479370
10015 10 13.643290
10015 11 26.901478
10015 12 28.631056
10015 13 14.135008
10015 14 13.011440
10015 15 12.087819
10014 2 15.481735
10014 3 46.169505
10014 4 46.372256
10014 5 44.312006
10014 6 16.218776
10014 7 43.249490
10014 8 44.823781
10014 9 14.252197
10014 10 13.574675
10014 11 26.948205
10014 12 29.799094
10014 13 13.641043
10014 14 13.239843
10014 15 12.343389
10013 2 14.233716
10013 3 46.196373
10013 4 47.100604
10013 5 43.482698
10013 6 16.221461
10013 7 43.745793
10013 8 45.061753
10013 9 14.546615
10013 10 13.689503
10013 11 26.875253
10013 12 30.727828
10013 13 14.320227
10013 14 13.467190
10013 15 12.288283
10012 2 14.486658
10012 3 46.405299
10012 4 46.695101
10012 5 43.337326
10012 6 16.421399
10012 7 43.479122
10012 8 46.739166
10012 9 14.412229
10012 10 13.661805
10012 11 26.865461
10012 12 29.056531
10012 13 14.462707
10012 14 13.381109
10012 15 19.855815
10011 2 14.603361
10011 3 46.317457
10011 4 46.819610
10011 5 43.649288
10011 6 16.347634
10011 7 43.124868
10011 8 45.673561
10011 9 15.217204
10011 10 13.534540
10011 11 26.924368
10011 12 29.362868
10011 13 14.247467
10011 14 13.352020
10011 15 30.177429
10010 2 14.629624
10010 3 46.343809
10010 4 47.204363
10010 5 43.731161
10010 6 16.410200
10010 7 44.001768
10010 8 45.061678
10010 9 16.026483
10010 10 13.443820
10010 11 26.957943
10010 12 30.338470
10010 13 14.213742
10010 14 13.470588
10010 15 12.990414
10009 2 14.552127
10009 3 45.976883
10009 4 46.614846
10009 5 43.825033
10009 6 16.517219
10009 7 43.313576
10009 8 44.878686
10009 9 14.571650
10009 10 13.852201
10009 11 26.877661
10009 12 30.181278
10009 13 14.623196
10009 14 12.977710
10009 15 13.084352
10008 2 15.197964
10008 3 46.223984
10008 4 46.912440
10008 5 43.768108
10008 6 16.073976
10008 7 43.157934
10008 8 45.879860
10008 9 14.163075
10008 10 13.938196
10008 11 26.940014
10008 12 30.192813
10008 13 14.844922
10008 14 12.805586
10008 15 16.549778
10007 2 14.188935
10007 3 45.895688
10007 4 46.513382
10007 5 43.661223
10007 6 16.674144
10007 7 43.572315
10007 8 44.928962
10007 9 14.266346
10007 10 13.735574
10007 11 26.757896
10007 12 30.162532
10007 13 14.887874
10007 14 12.791293
10007 15 12.797120
10006 2 15.217288
10006 3 46.430347
10006 4 47.364909
10006 5 44.043931
10006 6 16.244634
10006 7 43.213886
10006 8 44.748421
10006 9 14.121816
10006 10 13.428007
10006 11 26.907313
10006 12 30.051596
10006 13 14.768929
10006 14 12.889270
10006 15 13.162934
10005 2 14.777344
10005 3 46.326314
10005 4 46.765876
10005 5 43.666228
10005 6 16.213468
10005 7 43.228324
10005 8 44.799470
10005 9 13.911821
10005 10 13.460896
10005 11 26.776032
10005 12 29.595148
10005 13 14.768027
10005 14 13.290679
10005 15 12.171479
10004 2 14.708401
10004 3 46.504563
10004 4 46.420227
10004 5 43.499282
10004 6 16.615746
10004 7 43.068476
10004 8 44.851214
10004 9 13.921116
10004 10 13.917218
10004 11 26.785358
10004 12 30.786385
10004 13 14.582136
10004 14 12.768492
10004 15 12.366407
10003 2 16.245304
10003 3 47.227968
10003 4 47.249049
10003 5 44.379220
10003 6 16.124517
10003 7 43.238326
10003 8 45.299497
10003 9 13.877951
10003 10 13.749341
10003 11 26.838523
10003 12 31.448477
10003 13 13.802478
10003 14 12.804650
10003 15 12.706625
10002 2 14.933793
10002 3 46.663950
10002 4 46.853460
10002 5 44.180122
10002 6 16.510273
10002 7 43.171842
10002 8 45.596535
10002 9 13.850723
10002 10 13.477230
10002 11 26.859897
10002 12 31.134433
10002 13 13.767244
10002 14 12.791171
10002 15 12.081385
10001 2 15.452985
10001 3 46.471991
10001 4 47.020260
10001 5 44.955992
10001 6 15.986748
10001 7 43.625117
10001 8 45.757886
10001 9 14.012236
10001 10 13.433362
10001 11 26.777719
10001 12 30.481464
10001 13 17.079016
10001 14 12.800773
10001 15 12.345233
10000 2 16.423657
10000 3 47.622982
10000 4 46.348707
10000 5 44.141006
10000 6 16.013080
10000 7 43.306474
10000 8 45.515280
10000 9 14.394915
10000 10 13.585446
10000 11 26.761119
10000 12 30.202959
10000 13 13.799830
10000 14 13.449033
10000 15 22.181884
9999 2 14.515858
9999 3 46.042995
9999 4 47.026996
9999 5 43.910216
9999 6 16.680977
9999 7 44.169636
9999 8 44.994509
9999 9 13.978364
9999 10 13.789892
9999 11 26.904506
9999 12 29.378252
9999 13 14.288115
9999 14 13.099922
9999 15 12.603940
9998 2 15.530776
9998 3 46.918233
9998 4 46.894472
9998 5 44.487472
9998 6 16.039232
9998 7 43.490106
9998 8 45.279469
9998 9 13.937634
9998 10 13.489057
9998 11 26.865902
9998 12 30.724235
9998 13 14.248213
9998 14 12.880143
9998 15 12.898903
9997 2 14.914876
9997 3 46.004469
9997 4 46.508078
9997 5 44.729621
9997 6 16.313170
9997 7 43.300606
9997 8 44.876654
9997 9 13.851840
9997 10 13.428037
9997 11 26.798364
9997 12 29.278320
9997 13 15.705499
9997 14 13.000627
9997 15 12.227830
9996 2 14.343140
9996 3 45.869272
9996 4 46.501373
9996 5 43.642397
9996 6 16.237416
9996 7 43.786779
9996 8 44.677347
9996 9 14.486073
