# #runID ohdu sigmaOSMAD
8156 4 11.219360
8156 5 11.355303
8156 6 14.445743
8156 7 10.902796
8156 8 18.360866
8156 9 13.485253
8156 10 12.382226
8156 11 6.452465
8156 12 6.769968
8156 13 12.899484
8156 14 12.382191
8156 15 12.675877
8155 2 11.537122
8155 3 12.096741
8155 4 11.290670
8155 5 11.372551
8155 6 14.462912
8155 7 10.883739
8155 8 18.396445
8155 9 13.394221
8155 10 12.375682
8155 11 6.453184
8155 12 6.788007
8155 13 12.951830
8155 14 12.349348
8155 15 12.729536
8154 2 11.538507
8154 3 12.076082
8154 4 11.260680
8154 5 11.371297
8154 6 14.445960
8154 7 10.831601
8154 8 18.426434
8154 9 13.446264
8154 10 12.375590
8154 11 6.450310
8154 12 6.794884
8154 13 12.903631
8154 14 12.381311
8154 15 12.774530
8153 2 11.546131
8153 3 12.132139
8153 4 11.288914
8153 5 11.379474
8153 6 14.460535
8153 7 10.896135
8153 8 18.408381
8153 9 13.424907
8153 10 12.423044
8153 11 6.452123
8153 12 6.778827
8153 13 12.924348
8153 14 12.309630
8153 15 12.751392
8152 2 11.540305
8152 3 12.109371
8152 4 11.266318
8152 5 11.369494
8152 6 14.466162
8152 7 10.870376
8152 8 18.162886
8152 9 13.422856
8152 10 12.442313
8152 11 6.461567
8152 12 6.800100
8152 13 12.951298
8152 14 12.349534
8152 15 12.625566
8151 2 11.540061
8151 3 12.073844
8151 4 11.303162
8151 5 11.378271
8151 6 14.457809
8151 7 10.927407
8151 8 18.220043
8151 9 13.414597
8151 10 12.430372
8151 11 6.454587
8151 12 6.814737
8151 13 12.941122
8151 14 12.283084
8151 15 12.681025
8150 2 11.559495
8150 3 12.101521
8150 4 11.291455
8150 5 11.383050
8150 6 14.473819
8150 7 10.902404
8150 8 18.272154
8150 9 13.494366
8150 10 12.411242
8150 11 6.457159
8150 12 6.805533
8150 13 12.904954
8150 14 12.283907
8150 15 13.836754
8149 2 11.509228
8149 3 12.071380
8149 4 11.249101
8149 5 11.337382
8149 6 14.436368
8149 7 10.873774
8149 8 18.235382
8149 9 13.467252
8149 10 12.376985
8149 11 6.441699
8149 12 6.788446
8149 13 12.911684
8149 14 12.342374
8149 15 12.835398
8148 2 11.558502
8148 3 12.082639
8148 4 11.276399
8148 5 11.323998
8148 6 14.439618
8148 7 10.852154
8148 8 18.195307
8148 9 13.490456
8148 10 12.372733
8148 11 6.429479
8148 12 6.796844
8148 13 12.888539
8148 14 12.365766
8148 15 13.308513
8147 2 11.570705
8147 3 12.052258
8147 4 11.298354
8147 5 11.370044
8147 6 14.469900
8147 7 10.994183
8147 8 18.259745
8147 9 13.468549
8147 10 12.381247
8147 11 6.442028
8147 12 6.805682
8147 13 12.939711
8147 14 12.336990
8147 15 12.662680
8146 2 11.523625
8146 3 12.092851
8146 4 11.272119
8146 5 11.377932
8146 6 14.458865
8146 7 10.900020
8146 8 17.764365
8146 9 13.484314
8146 10 12.428633
8146 11 6.422356
8146 12 6.797844
8146 13 12.941912
8146 14 12.341881
8146 15 12.644498
8145 2 11.508547
8145 3 12.101813
8145 4 11.251186
8145 5 11.367557
8145 6 14.469856
8145 7 10.801810
8145 8 18.338992
8145 9 13.211495
8145 10 12.439341
8145 11 6.442512
8145 12 6.796345
8145 13 12.996296
8145 14 12.336848
8145 15 12.667012
8144 2 11.500074
8144 3 12.122878
8144 4 11.281008
8144 5 11.373629
8144 6 14.502660
8144 7 10.854164
8144 8 18.314282
8144 9 13.266929
8144 10 12.429575
8144 11 6.471356
8144 12 6.786924
8144 13 12.938786
8144 14 12.401751
8144 15 12.624192
8143 2 11.541945
8143 3 12.166839
8143 4 11.311998
8143 5 11.353701
8143 6 14.395381
8143 7 10.888944
8143 8 18.423920
8143 9 13.213415
8143 10 12.459719
8143 11 6.443344
8143 12 6.794944
8143 13 12.946294
8143 14 12.303765
8143 15 12.567595
8142 2 11.571246
8142 3 12.133622
8142 4 11.297379
8142 5 11.368919
8142 6 14.468200
8142 7 10.925284
8142 8 18.269097
8142 9 13.222186
8142 10 12.439630
8142 11 6.465291
8142 12 6.797835
8142 13 12.893935
8142 14 12.237930
8142 15 12.693422
8141 2 11.586636
8141 3 12.127433
8141 4 11.237288
8141 5 11.413627
8141 6 14.447650
8141 7 10.906642
8141 8 18.260373
8141 9 13.179659
8141 10 12.431579
8141 11 6.455067
8141 12 6.790880
8141 13 12.898825
8141 14 12.253198
8141 15 12.682690
8140 2 11.520860
8140 3 12.148686
8140 4 11.305827
8140 5 11.360256
8140 6 14.463533
8140 7 10.918028
8140 8 18.384244
8140 9 13.191657
8140 10 12.400454
8140 11 6.440343
8140 12 6.786514
8140 13 12.933480
8140 14 12.282964
8140 15 12.710494
8139 2 11.488539
8139 3 12.132178
8139 4 11.300128
8139 5 11.359673
8139 6 14.471806
8139 7 10.875446
8139 8 18.307081
8139 9 13.195344
8139 10 12.434522
8139 11 6.456771
8139 12 6.817582
8139 13 12.908134
8139 14 12.223152
8139 15 13.076487
8138 2 11.479649
8138 3 12.109496
8138 4 11.333513
8138 5 11.339095
8138 6 14.404355
8138 7 10.887875
8138 8 18.190964
8138 9 13.222201
8138 10 12.469062
8138 11 6.459089
8138 12 6.779017
8138 13 12.922915
8138 14 12.260550
8138 15 12.711824
8137 2 11.489393
8137 3 12.129382
8137 4 11.280236
8137 5 11.358301
8137 6 14.491134
8137 7 10.914184
8137 8 18.177216
8137 9 13.189151
8137 10 12.463101
8137 11 6.406236
8137 12 6.783153
8137 13 12.897677
8137 14 12.366846
8137 15 12.620785
8136 2 11.506243
8136 3 12.072591
8136 4 11.265120
8136 5 11.376477
8136 6 14.430720
8136 7 10.846301
8136 8 18.268497
8136 9 13.175025
8136 10 12.393821
8136 11 6.415971
8136 12 6.786093
8136 13 12.913609
8136 14 12.340877
8136 15 12.665237
8135 2 11.508506
8135 3 12.088496
8135 4 11.229050
8135 5 11.415463
8135 6 14.446839
8135 7 10.968636
8135 8 18.244967
8135 9 13.125745
8135 10 12.411679
8135 11 6.420125
8135 12 6.791018
8135 13 12.914459
8135 14 12.317139
8135 15 13.470508
8134 2 11.534136
8134 3 12.093908
8134 4 11.247729
8134 5 11.360552
8134 6 14.435231
8134 7 10.867298
8134 8 18.274491
8134 9 13.209623
8134 10 12.419775
8134 11 6.427550
8134 12 6.800888
8134 13 12.956371
8134 14 12.344404
8134 15 12.709427
8133 2 11.560251
8133 3 12.124647
8133 4 11.225121
8133 5 11.366064
8133 6 14.452079
8133 7 10.895744
8133 8 18.854591
8133 9 13.191661
8133 10 12.449144
8133 11 6.430694
8133 12 6.803909
8133 13 12.975956
8133 14 12.328709
8133 15 14.265834
8132 2 11.520426
8132 3 12.109448
8132 4 11.235514
8132 5 11.347682
8132 6 14.465027
8132 7 10.878562
8132 8 18.383824
8132 9 13.201348
8132 10 12.401423
8132 11 6.423786
8132 12 6.777771
8132 13 12.893831
8132 14 12.325765
8132 15 12.928625
8131 2 11.582738
8131 3 12.081317
8131 4 11.293635
8131 5 11.359343
8131 6 14.420561
8131 7 10.937549
8131 8 18.372927
8131 9 13.216896
8131 10 12.410700
8131 11 6.428657
8131 12 6.784353
8131 13 12.966834
8131 14 12.312116
8131 15 12.765462
8130 2 11.536931
8130 3 12.079753
8130 4 11.292670
8130 5 11.374104
8130 6 14.483638
8130 7 10.924806
8130 8 18.367764
8130 9 13.218695
8130 10 12.422869
8130 11 6.437564
8130 12 6.779145
8130 13 12.915010
8130 14 12.310106
8130 15 12.699066
8129 2 11.492335
8129 3 12.112796
8129 4 11.289804
8129 5 11.400061
8129 6 14.489564
8129 7 10.859854
8129 8 18.262092
8129 9 13.258581
8129 10 12.425522
8129 11 6.426265
8129 12 6.784880
8129 13 12.920811
8129 14 12.350119
8129 15 13.115923
8128 2 11.517977
8128 3 12.098680
8128 4 11.237315
8128 5 11.355332
8128 6 14.477613
8128 7 10.799434
8128 8 18.293502
8128 9 13.206401
8128 10 12.430081
8128 11 6.471869
8128 12 6.792068
8128 13 12.936946
8128 14 12.382814
8128 15 14.220855
8127 2 11.527363
8127 3 12.157018
8127 4 11.268337
8127 5 11.326137
8127 6 14.437392
8127 7 10.880853
8127 8 18.377344
8127 9 13.264047
8127 10 12.434621
8127 11 6.452998
8127 12 6.799916
8127 13 12.941111
8127 14 12.389396
8127 15 14.053847
8126 2 11.521017
8126 3 12.106410
8126 4 11.245495
8126 5 11.303900
8126 6 14.446323
8126 7 10.866517
8126 8 18.349960
8126 9 13.195123
8126 10 12.448461
8126 11 6.439821
8126 12 6.782867
8126 13 12.922542
8126 14 12.353602
8126 15 12.913484
8125 2 11.512978
8125 3 12.111864
8125 4 11.271915
8125 5 11.354011
8125 6 14.473815
8125 7 10.919532
8125 8 18.435695
8125 9 13.203582
8125 10 12.452734
8125 11 6.426483
8125 12 6.777985
8125 13 12.947251
8125 14 12.376084
8125 15 12.729734
8124 2 11.550993
8124 3 12.117235
8124 4 11.253489
8124 5 11.342720
8124 6 14.484195
8124 7 10.818829
8124 8 18.536559
8124 9 13.193627
8124 10 12.462938
8124 11 6.445429
8124 12 6.788968
8124 13 12.983583
8124 14 12.349316
8124 15 12.902094
8123 2 11.535173
8123 3 12.117714
8123 4 11.282964
8123 5 11.358637
8123 6 14.393537
8123 7 10.873733
8123 8 18.318357
8123 9 13.191979
8123 10 12.440204
8123 11 6.421314
8123 12 6.793771
8123 13 12.944437
8123 14 12.280085
8123 15 12.730366
8122 2 11.545283
8122 3 12.119087
8122 4 11.233253
8122 5 11.412514
8122 6 14.416669
8122 7 10.928059
8122 8 18.396777
8122 9 13.241690
8122 10 12.399047
8122 11 6.445804
8122 12 6.786730
8122 13 12.957455
8122 14 12.263905
8122 15 12.720535
8121 2 11.541508
8121 3 12.115125
8121 4 11.298365
8121 5 11.380624
8121 6 14.483723
8121 7 10.914779
8121 8 18.374061
8121 9 13.218189
8121 10 12.425534
8121 11 6.465291
8121 12 6.775447
8121 13 12.936962
8121 14 12.235220
8121 15 13.529056
8120 2 11.535816
8120 3 12.098679
8120 4 11.248714
8120 5 11.391708
8120 6 14.499185
8120 7 10.888439
8120 8 18.359910
8120 9 13.221886
8120 10 12.439154
8120 11 6.471742
8120 12 6.783290
8120 13 12.974035
8120 14 12.341910
8120 15 12.761537
8119 2 11.513451
8119 3 12.091992
8119 4 11.237082
8119 5 11.375676
8119 6 14.361582
8119 7 10.887734
8119 8 18.473331
8119 9 13.232727
8119 10 12.444944
8119 11 6.440546
8119 12 6.776724
8119 13 12.971550
8119 14 12.209992
8119 15 12.779554
8118 2 11.532663
8118 3 12.114716
8118 4 11.271474
8118 5 11.335688
8118 6 14.450177
8118 7 10.819654
8118 8 18.261968
8118 9 13.275777
8118 10 12.411460
8118 11 6.448505
8118 12 6.794210
8118 13 12.961564
8118 14 12.335100
8118 15 12.959891
8117 2 11.517171
8117 3 12.112885
8117 4 11.268216
8117 5 11.337532
8117 6 14.454477
8117 7 10.833252
8117 8 18.292833
8117 9 13.291587
8117 10 12.441484
8117 11 6.463580
8117 12 6.801442
8117 13 12.923513
8117 14 12.308926
8117 15 12.642317
8116 2 11.495980
8116 3 12.134828
8116 4 11.251600
8116 5 11.319635
8116 6 14.468619
8116 7 10.883912
8116 8 18.332953
8116 9 13.228818
8116 10 12.460755
8116 11 6.466183
8116 12 6.795775
8116 13 12.974310
8116 14 12.360351
8116 15 12.609981
8115 2 11.510102
8115 3 12.098462
8115 4 11.265209
8115 5 11.361946
8115 6 14.524655
8115 7 10.861232
8115 8 18.476342
8115 9 13.279439
8115 10 12.386008
8115 11 6.464396
8115 12 6.775159
8115 13 12.929476
8115 14 12.383512
8115 15 12.616867
8114 2 11.544346
8114 3 12.130065
8114 4 11.258575
8114 5 11.354882
8114 6 14.403961
8114 7 10.861158
8114 8 18.451991
8114 9 13.234515
8114 10 12.445597
8114 11 6.448677
8114 12 6.772988
8114 13 12.920940
8114 14 12.335872
8114 15 12.675143
8113 2 11.544461
8113 3 12.110331
8113 4 11.266236
8113 5 11.332264
8113 6 14.479081
8113 7 10.817327
8113 8 18.455557
8113 9 13.233057
8113 10 12.423706
8113 11 6.465379
8113 12 6.763171
8113 13 12.925311
8113 14 12.390834
8113 15 12.644689
8112 2 11.534589
8112 3 12.133291
8112 4 11.234906
8112 5 11.339549
8112 6 14.463044
8112 7 10.891218
8112 8 18.381472
8112 9 13.241828
8112 10 12.433139
8112 11 6.450390
8112 12 6.800838
8112 13 12.915708
8112 14 12.376485
8112 15 12.620182
8111 2 11.519474
8111 3 12.104831
8111 4 11.254248
8111 5 11.367379
8111 6 14.478401
8111 7 10.876529
8111 8 18.269730
8111 9 13.164613
8111 10 12.488739
8111 11 6.456302
8111 12 6.772304
8111 13 12.970988
8111 14 12.370806
8111 15 12.621107
8110 2 11.551993
8110 3 12.113859
8110 4 11.203680
8110 5 11.353781
8110 6 14.360176
8110 7 10.909332
8110 8 18.441788
8110 9 13.230825
8110 10 12.453876
8110 11 6.440661
8110 12 6.803770
8110 13 12.941668
8110 14 12.314533
8110 15 12.599818
8109 2 11.529175
8109 3 12.118536
8109 4 11.257411
8109 5 11.334869
8109 6 14.464544
8109 7 10.870423
8109 8 18.141279
8109 9 13.163948
8109 10 12.433272
8109 11 6.451007
8109 12 6.786047
8109 13 12.926220
8109 14 12.349382
8109 15 12.611683
8108 2 11.534638
8108 3 12.112135
8108 4 11.249993
8108 5 11.352618
8108 6 14.463962
8108 7 10.888144
8108 8 18.327851
8108 9 13.262872
8108 10 12.404487
8108 11 6.459704
8108 12 6.779155
8108 13 12.898322
8108 14 12.369033
8108 15 12.610399
8107 2 11.533143
8107 3 12.084639
8107 4 11.261510
8107 5 11.371209
8107 6 14.468350
8107 7 10.870031
8107 8 18.165841
8107 9 13.237616
8107 10 12.497049
8107 11 6.454561
8107 12 6.800366
8107 13 12.970149
8107 14 12.399785
8107 15 12.592466
8106 2 11.516707
8106 3 12.106520
8106 4 11.295813
8106 5 11.329736
8106 6 14.427418
8106 7 10.877476
8106 8 18.411836
8106 9 13.246485
8106 10 12.421613
8106 11 6.463353
8106 12 6.788024
8106 13 12.978915
8106 14 12.288053
8106 15 12.621300
8105 2 11.532889
8105 3 12.086896
8105 4 11.268788
8105 5 11.337990
8105 6 14.429575
8105 7 10.795342
8105 8 18.440967
8105 9 13.276978
8105 10 12.416467
8105 11 6.447075
8105 12 6.785874
8105 13 12.981986
8105 14 12.331294
8105 15 12.616730
8104 2 11.549039
8104 3 12.072862
8104 4 11.288509
8104 5 11.324054
8104 6 14.389312
8104 7 10.869916
8104 8 18.426521
8104 9 13.302762
8104 10 12.404113
8104 11 6.430169
8104 12 6.768779
8104 13 12.943464
8104 14 12.242355
8104 15 12.661330
8103 2 11.527476
8103 3 12.098468
8103 4 11.275394
8103 5 11.328580
8103 6 14.382961
8103 7 10.916240
8103 8 18.177778
8103 9 13.290725
8103 10 12.478487
8103 11 6.456245
8103 12 6.783804
8103 13 12.948510
8103 14 12.267826
8103 15 12.617958
8102 2 11.523482
8102 3 12.099570
8102 4 11.264132
8102 5 11.335184
8102 6 14.453737
8102 7 10.803284
8102 8 18.291588
8102 9 13.363423
8102 10 12.430922
8102 11 6.460211
8102 12 6.782857
8102 13 12.938435
8102 14 12.367323
8102 15 12.601628
8101 2 11.526848
8101 3 12.139959
8101 4 11.265637
8101 5 11.314585
8101 6 14.437974
8101 7 10.861606
8101 8 18.466234
8101 9 13.287424
8101 10 12.439275
8101 11 6.444688
8101 12 6.784517
8101 13 12.931568
8101 14 12.337290
8101 15 12.615180
8100 2 11.499301
8100 3 12.086021
8100 4 11.268189
8100 5 11.320363
8100 6 14.451024
8100 7 10.818963
8100 8 18.347459
8100 9 13.264719
8100 10 12.412215
8100 11 6.419094
8100 12 6.781303
8100 13 12.944380
8100 14 12.321558
8100 15 12.621049
8099 2 11.527633
8099 3 12.114739
8099 4 11.254632
8099 5 11.358902
8099 6 14.445590
8099 7 10.936073
8099 8 18.485491
8099 9 13.254601
8099 10 12.466202
8099 11 6.430205
8099 12 6.794648
8099 13 12.950781
8099 14 12.280403
8099 15 12.569334
8098 2 11.549382
8098 3 12.142618
8098 4 11.271303
8098 5 11.354602
8098 6 14.456433
8098 7 10.878448
8098 8 18.473961
8098 9 13.329072
8098 10 12.465191
8098 11 6.449110
8098 12 6.786207
8098 13 12.908531
8098 14 12.355411
8098 15 12.592329
8097 2 11.523839
8097 3 12.094982
8097 4 11.249567
8097 5 11.321325
8097 6 14.395094
8097 7 10.870223
8097 8 18.443488
8097 9 13.264019
8097 10 12.472034
8097 11 6.443208
8097 12 6.769792
8097 13 12.990065
8097 14 12.341124
8097 15 12.609922
8096 2 11.521166
8096 3 12.150725
8096 4 11.244322
8096 5 11.361873
8096 6 14.375645
8096 7 10.910415
8096 8 18.437798
8096 9 13.225473
8096 10 12.429718
8096 11 6.444743
8096 12 6.789694
8096 13 12.956312
8096 14 12.319087
8096 15 12.561695
8095 2 11.540497
8095 3 12.112394
8095 4 11.261413
8095 5 11.336165
8095 6 14.434222
8095 7 10.914550
8095 8 18.460265
8095 9 13.298238
8095 10 12.431903
8095 11 6.428575
8095 12 6.808672
8095 13 12.972153
8095 14 12.320400
8095 15 12.554367
8094 2 11.564513
8094 3 12.097127
8094 4 11.250491
8094 5 11.340956
8094 6 14.396772
8094 7 10.932041
8094 8 18.393172
8094 9 13.277296
8094 10 12.463552
8094 11 6.430878
8094 12 6.821598
8094 13 12.951369
8094 14 12.338415
8094 15 12.602484
8093 2 11.524397
8093 3 12.130358
8093 4 11.205990
8093 5 11.360961
8093 6 14.418808
8093 7 10.865253
8093 8 18.491588
8093 9 13.258470
8093 10 12.429532
8093 11 6.458874
8093 12 6.801541
8093 13 12.952560
8093 14 12.285278
8093 15 12.633100
8092 2 11.487086
8092 3 12.073285
8092 4 11.281225
8092 5 11.344503
8092 6 14.396841
8092 7 10.834054
8092 8 18.362666
8092 9 13.286898
8092 10 12.461320
8092 11 6.452841
8092 12 6.795949
8092 13 12.995583
8092 14 12.308342
8092 15 12.595336
8091 2 11.544073
8091 3 12.120892
8091 4 11.251283
8091 5 11.364930
8091 6 14.414086
8091 7 10.911047
8091 8 18.359458
8091 9 13.269469
8091 10 12.451673
8091 11 6.439731
8091 12 6.798146
8091 13 12.996488
8091 14 12.279011
8091 15 12.669971
8090 2 11.523956
8090 3 12.127713
8090 4 11.251564
8090 5 11.310677
8090 6 14.412285
8090 7 10.881061
8090 8 18.451300
8090 9 13.262222
8090 10 12.463324
8090 11 6.444834
8090 12 6.817246
8090 13 12.944236
8090 14 12.243282
8090 15 12.666337
8089 2 11.506271
8089 3 12.143828
8089 4 11.226176
8089 5 11.376054
8089 6 14.418269
8089 7 10.924754
8089 8 18.076681
8089 9 13.249778
8089 10 12.372733
8089 11 6.444240
8089 12 6.799597
8089 13 12.930525
8089 14 12.308533
8089 15 12.660938
8088 2 11.538182
8088 3 12.150218
8088 4 11.238862
8088 5 11.364938
8088 6 14.423624
8088 7 10.946211
8088 8 18.467704
8088 9 13.250370
8088 10 12.391483
8088 11 6.450176
8088 12 6.797098
8088 13 12.937548
8088 14 12.233669
8088 15 12.704948
8087 2 11.520920
8087 3 12.125628
8087 4 11.288425
8087 5 11.345310
8087 6 14.368215
8087 7 10.892176
8087 8 18.440562
8087 9 13.294366
8087 10 12.370623
8087 11 6.424096
8087 12 6.802877
8087 13 12.943867
8087 14 12.234212
8087 15 12.659525
8086 2 11.554014
8086 3 12.062813
8086 4 11.254187
8086 5 11.368106
8086 6 14.415565
8086 7 10.875152
8086 8 18.406559
8086 9 13.238331
8086 10 12.493829
8086 11 6.456428
8086 12 6.788851
8086 13 12.914069
8086 14 12.245183
8086 15 12.685209
8085 2 11.509994
8085 3 12.118072
8085 4 11.285247
8085 5 11.390826
8085 6 14.379610
8085 7 10.899374
8085 8 18.632834
8085 9 13.266038
8085 10 12.508629
8085 11 6.424839
8085 12 6.819208
8085 13 12.932044
8085 14 12.256139
8085 15 12.675161
8084 2 11.577500
8084 3 12.118407
8084 4 11.224737
8084 5 11.392509
8084 6 14.398553
8084 7 10.936856
8084 8 18.513674
8084 9 13.237853
8084 10 12.437490
8084 11 6.435339
8084 12 6.802547
8084 13 12.872586
8084 14 12.259706
8084 15 12.650961
8083 2 11.526855
8083 3 12.146107
8083 4 11.291878
8083 5 11.382460
8083 6 14.386547
8083 7 10.903557
8083 8 18.478543
8083 9 13.333933
8083 10 12.474877
8083 11 6.432506
8083 12 6.820823
8083 13 12.962590
8083 14 12.247071
8083 15 12.711869
8082 2 11.524778
8082 3 12.157783
8082 4 11.265383
8082 5 11.382560
8082 6 14.349775
8082 7 10.910722
8082 8 18.377351
8082 9 13.281751
8082 10 12.506173
8082 11 6.453198
8082 12 6.807056
8082 13 12.920091
8082 14 12.269550
8082 15 12.669629
8081 2 11.557556
8081 3 12.134684
8081 4 11.261857
8081 5 11.398710
8081 6 14.433567
8081 7 10.919608
8081 8 18.436696
8081 9 13.250904
8081 10 12.467110
8081 11 6.456873
8081 12 6.798001
8081 13 12.923627
8081 14 12.245027
8081 15 12.675693
8080 2 11.536264
8080 3 12.150019
8080 4 11.274970
8080 5 11.339488
8080 6 14.436591
8080 7 10.962649
8080 8 18.495692
8080 9 13.267355
8080 10 12.436589
8080 11 6.450087
8080 12 6.794737
8080 13 12.927505
8080 14 12.279641
8080 15 12.683323
8079 2 11.540121
8079 3 12.144288
8079 4 11.277197
8079 5 11.356414
8079 6 14.476338
8079 7 10.916626
8079 8 18.577029
8079 9 13.297794
8079 10 12.496761
8079 11 6.488785
8079 12 6.829120
8079 13 12.914835
8079 14 12.298532
8079 15 12.676588
8078 2 11.548662
8078 3 12.146022
8078 4 11.253977
8078 5 11.404740
8078 6 14.490616
8078 7 10.934366
8078 8 18.548814
8078 9 13.314422
8078 10 12.472153
8078 11 6.456285
8078 12 6.835603
8078 13 12.970112
8078 14 12.280379
8078 15 12.690144
8077 2 11.532001
8077 3 12.123404
8077 4 11.281595
8077 5 11.370487
8077 6 14.485786
8077 7 10.932753
8077 8 18.475416
8077 9 13.246416
8077 10 12.505216
8077 11 6.477342
8077 12 6.829752
8077 13 12.934874
8077 14 12.271837
8077 15 12.662122
8076 2 11.538729
8076 3 12.125751
8076 4 11.304822
8076 5 11.364083
8076 6 14.520527
8076 7 10.909794
8076 8 18.553978
8076 9 13.289518
8076 10 12.480568
8076 11 6.482173
8076 12 6.829193
8076 13 12.970197
8076 14 12.279767
8076 15 12.662660
8075 2 11.503591
8075 3 12.139587
8075 4 11.306068
8075 5 11.354345
8075 6 14.423684
8075 7 10.916265
8075 8 18.448863
8075 9 13.284436
8075 10 12.460152
8075 11 6.470349
8075 12 6.792945
8075 13 12.909239
8075 14 12.277600
8075 15 12.661596
8074 2 11.537638
8074 3 12.082352
8074 4 11.264721
8074 5 11.338179
8074 6 14.455344
8074 7 10.957870
8074 8 18.541120
8074 9 13.338576
8074 10 12.433116
8074 11 6.482378
8074 12 6.830940
8074 13 12.881585
8074 14 12.288158
8074 15 12.620320
8073 2 11.547555
8073 3 12.114685
8073 4 11.256912
8073 5 11.377094
8073 6 14.448437
8073 7 10.910597
8073 8 18.523824
8073 9 13.293974
8073 10 12.477234
8073 11 6.439616
8073 12 6.793529
8073 13 12.878246
8073 14 12.274243
8073 15 12.617946
8072 2 11.505413
8072 3 12.118023
8072 4 11.253527
8072 5 11.401313
8072 6 14.394481
8072 7 10.927079
8072 8 18.457154
8072 9 13.315655
8072 10 12.378630
8072 11 6.433692
8072 12 6.792817
8072 13 12.897662
8072 14 12.255402
8072 15 12.710223
8071 2 11.548059
8071 3 12.134937
8071 4 11.252961
8071 5 11.369680
8071 6 14.407652
8071 7 10.936001
8071 8 18.524595
8071 9 13.262026
8071 10 12.428301
8071 11 6.453982
8071 12 6.780892
8071 13 12.891527
8071 14 12.298399
8071 15 12.628261
8070 2 11.575597
8070 3 12.142872
8070 4 11.243887
8070 5 11.373855
8070 6 14.369078
8070 7 10.944059
8070 8 18.581136
8070 9 13.285972
8070 10 12.476671
8070 11 6.420718
8070 12 6.794194
8070 13 12.897681
8070 14 12.279414
8070 15 12.581551
8069 2 11.558957
8069 3 12.151429
8069 4 11.258847
8069 5 11.404482
8069 6 14.391308
8069 7 10.974675
8069 8 18.476000
8069 9 13.231510
8069 10 12.481644
8069 11 6.443297
8069 12 6.791244
8069 13 12.922350
8069 14 12.307445
8069 15 12.597514
8068 2 11.547383
8068 3 12.138850
8068 4 11.256262
8068 5 11.382391
8068 6 14.317156
8068 7 10.978175
8068 8 18.395112
8068 9 13.259980
8068 10 12.463490
8068 11 6.398138
8068 12 6.792187
8068 13 12.937782
8068 14 12.266185
8068 15 12.615895
8067 2 11.545756
8067 3 12.141482
8067 4 11.242843
8067 5 11.379976
8067 6 14.369921
8067 7 10.962267
8067 8 18.506557
8067 9 13.293703
8067 10 12.486591
8067 11 6.454986
8067 12 6.811093
8067 13 12.880367
8067 14 12.275857
8067 15 12.630129
8066 2 11.534724
8066 3 12.130871
8066 4 11.282434
8066 5 11.358806
8066 6 14.406044
8066 7 10.946690
8066 8 18.494792
8066 9 13.271037
8066 10 12.475718
8066 11 6.454511
8066 12 6.801629
8066 13 12.871779
8066 14 12.277701
8066 15 12.571859
8065 2 11.547866
8065 3 12.117389
8065 4 11.293295
8065 5 11.374499
8065 6 14.427214
8065 7 10.955702
8065 8 18.348524
8065 9 13.311618
8065 10 12.428660
8065 11 6.435986
8065 12 6.817476
8065 13 12.895824
8065 14 12.273824
8065 15 12.727421
8064 2 11.526210
8064 3 12.119663
8064 4 11.224248
8064 5 11.389022
8064 6 14.397301
8064 7 10.951362
8064 8 18.522714
8064 9 13.290486
8064 10 12.423138
8064 11 6.422997
8064 12 6.789447
8064 13 12.899848
8064 14 12.296731
8064 15 12.595756
8063 2 11.541972
8063 3 12.102158
8063 4 11.295530
8063 5 11.371720
8063 6 14.430156
8063 7 10.926671
8063 8 18.455292
8063 9 13.304504
8063 10 12.414822
8063 11 6.417068
8063 12 6.789467
8063 13 12.902641
8063 14 12.312681
8063 15 12.650871
8062 2 11.528005
8062 3 12.157918
8062 4 11.267746
8062 5 11.389449
8062 6 14.471429
8062 7 10.927104
8062 8 18.558094
8062 9 13.265681
8062 10 12.455640
8062 11 6.438816
8062 12 6.830280
8062 13 12.881013
8062 14 12.327132
8062 15 12.602600
8061 2 11.519433
8061 3 12.137628
8061 4 11.289429
8061 5 11.375790
8061 6 14.430181
8061 7 10.954254
8061 8 18.546695
8061 9 13.285304
8061 10 12.438964
8061 11 6.426265
8061 12 6.831816
8061 13 12.922012
8061 14 12.277188
8061 15 12.662752
8060 2 11.543550
8060 3 12.150941
8060 4 11.288490
8060 5 11.371489
8060 6 14.420697
8060 7 10.963310
8060 8 18.575412
8060 9 13.386616
8060 10 12.436038
8060 11 6.425595
8060 12 6.809780
8060 13 12.870275
8060 14 12.279278
8060 15 12.690916
8059 2 11.491564
8059 3 12.114441
8059 4 11.285598
8059 5 11.338261
8059 6 14.519549
8059 7 10.954110
8059 8 18.409582
8059 9 13.317835
8059 10 12.411726
8059 11 6.460179
8059 12 6.816160
8059 13 12.882411
8059 14 12.282420
8059 15 12.658311
8058 2 11.486976
8058 3 12.115140
8058 4 11.323908
8058 5 11.370609
8058 6 14.499247
8058 7 10.933348
8058 8 18.463468
8058 9 13.316916
8058 10 12.475063
8058 11 6.450614
8058 12 6.805062
8058 13 12.915235
8058 14 12.277161
8058 15 12.639826
8057 2 11.555550
8057 3 12.119159
8057 4 11.285342
8057 5 11.386997
8057 6 14.580766
8057 7 10.979153
8057 8 18.463650
8057 9 13.387153
8057 10 12.424401
8057 11 6.438339
8057 12 6.813607
8057 13 12.958242
8057 14 12.301473
8057 15 12.724100
