# E[keV], Quenching[1]
3.494110e+01, 4.003550e-01
3.517300e+01, 4.010310e-01
3.540640e+01, 4.017090e-01
3.564130e+01, 4.023890e-01
3.587790e+01, 4.030730e-01
3.611600e+01, 4.037580e-01
3.635560e+01, 4.044460e-01
3.659690e+01, 4.051360e-01
3.683980e+01, 4.058290e-01
3.708430e+01, 4.065240e-01
3.733050e+01, 4.072210e-01
3.757820e+01, 4.079210e-01
3.782770e+01, 4.086230e-01
3.807880e+01, 4.093270e-01
3.833150e+01, 4.100330e-01
3.858600e+01, 4.107420e-01
3.884210e+01, 4.114520e-01
3.910000e+01, 4.121650e-01
3.935950e+01, 4.128800e-01
3.962080e+01, 4.135980e-01
3.988390e+01, 4.143170e-01
4.014870e+01, 4.150390e-01
4.041520e+01, 4.157620e-01
4.068350e+01, 4.164880e-01
4.095370e+01, 4.172160e-01
4.122560e+01, 4.179450e-01
4.149930e+01, 4.186770e-01
4.177490e+01, 4.194110e-01
4.205230e+01, 4.201470e-01
4.233150e+01, 4.208850e-01
4.261260e+01, 4.216250e-01
4.289560e+01, 4.223670e-01
4.318050e+01, 4.231110e-01
4.346720e+01, 4.238560e-01
4.375590e+01, 4.246040e-01
4.404650e+01, 4.253540e-01
4.433900e+01, 4.261050e-01
4.463350e+01, 4.268580e-01
4.493000e+01, 4.276140e-01
4.522840e+01, 4.283710e-01
4.552880e+01, 4.291300e-01
4.583120e+01, 4.298910e-01
4.613560e+01, 4.306540e-01
4.644210e+01, 4.314190e-01
4.675060e+01, 4.321850e-01
4.706110e+01, 4.329530e-01
4.737380e+01, 4.337240e-01
4.768850e+01, 4.344960e-01
4.800530e+01, 4.352690e-01
4.832420e+01, 4.360450e-01
4.864520e+01, 4.368220e-01
4.896840e+01, 4.376010e-01
4.929370e+01, 4.383820e-01
4.962120e+01, 4.391650e-01
4.995090e+01, 4.399490e-01
5.028280e+01, 4.407350e-01
5.061690e+01, 4.415240e-01
5.095320e+01, 4.423140e-01
5.129180e+01, 4.431050e-01
5.163260e+01, 4.438990e-01
5.197570e+01, 4.446950e-01
5.232110e+01, 4.454920e-01
5.266870e+01, 4.462910e-01
5.301870e+01, 4.470910e-01
5.337110e+01, 4.478940e-01
5.372570e+01, 4.486980e-01
5.408280e+01, 4.495040e-01
5.444220e+01, 4.503120e-01
5.480400e+01, 4.511210e-01
5.516820e+01, 4.519330e-01
5.553490e+01, 4.527450e-01
5.590400e+01, 4.535600e-01
5.627550e+01, 4.543760e-01
5.664950e+01, 4.551940e-01
5.702610e+01, 4.560140e-01
5.740510e+01, 4.568350e-01
5.778670e+01, 4.576580e-01
5.817080e+01, 4.584820e-01
5.855740e+01, 4.593080e-01
5.894660e+01, 4.601360e-01
5.933850e+01, 4.609660e-01
5.973290e+01, 4.617970e-01
6.013000e+01, 4.626290e-01
6.052970e+01, 4.634630e-01
6.093210e+01, 4.642990e-01
6.133710e+01, 4.651370e-01
6.174490e+01, 4.659760e-01
6.215540e+01, 4.668160e-01
6.256860e+01, 4.676580e-01
6.298460e+01, 4.685020e-01
6.340330e+01, 4.693470e-01
6.382480e+01, 4.701940e-01
6.424920e+01, 4.710420e-01
6.467630e+01, 4.718920e-01
6.510640e+01, 4.727430e-01
6.553920e+01, 4.735960e-01
6.597500e+01, 4.744500e-01
6.641370e+01, 4.753060e-01
6.685530e+01, 4.761640e-01
6.729980e+01, 4.770220e-01
6.774730e+01, 4.778830e-01
6.819780e+01, 4.787440e-01
6.865130e+01, 4.796080e-01
6.910780e+01, 4.804720e-01
6.956730e+01, 4.813380e-01
7.002990e+01, 4.822060e-01
7.049560e+01, 4.830750e-01
7.096440e+01, 4.839450e-01
7.143630e+01, 4.848170e-01
7.191140e+01, 4.856910e-01
7.238960e+01, 4.865650e-01
7.287100e+01, 4.874410e-01
7.335560e+01, 4.883190e-01
7.384350e+01, 4.891970e-01
7.433460e+01, 4.900780e-01
7.482900e+01, 4.909590e-01
7.532670e+01, 4.918420e-01
7.582760e+01, 4.927260e-01
7.633200e+01, 4.936120e-01
7.683970e+01, 4.944990e-01
7.735070e+01, 4.953870e-01
7.786520e+01, 4.962770e-01
7.838310e+01, 4.971680e-01
7.890450e+01, 4.980600e-01
7.942930e+01, 4.989530e-01
7.995760e+01, 4.998480e-01
8.048950e+01, 5.007440e-01
8.102490e+01, 5.016410e-01
8.156390e+01, 5.025400e-01
8.210640e+01, 5.034400e-01
8.265260e+01, 5.043410e-01
8.320240e+01, 5.052430e-01
8.375590e+01, 5.061470e-01
8.431300e+01, 5.070520e-01
8.487390e+01, 5.079580e-01
8.543850e+01, 5.088650e-01
8.600690e+01, 5.097730e-01
8.657910e+01, 5.106830e-01
8.715500e+01, 5.115930e-01
8.773480e+01, 5.125050e-01
8.831850e+01, 5.134180e-01
8.890610e+01, 5.143330e-01
8.949760e+01, 5.152480e-01
9.009300e+01, 5.161650e-01
9.069240e+01, 5.170820e-01
9.129580e+01, 5.180010e-01
9.190320e+01, 5.189210e-01
9.251470e+01, 5.198420e-01
9.313020e+01, 5.207640e-01
9.374980e+01, 5.216870e-01
9.437360e+01, 5.226110e-01
9.500150e+01, 5.235370e-01
9.563360e+01, 5.244630e-01
9.626990e+01, 5.253900e-01
9.691050e+01, 5.263190e-01
9.755530e+01, 5.272480e-01
9.820440e+01, 5.281790e-01
9.885790e+01, 5.291100e-01
9.951570e+01, 5.300430e-01
1.001780e+02, 5.309760e-01
1.008440e+02, 5.319110e-01
1.015160e+02, 5.328460e-01
1.021910e+02, 5.337830e-01
1.028710e+02, 5.347200e-01
1.035560e+02, 5.356580e-01
1.042450e+02, 5.365970e-01
1.049380e+02, 5.375380e-01
1.056370e+02, 5.384790e-01
1.063400e+02, 5.394210e-01
1.070470e+02, 5.403640e-01
1.077600e+02, 5.413070e-01
1.084770e+02, 5.422520e-01
1.091990e+02, 5.431970e-01
1.099260e+02, 5.441440e-01
1.106570e+02, 5.450910e-01
1.113940e+02, 5.460390e-01
1.121350e+02, 5.469880e-01
1.128810e+02, 5.479380e-01
1.136320e+02, 5.488880e-01
1.143890e+02, 5.498400e-01
